Date (WET),Dynamic FFR Biomass,Dynamic FFR CCGT,Dynamic FFR Coal,Dynamic FFR Distributed Generation,Dynamic FFR Hybrid,Dynamic FFR Hydro,Dynamic FFR Load Response,Dynamic FFR Pumped,Dynamic FFR Storage,Dynamic FFR Unknown,DLH Storage,Dynamic Containment Storage,EFR Storage
,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h,GBP/MW/h
[15/01/2021 00:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[15/01/2021 00:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[15/01/2021 01:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[15/01/2021 01:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[15/01/2021 02:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[15/01/2021 02:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[15/01/2021 03:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[15/01/2021 03:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[15/01/2021 04:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[15/01/2021 04:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[15/01/2021 05:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[15/01/2021 05:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[15/01/2021 06:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[15/01/2021 06:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[15/01/2021 07:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[15/01/2021 07:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[15/01/2021 08:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[15/01/2021 08:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[15/01/2021 09:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[15/01/2021 09:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[15/01/2021 10:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[15/01/2021 10:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[15/01/2021 11:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[15/01/2021 11:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[15/01/2021 12:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[15/01/2021 12:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[15/01/2021 13:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[15/01/2021 13:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[15/01/2021 14:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[15/01/2021 14:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[15/01/2021 15:00],,,,,12.25,,12.20,,12.85,,12.80,12.80,9.78
[15/01/2021 15:30],,,,,12.25,,12.20,,12.85,,12.80,12.80,9.78
[15/01/2021 16:00],,,,,12.25,,12.20,,12.85,,12.80,12.80,9.78
[15/01/2021 16:30],,,,,12.25,,12.20,,12.85,,12.80,12.80,9.78
[15/01/2021 17:00],,,,,12.25,,12.20,,12.85,,12.80,12.80,10.16
[15/01/2021 17:30],,,,,12.25,,12.20,,12.85,,12.80,12.80,10.16
[15/01/2021 18:00],,,,,12.25,,12.20,,12.85,,12.80,12.80,10.16
[15/01/2021 18:30],,,,,12.25,,12.20,,12.85,,12.80,12.80,10.16
[15/01/2021 19:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[15/01/2021 19:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[15/01/2021 20:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[15/01/2021 20:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[15/01/2021 21:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[15/01/2021 21:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[15/01/2021 22:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[15/01/2021 22:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[15/01/2021 23:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[15/01/2021 23:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[16/01/2021 00:00],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[16/01/2021 00:30],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[16/01/2021 01:00],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[16/01/2021 01:30],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[16/01/2021 02:00],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[16/01/2021 02:30],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[16/01/2021 03:00],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[16/01/2021 03:30],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[16/01/2021 04:00],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[16/01/2021 04:30],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[16/01/2021 05:00],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[16/01/2021 05:30],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[16/01/2021 06:00],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[16/01/2021 06:30],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[16/01/2021 07:00],,,,,10.40,,10.53,,10.84,,10.80,10.80,9.78
[16/01/2021 07:30],,,,,10.40,,10.53,,10.84,,10.80,10.80,9.78
[16/01/2021 08:00],,,,,10.40,,10.53,,10.84,,10.80,10.80,9.78
[16/01/2021 08:30],,,,,10.40,,10.53,,10.84,,10.80,10.80,9.78
[16/01/2021 09:00],,,,,10.40,,10.53,,10.84,,10.80,10.80,9.78
[16/01/2021 09:30],,,,,10.40,,10.53,,10.84,,10.80,10.80,9.78
[16/01/2021 10:00],,,,,10.40,,10.53,,10.84,,10.80,10.80,9.78
[16/01/2021 10:30],,,,,10.40,,10.53,,10.84,,10.80,10.80,9.78
[16/01/2021 11:00],,,,,10.40,,10.53,,10.90,,10.86,10.86,9.78
[16/01/2021 11:30],,,,,10.40,,10.53,,10.90,,10.86,10.86,9.78
[16/01/2021 12:00],,,,,10.40,,10.53,,10.90,,10.86,10.86,9.78
[16/01/2021 12:30],,,,,10.40,,10.53,,10.90,,10.86,10.86,9.78
[16/01/2021 13:00],,,,,10.40,,10.53,,10.90,,10.86,10.86,9.78
[16/01/2021 13:30],,,,,10.40,,10.53,,10.90,,10.86,10.86,9.78
[16/01/2021 14:00],,,,,10.40,,10.53,,10.90,,10.86,10.86,9.78
[16/01/2021 14:30],,,,,10.40,,10.53,,10.90,,10.86,10.86,9.78
[16/01/2021 15:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[16/01/2021 15:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[16/01/2021 16:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[16/01/2021 16:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[16/01/2021 17:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[16/01/2021 17:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[16/01/2021 18:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[16/01/2021 18:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[16/01/2021 19:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[16/01/2021 19:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[16/01/2021 20:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[16/01/2021 20:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[16/01/2021 21:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[16/01/2021 21:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[16/01/2021 22:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[16/01/2021 22:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[16/01/2021 23:00],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[16/01/2021 23:30],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[17/01/2021 00:00],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[17/01/2021 00:30],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[17/01/2021 01:00],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[17/01/2021 01:30],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[17/01/2021 02:00],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[17/01/2021 02:30],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[17/01/2021 03:00],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[17/01/2021 03:30],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[17/01/2021 04:00],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[17/01/2021 04:30],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[17/01/2021 05:00],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[17/01/2021 05:30],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[17/01/2021 06:00],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[17/01/2021 06:30],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[17/01/2021 07:00],,,,,10.40,,10.50,,10.84,,10.80,10.80,9.78
[17/01/2021 07:30],,,,,10.40,,10.50,,10.84,,10.80,10.80,9.78
[17/01/2021 08:00],,,,,10.40,,10.50,,10.84,,10.80,10.80,9.78
[17/01/2021 08:30],,,,,10.40,,10.50,,10.84,,10.80,10.80,9.78
[17/01/2021 09:00],,,,,10.40,,10.50,,10.84,,10.80,10.80,9.78
[17/01/2021 09:30],,,,,10.40,,10.50,,10.84,,10.80,10.80,9.78
[17/01/2021 10:00],,,,,10.40,,10.50,,10.84,,10.80,10.80,9.78
[17/01/2021 10:30],,,,,10.40,,10.50,,10.84,,10.80,10.80,9.78
[17/01/2021 11:00],,,,,10.40,,10.50,,10.90,,10.85,10.85,9.78
[17/01/2021 11:30],,,,,10.40,,10.50,,10.90,,10.85,10.85,9.78
[17/01/2021 12:00],,,,,10.40,,10.50,,10.90,,10.85,10.85,9.78
[17/01/2021 12:30],,,,,10.40,,10.50,,10.90,,10.85,10.85,9.78
[17/01/2021 13:00],,,,,10.40,,10.50,,10.90,,10.85,10.85,9.78
[17/01/2021 13:30],,,,,10.40,,10.50,,10.90,,10.85,10.85,9.78
[17/01/2021 14:00],,,,,10.40,,10.50,,10.90,,10.85,10.85,9.78
[17/01/2021 14:30],,,,,10.40,,10.50,,10.90,,10.85,10.85,9.78
[17/01/2021 15:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[17/01/2021 15:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[17/01/2021 16:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[17/01/2021 16:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[17/01/2021 17:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[17/01/2021 17:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[17/01/2021 18:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[17/01/2021 18:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[17/01/2021 19:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[17/01/2021 19:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[17/01/2021 20:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[17/01/2021 20:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[17/01/2021 21:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[17/01/2021 21:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[17/01/2021 22:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[17/01/2021 22:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[17/01/2021 23:00],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[17/01/2021 23:30],,,,,9.40,,9.90,,9.21,,9.27,9.27,9.78
[18/01/2021 00:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[18/01/2021 00:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[18/01/2021 01:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[18/01/2021 01:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[18/01/2021 02:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[18/01/2021 02:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[18/01/2021 03:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[18/01/2021 03:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[18/01/2021 04:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[18/01/2021 04:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[18/01/2021 05:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[18/01/2021 05:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[18/01/2021 06:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[18/01/2021 06:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[18/01/2021 07:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[18/01/2021 07:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[18/01/2021 08:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[18/01/2021 08:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[18/01/2021 09:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[18/01/2021 09:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[18/01/2021 10:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[18/01/2021 10:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[18/01/2021 11:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[18/01/2021 11:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[18/01/2021 12:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[18/01/2021 12:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[18/01/2021 13:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[18/01/2021 13:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[18/01/2021 14:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[18/01/2021 14:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[18/01/2021 15:00],,,,,12.25,,12.20,,12.85,,12.80,12.80,9.78
[18/01/2021 15:30],,,,,12.25,,12.20,,12.85,,12.80,12.80,9.78
[18/01/2021 16:00],,,,,12.25,,12.20,,12.85,,12.80,12.80,9.78
[18/01/2021 16:30],,,,,12.25,,12.20,,12.85,,12.80,12.80,9.78
[18/01/2021 17:00],,,,,12.25,,12.20,,12.85,,12.80,12.80,10.16
[18/01/2021 17:30],,,,,12.25,,12.20,,12.85,,12.80,12.80,10.16
[18/01/2021 18:00],,,,,12.25,,12.20,,12.85,,12.80,12.80,10.16
[18/01/2021 18:30],,,,,12.25,,12.20,,12.85,,12.80,12.80,10.16
[18/01/2021 19:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[18/01/2021 19:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[18/01/2021 20:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[18/01/2021 20:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[18/01/2021 21:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[18/01/2021 21:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[18/01/2021 22:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[18/01/2021 22:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[18/01/2021 23:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[18/01/2021 23:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[19/01/2021 00:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[19/01/2021 00:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[19/01/2021 01:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[19/01/2021 01:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[19/01/2021 02:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[19/01/2021 02:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[19/01/2021 03:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[19/01/2021 03:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[19/01/2021 04:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[19/01/2021 04:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[19/01/2021 05:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[19/01/2021 05:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[19/01/2021 06:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[19/01/2021 06:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[19/01/2021 07:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[19/01/2021 07:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[19/01/2021 08:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[19/01/2021 08:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[19/01/2021 09:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[19/01/2021 09:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[19/01/2021 10:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[19/01/2021 10:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[19/01/2021 11:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[19/01/2021 11:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[19/01/2021 12:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[19/01/2021 12:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[19/01/2021 13:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[19/01/2021 13:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[19/01/2021 14:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[19/01/2021 14:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[19/01/2021 15:00],,,,,12.25,,12.20,,12.85,,12.80,12.80,9.78
[19/01/2021 15:30],,,,,12.25,,12.20,,12.85,,12.80,12.80,9.78
[19/01/2021 16:00],,,,,12.25,,12.20,,12.85,,12.80,12.80,9.78
[19/01/2021 16:30],,,,,12.25,,12.20,,12.85,,12.80,12.80,9.78
[19/01/2021 17:00],,,,,12.25,,12.20,,12.85,,12.80,12.80,10.16
[19/01/2021 17:30],,,,,12.25,,12.20,,12.85,,12.80,12.80,10.16
[19/01/2021 18:00],,,,,12.25,,12.20,,12.85,,12.80,12.80,10.16
[19/01/2021 18:30],,,,,12.25,,12.20,,12.85,,12.80,12.80,10.16
[19/01/2021 19:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[19/01/2021 19:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[19/01/2021 20:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[19/01/2021 20:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[19/01/2021 21:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[19/01/2021 21:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[19/01/2021 22:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[19/01/2021 22:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[19/01/2021 23:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[19/01/2021 23:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[20/01/2021 00:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[20/01/2021 00:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[20/01/2021 01:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[20/01/2021 01:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[20/01/2021 02:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[20/01/2021 02:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[20/01/2021 03:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[20/01/2021 03:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[20/01/2021 04:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[20/01/2021 04:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[20/01/2021 05:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[20/01/2021 05:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[20/01/2021 06:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[20/01/2021 06:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[20/01/2021 07:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[20/01/2021 07:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[20/01/2021 08:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[20/01/2021 08:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[20/01/2021 09:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[20/01/2021 09:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[20/01/2021 10:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[20/01/2021 10:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[20/01/2021 11:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[20/01/2021 11:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[20/01/2021 12:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[20/01/2021 12:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[20/01/2021 13:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[20/01/2021 13:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[20/01/2021 14:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[20/01/2021 14:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[20/01/2021 15:00],,,,,12.25,,12.20,,12.85,,12.80,12.80,9.78
[20/01/2021 15:30],,,,,12.25,,12.20,,12.85,,12.80,12.80,9.78
[20/01/2021 16:00],,,,,12.25,,12.20,,12.85,,12.80,12.80,9.78
[20/01/2021 16:30],,,,,12.25,,12.20,,12.85,,12.80,12.80,9.78
[20/01/2021 17:00],,,,,12.25,,12.20,,12.85,,12.80,12.80,10.16
[20/01/2021 17:30],,,,,12.25,,12.20,,12.85,,12.80,12.80,10.16
[20/01/2021 18:00],,,,,12.25,,12.20,,12.85,,12.80,12.80,10.16
[20/01/2021 18:30],,,,,12.25,,12.20,,12.85,,12.80,12.80,10.16
[20/01/2021 19:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[20/01/2021 19:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,10.16
[20/01/2021 20:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[20/01/2021 20:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[20/01/2021 21:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[20/01/2021 21:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[20/01/2021 22:00],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[20/01/2021 22:30],,,,,12.25,,11.41,,12.80,,12.66,12.66,9.78
[20/01/2021 23:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[20/01/2021 23:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[21/01/2021 00:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[21/01/2021 00:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[21/01/2021 01:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[21/01/2021 01:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[21/01/2021 02:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[21/01/2021 02:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[21/01/2021 03:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[21/01/2021 03:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[21/01/2021 04:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[21/01/2021 04:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[21/01/2021 05:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[21/01/2021 05:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[21/01/2021 06:00],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[21/01/2021 06:30],,,,,9.40,,10.78,,9.18,,9.30,9.30,9.78
[21/01/2021 07:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[21/01/2021 07:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[21/01/2021 08:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[21/01/2021 08:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[21/01/2021 09:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[21/01/2021 09:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[21/01/2021 10:00],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[21/01/2021 10:30],,,,,10.40,,11.11,,10.84,,10.85,10.85,9.78
[21/01/2021 11:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[21/01/2021 11:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[21/01/2021 12:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[21/01/2021 12:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[21/01/2021 13:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[21/01/2021 13:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[21/01/2021 14:00],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[21/01/2021 14:30],,,,,10.40,,11.11,,10.90,,10.91,10.91,9.78
[21/01/2021 15:00],,,,,12.25,,12.20,,12.85,,12.80,12.80,9.78
