Date (WET),Dynamic FFR Biomass,Dynamic FFR CCGT,Dynamic FFR Coal,Dynamic FFR Distributed Generation,Dynamic FFR Hybrid,Dynamic FFR Hydro,Dynamic FFR Load Response,Dynamic FFR Pumped,Dynamic FFR Storage,Dynamic FFR Unknown,DLH Storage,Dynamic Containment Storage,EFR Storage
,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW
[04/02/2019 16:00],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,201.0
[04/02/2019 16:30],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,201.0
[04/02/2019 17:00],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[04/02/2019 17:30],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[04/02/2019 18:00],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[04/02/2019 18:30],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[04/02/2019 19:00],0.0,0.0,0.0,0.0,9.0,0.0,54.0,170.0,83.0,22.0,0.0,,151.0
[04/02/2019 19:30],0.0,0.0,0.0,0.0,9.0,0.0,54.0,170.0,83.0,22.0,0.0,,151.0
[04/02/2019 20:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[04/02/2019 20:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[04/02/2019 21:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[04/02/2019 21:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[04/02/2019 22:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[04/02/2019 22:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[04/02/2019 23:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[04/02/2019 23:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[05/02/2019 00:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[05/02/2019 00:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[05/02/2019 01:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[05/02/2019 01:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[05/02/2019 02:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[05/02/2019 02:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[05/02/2019 03:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[05/02/2019 03:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[05/02/2019 04:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[05/02/2019 04:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[05/02/2019 05:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[05/02/2019 05:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[05/02/2019 06:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[05/02/2019 06:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,243.0,53.0,0.0,,201.0
[05/02/2019 07:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[05/02/2019 07:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[05/02/2019 08:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[05/02/2019 08:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[05/02/2019 09:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[05/02/2019 09:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[05/02/2019 10:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[05/02/2019 10:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[05/02/2019 11:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[05/02/2019 11:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[05/02/2019 12:00],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[05/02/2019 12:30],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[05/02/2019 13:00],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[05/02/2019 13:30],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[05/02/2019 14:00],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[05/02/2019 14:30],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[05/02/2019 15:00],0.0,0.0,0.0,0.0,59.0,0.0,47.0,340.0,78.0,53.0,0.0,,201.0
[05/02/2019 15:30],0.0,0.0,0.0,0.0,59.0,0.0,47.0,340.0,78.0,53.0,0.0,,201.0
[05/02/2019 16:00],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,201.0
[05/02/2019 16:30],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,201.0
[05/02/2019 17:00],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[05/02/2019 17:30],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[05/02/2019 18:00],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[05/02/2019 18:30],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[05/02/2019 19:00],0.0,0.0,0.0,0.0,9.0,0.0,54.0,170.0,83.0,22.0,0.0,,151.0
[05/02/2019 19:30],0.0,0.0,0.0,0.0,9.0,0.0,54.0,170.0,83.0,22.0,0.0,,151.0
[05/02/2019 20:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[05/02/2019 20:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[05/02/2019 21:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[05/02/2019 21:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[05/02/2019 22:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[05/02/2019 22:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[05/02/2019 23:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[05/02/2019 23:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[06/02/2019 00:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[06/02/2019 00:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[06/02/2019 01:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[06/02/2019 01:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[06/02/2019 02:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[06/02/2019 02:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[06/02/2019 03:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[06/02/2019 03:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[06/02/2019 04:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[06/02/2019 04:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[06/02/2019 05:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[06/02/2019 05:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[06/02/2019 06:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[06/02/2019 06:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,243.0,53.0,0.0,,201.0
[06/02/2019 07:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[06/02/2019 07:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[06/02/2019 08:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[06/02/2019 08:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[06/02/2019 09:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[06/02/2019 09:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[06/02/2019 10:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[06/02/2019 10:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[06/02/2019 11:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[06/02/2019 11:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[06/02/2019 12:00],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[06/02/2019 12:30],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[06/02/2019 13:00],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[06/02/2019 13:30],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[06/02/2019 14:00],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[06/02/2019 14:30],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[06/02/2019 15:00],0.0,0.0,0.0,0.0,59.0,0.0,47.0,340.0,78.0,53.0,0.0,,201.0
[06/02/2019 15:30],0.0,0.0,0.0,0.0,59.0,0.0,47.0,340.0,78.0,53.0,0.0,,201.0
[06/02/2019 16:00],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,201.0
[06/02/2019 16:30],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,201.0
[06/02/2019 17:00],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[06/02/2019 17:30],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[06/02/2019 18:00],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[06/02/2019 18:30],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[06/02/2019 19:00],0.0,0.0,0.0,0.0,9.0,0.0,54.0,170.0,83.0,22.0,0.0,,151.0
[06/02/2019 19:30],0.0,0.0,0.0,0.0,9.0,0.0,54.0,170.0,83.0,22.0,0.0,,151.0
[06/02/2019 20:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[06/02/2019 20:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[06/02/2019 21:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[06/02/2019 21:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[06/02/2019 22:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[06/02/2019 22:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[06/02/2019 23:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[06/02/2019 23:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[07/02/2019 00:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[07/02/2019 00:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[07/02/2019 01:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[07/02/2019 01:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[07/02/2019 02:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[07/02/2019 02:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[07/02/2019 03:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[07/02/2019 03:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[07/02/2019 04:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[07/02/2019 04:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[07/02/2019 05:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[07/02/2019 05:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[07/02/2019 06:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[07/02/2019 06:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,243.0,53.0,0.0,,201.0
[07/02/2019 07:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[07/02/2019 07:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[07/02/2019 08:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[07/02/2019 08:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[07/02/2019 09:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[07/02/2019 09:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[07/02/2019 10:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[07/02/2019 10:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[07/02/2019 11:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[07/02/2019 11:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[07/02/2019 12:00],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[07/02/2019 12:30],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[07/02/2019 13:00],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[07/02/2019 13:30],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[07/02/2019 14:00],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[07/02/2019 14:30],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[07/02/2019 15:00],0.0,0.0,0.0,0.0,59.0,0.0,47.0,340.0,78.0,53.0,0.0,,201.0
[07/02/2019 15:30],0.0,0.0,0.0,0.0,59.0,0.0,47.0,340.0,78.0,53.0,0.0,,201.0
[07/02/2019 16:00],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,201.0
[07/02/2019 16:30],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,201.0
[07/02/2019 17:00],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[07/02/2019 17:30],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[07/02/2019 18:00],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[07/02/2019 18:30],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[07/02/2019 19:00],0.0,0.0,0.0,0.0,9.0,0.0,54.0,170.0,83.0,22.0,0.0,,151.0
[07/02/2019 19:30],0.0,0.0,0.0,0.0,9.0,0.0,54.0,170.0,83.0,22.0,0.0,,151.0
[07/02/2019 20:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[07/02/2019 20:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[07/02/2019 21:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[07/02/2019 21:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[07/02/2019 22:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[07/02/2019 22:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[07/02/2019 23:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[07/02/2019 23:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[08/02/2019 00:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[08/02/2019 00:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[08/02/2019 01:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[08/02/2019 01:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[08/02/2019 02:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[08/02/2019 02:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[08/02/2019 03:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[08/02/2019 03:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[08/02/2019 04:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[08/02/2019 04:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[08/02/2019 05:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[08/02/2019 05:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[08/02/2019 06:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[08/02/2019 06:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,243.0,53.0,0.0,,201.0
[08/02/2019 07:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[08/02/2019 07:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[08/02/2019 08:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[08/02/2019 08:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[08/02/2019 09:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[08/02/2019 09:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[08/02/2019 10:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[08/02/2019 10:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[08/02/2019 11:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[08/02/2019 11:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,53.0,0.0,,201.0
[08/02/2019 12:00],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[08/02/2019 12:30],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[08/02/2019 13:00],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[08/02/2019 13:30],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[08/02/2019 14:00],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[08/02/2019 14:30],0.0,0.0,0.0,0.0,59.0,0.0,9.0,170.0,114.0,53.0,0.0,,201.0
[08/02/2019 15:00],0.0,0.0,0.0,0.0,59.0,0.0,47.0,340.0,78.0,53.0,0.0,,201.0
[08/02/2019 15:30],0.0,0.0,0.0,0.0,59.0,0.0,47.0,340.0,78.0,53.0,0.0,,201.0
[08/02/2019 16:00],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,201.0
[08/02/2019 16:30],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,201.0
[08/02/2019 17:00],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[08/02/2019 17:30],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[08/02/2019 18:00],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[08/02/2019 18:30],0.0,0.0,0.0,0.0,9.0,0.0,47.0,340.0,59.0,13.0,0.0,,151.0
[08/02/2019 19:00],0.0,0.0,0.0,0.0,9.0,0.0,54.0,170.0,83.0,22.0,0.0,,151.0
[08/02/2019 19:30],0.0,0.0,0.0,0.0,9.0,0.0,54.0,170.0,83.0,22.0,0.0,,151.0
[08/02/2019 20:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[08/02/2019 20:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[08/02/2019 21:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[08/02/2019 21:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[08/02/2019 22:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[08/02/2019 22:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,83.0,53.0,0.0,,201.0
[08/02/2019 23:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[08/02/2019 23:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,247.0,53.0,0.0,,201.0
[09/02/2019 00:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,253.0,44.0,0.0,,201.0
[09/02/2019 00:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,253.0,44.0,0.0,,201.0
[09/02/2019 01:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,253.0,44.0,0.0,,201.0
[09/02/2019 01:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,253.0,44.0,0.0,,201.0
[09/02/2019 02:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,253.0,44.0,0.0,,201.0
[09/02/2019 02:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,253.0,44.0,0.0,,201.0
[09/02/2019 03:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,253.0,44.0,0.0,,201.0
[09/02/2019 03:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,253.0,44.0,0.0,,201.0
[09/02/2019 04:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,253.0,44.0,0.0,,201.0
[09/02/2019 04:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,253.0,44.0,0.0,,201.0
[09/02/2019 05:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,253.0,44.0,0.0,,201.0
[09/02/2019 05:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,253.0,44.0,0.0,,201.0
[09/02/2019 06:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,253.0,44.0,0.0,,201.0
[09/02/2019 06:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,0.0,249.0,44.0,0.0,,201.0
[09/02/2019 07:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,44.0,0.0,,201.0
[09/02/2019 07:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,44.0,0.0,,201.0
[09/02/2019 08:00],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,44.0,0.0,,201.0
[09/02/2019 08:30],0.0,0.0,0.0,0.0,59.0,0.0,54.0,170.0,114.0,44.0,0.0,,201.0
