Date (WET),Day Ahead Price EPEX,Day Ahead Price Nordpool,4H Intraday Price AVG,2H Intraday Price AVG,HH Intraday Price AVG,System Buy Price,System Sell Price
,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh
[20/02/2019 20:00],47.00,47.00,48.17,51.28,47.54,62.50,62.50
[20/02/2019 20:30],47.00,47.00,48.17,51.28,47.57,38.30,38.30
[20/02/2019 21:00],46.05,46.05,48.17,46.31,48.88,38.30,38.30
[20/02/2019 21:30],46.05,46.05,48.17,46.31,47.94,39.27,39.27
[20/02/2019 22:00],41.00,41.00,48.17,46.31,44.01,59.50,59.50
[20/02/2019 22:30],41.00,41.00,48.17,46.31,42.77,58.50,58.50
[20/02/2019 23:00],42.22,42.22,43.16,41.00,49.11,59.00,59.00
[20/02/2019 23:30],42.22,42.22,43.16,41.00,47.14,58.50,58.50
[21/02/2019 00:00],41.94,41.94,,,40.90,39.26,39.26
[21/02/2019 00:30],41.94,41.94,,,39.89,59.00,59.00
[21/02/2019 01:00],44.43,44.43,,43.06,51.18,59.00,59.00
[21/02/2019 01:30],44.43,44.43,,43.06,50.70,59.00,59.00
[21/02/2019 02:00],43.91,43.91,,43.06,51.94,59.00,59.00
[21/02/2019 02:30],43.91,43.91,,43.06,47.20,59.00,59.00
[21/02/2019 03:00],42.41,42.41,47.11,42.19,44.58,30.03,30.03
[21/02/2019 03:30],42.41,42.41,47.11,42.19,41.12,30.03,30.03
[21/02/2019 04:00],41.87,41.87,47.11,42.19,36.10,59.00,59.00
[21/02/2019 04:30],41.87,41.87,47.11,42.19,35.97,59.00,59.00
[21/02/2019 05:00],46.44,46.44,47.11,42.31,39.03,41.37,41.37
[21/02/2019 05:30],46.44,46.44,47.11,42.31,40.98,41.37,41.37
[21/02/2019 06:00],51.56,51.56,47.11,42.31,48.42,39.01,39.01
[21/02/2019 06:30],51.56,51.56,47.11,42.31,41.78,23.00,23.00
[21/02/2019 07:00],50.68,50.68,51.61,39.30,43.06,37.61,37.61
[21/02/2019 07:30],50.68,50.68,51.61,39.30,37.58,37.61,37.61
[21/02/2019 08:00],56.00,56.00,51.61,39.30,43.25,39.01,39.01
[21/02/2019 08:30],56.00,56.00,51.61,39.30,42.09,39.28,39.28
[21/02/2019 09:00],58.00,58.00,51.61,45.36,53.94,69.95,69.95
[21/02/2019 09:30],58.00,58.00,51.61,45.36,52.29,69.95,69.95
[21/02/2019 10:00],48.00,48.00,51.61,45.36,54.09,69.95,69.95
[21/02/2019 10:30],48.00,48.00,51.61,45.36,50.92,38.30,38.30
[21/02/2019 11:00],46.00,46.00,46.55,47.70,45.23,38.15,38.15
[21/02/2019 11:30],46.00,46.00,46.55,47.70,39.85,29.50,29.50
[21/02/2019 12:00],46.00,46.00,46.55,47.70,38.57,29.50,29.50
[21/02/2019 12:30],46.00,46.00,46.55,47.70,35.78,28.00,28.00
[21/02/2019 13:00],45.66,45.66,46.55,39.49,33.06,23.00,23.00
[21/02/2019 13:30],45.66,45.66,46.55,39.49,35.96,22.50,22.50
[21/02/2019 14:00],44.00,44.00,46.55,39.49,32.81,23.00,23.00
[21/02/2019 14:30],44.00,44.00,46.55,39.49,29.55,28.00,28.00
[21/02/2019 15:00],47.00,47.00,59.91,44.48,38.86,37.50,37.50
[21/02/2019 15:30],47.00,47.00,59.91,44.48,42.37,38.42,38.42
[21/02/2019 16:00],50.00,50.00,59.91,44.48,44.09,38.51,38.51
[21/02/2019 16:30],50.00,50.00,59.91,44.48,51.75,39.12,39.12
[21/02/2019 17:00],65.00,65.00,59.91,72.86,59.73,39.35,39.35
[21/02/2019 17:30],65.00,65.00,59.91,72.86,71.99,77.00,77.00
[21/02/2019 18:00],79.97,79.97,59.91,72.86,76.83,77.00,77.00
[21/02/2019 18:30],79.97,79.97,59.91,72.86,74.29,77.00,77.00
[21/02/2019 19:00],64.92,64.92,49.72,53.80,67.40,77.00,77.00
[21/02/2019 19:30],64.92,64.92,49.72,53.80,61.30,77.00,77.00
[21/02/2019 20:00],47.50,47.50,49.72,53.80,50.19,72.00,72.00
[21/02/2019 20:30],47.50,47.50,49.72,53.80,45.92,38.41,38.41
[21/02/2019 21:00],43.00,43.00,49.72,45.15,47.21,59.00,59.00
[21/02/2019 21:30],43.00,43.00,49.72,45.15,49.88,59.00,59.00
[21/02/2019 22:00],40.48,40.48,49.72,45.15,43.12,38.42,38.42
[21/02/2019 22:30],40.48,40.48,49.72,45.15,42.24,38.41,38.41
[21/02/2019 23:00],44.00,44.00,42.72,43.13,39.64,55.00,55.00
[21/02/2019 23:30],44.00,44.00,42.72,43.13,42.63,57.98,57.98
[22/02/2019 00:00],46.20,46.20,,,44.62,58.00,58.00
[22/02/2019 00:30],46.20,46.20,,,48.62,58.00,58.00
[22/02/2019 01:00],48.30,48.30,,46.52,50.19,57.98,57.98
[22/02/2019 01:30],48.30,48.30,,46.52,43.09,38.41,38.41
[22/02/2019 02:00],42.93,42.93,,46.52,41.60,38.41,38.41
[22/02/2019 02:30],42.93,42.93,,46.52,39.24,36.70,36.70
[22/02/2019 03:00],40.40,40.40,40.04,39.06,39.42,36.70,36.70
[22/02/2019 03:30],40.40,40.40,40.04,39.06,36.65,38.90,38.90
[22/02/2019 04:00],37.91,37.91,40.04,39.06,37.74,52.00,52.00
[22/02/2019 04:30],37.91,37.91,40.04,39.06,38.30,52.00,52.00
[22/02/2019 05:00],44.96,44.96,40.04,40.36,39.98,40.00,40.00
[22/02/2019 05:30],44.96,44.96,40.04,40.36,40.64,45.00,45.00
[22/02/2019 06:00],49.09,49.09,40.04,40.36,46.04,41.15,41.15
[22/02/2019 06:30],49.09,49.09,40.04,40.36,41.16,35.00,35.00
[22/02/2019 07:00],51.70,51.70,48.11,46.58,41.63,29.50,29.50
[22/02/2019 07:30],51.70,51.70,48.11,46.58,43.97,29.50,29.50
[22/02/2019 08:00],58.01,58.01,48.11,46.58,43.69,39.35,39.35
[22/02/2019 08:30],58.01,58.01,48.11,46.58,47.23,66.00,66.00
[22/02/2019 09:00],62.60,62.60,48.11,48.40,58.72,69.45,69.45
[22/02/2019 09:30],62.60,62.60,48.11,48.40,53.88,66.00,66.00
[22/02/2019 10:00],47.42,47.42,48.11,48.40,51.90,66.00,66.00
[22/02/2019 10:30],47.42,47.42,48.11,48.40,48.93,60.00,60.00
[22/02/2019 11:00],45.98,45.98,41.19,45.62,54.02,65.00,65.00
[22/02/2019 11:30],45.98,45.98,41.19,45.62,47.17,42.01,42.01
[22/02/2019 12:00],43.78,43.78,41.19,45.62,41.74,42.54,42.54
[22/02/2019 12:30],43.78,43.78,41.19,45.62,40.72,37.70,37.70
[22/02/2019 13:00],41.00,41.00,41.19,39.31,38.19,37.70,37.70
[22/02/2019 13:30],41.00,41.00,41.19,39.31,36.32,29.50,29.50
[22/02/2019 14:00],41.00,41.00,41.19,39.31,36.61,29.50,29.50
[22/02/2019 14:30],41.00,41.00,41.19,39.31,34.34,37.50,37.50
[22/02/2019 15:00],44.00,44.00,50.40,38.51,37.15,36.85,36.85
[22/02/2019 15:30],44.00,44.00,50.40,38.51,37.76,37.60,37.60
[22/02/2019 16:00],48.31,48.31,50.40,38.51,38.46,23.00,23.00
[22/02/2019 16:30],48.31,48.31,50.40,38.51,41.26,23.00,23.00
[22/02/2019 17:00],63.30,63.30,50.40,57.95,44.10,36.80,36.80
[22/02/2019 17:30],63.30,63.30,50.40,57.95,51.92,69.00,69.00
[22/02/2019 18:00],67.00,67.00,50.40,57.95,63.12,74.50,74.50
[22/02/2019 18:30],67.00,67.00,50.40,57.95,61.27,69.00,69.00
[22/02/2019 19:00],62.42,62.42,44.88,46.66,58.04,59.00,59.00
[22/02/2019 19:30],62.42,62.42,44.88,46.66,52.41,59.00,59.00
[22/02/2019 20:00],45.41,45.41,44.88,46.66,44.56,39.35,39.35
[22/02/2019 20:30],45.41,45.41,44.88,46.66,43.20,37.90,37.90
[22/02/2019 21:00],42.99,42.99,44.88,43.25,46.27,58.00,58.00
[22/02/2019 21:30],42.99,42.99,44.88,43.25,44.28,58.00,58.00
[22/02/2019 22:00],41.18,41.18,44.88,43.25,43.19,39.35,39.35
[22/02/2019 22:30],41.18,41.18,44.88,43.25,50.15,58.00,58.00
[22/02/2019 23:00],41.49,41.49,56.00,55.28,53.97,58.00,58.00
[22/02/2019 23:30],41.49,41.49,56.00,55.28,54.22,58.00,58.00
[23/02/2019 00:00],52.00,52.00,56.00,55.28,55.39,58.00,58.00
[23/02/2019 00:30],52.00,52.00,56.00,55.28,53.57,58.80,58.80
[23/02/2019 01:00],50.40,50.40,56.00,47.09,49.79,59.50,59.50
[23/02/2019 01:30],50.40,50.40,56.00,47.09,47.19,58.80,58.80
[23/02/2019 02:00],38.50,38.50,56.00,47.09,49.15,58.80,58.80
[23/02/2019 02:30],38.50,38.50,56.00,47.09,46.75,58.00,58.00
[23/02/2019 03:00],38.42,38.42,39.79,39.84,51.48,57.98,57.98
[23/02/2019 03:30],38.42,38.42,39.79,39.84,38.11,29.25,29.25
[23/02/2019 04:00],34.00,34.00,39.79,39.84,32.74,29.30,29.30
[23/02/2019 04:30],34.00,34.00,39.79,39.84,32.33,28.87,28.87
[23/02/2019 05:00],34.91,34.91,39.79,43.99,29.66,25.00,25.00
[23/02/2019 05:30],34.91,34.91,39.79,43.99,34.04,38.95,38.95
[23/02/2019 06:00],41.96,41.96,39.79,43.99,43.43,62.45,62.45
[23/02/2019 06:30],41.96,41.96,39.79,43.99,49.61,62.45,62.45
[23/02/2019 07:00],41.47,41.47,48.89,45.68,46.48,62.45,62.45
[23/02/2019 07:30],41.47,41.47,48.89,45.68,46.59,62.45,62.45
[23/02/2019 08:00],45.93,45.93,48.89,45.68,51.86,62.00,62.00
[23/02/2019 08:30],45.93,45.93,48.89,45.68,56.19,62.45,62.45
[23/02/2019 09:00],50.00,50.00,48.89,51.66,63.68,63.00,63.00
[23/02/2019 09:30],50.00,50.00,48.89,51.66,59.64,62.45,62.45
[23/02/2019 10:00],44.00,44.00,48.89,51.66,52.62,59.98,59.98
[23/02/2019 10:30],44.00,44.00,48.89,51.66,40.21,28.00,28.00
[23/02/2019 11:00],42.00,42.00,38.37,39.67,38.33,25.00,25.00
[23/02/2019 11:30],42.00,42.00,38.37,39.67,34.85,25.00,25.00
[23/02/2019 12:00],41.76,41.76,38.37,39.67,29.90,28.00,28.00
[23/02/2019 12:30],41.76,41.76,38.37,39.67,29.23,25.00,25.00
[23/02/2019 13:00],43.86,43.86,38.37,35.17,31.27,25.00,25.00
[23/02/2019 13:30],43.86,43.86,38.37,35.17,31.24,25.00,25.00
[23/02/2019 14:00],48.09,48.09,38.37,35.17,30.40,25.00,25.00
[23/02/2019 14:30],48.09,48.09,38.37,35.17,38.57,37.75,37.75
[23/02/2019 15:00],43.39,43.39,50.28,39.74,34.72,36.00,36.00
[23/02/2019 15:30],43.39,43.39,50.28,39.74,33.24,56.50,56.50
[23/02/2019 16:00],42.65,42.65,50.28,39.74,39.62,57.00,57.00
[23/02/2019 16:30],42.65,42.65,50.28,39.74,43.97,57.00,57.00
[23/02/2019 17:00],54.06,54.06,50.28,57.55,37.74,29.50,29.50
[23/02/2019 17:30],54.06,54.06,50.28,57.55,51.75,37.60,37.60
[23/02/2019 18:00],71.77,71.77,50.28,57.55,62.88,71.95,71.95
[23/02/2019 18:30],71.77,71.77,50.28,57.55,62.18,71.95,71.95
[23/02/2019 19:00],59.40,59.40,50.14,55.54,61.34,71.95,71.95
[23/02/2019 19:30],59.40,59.40,50.14,55.54,53.52,30.00,30.00
[23/02/2019 20:00],54.40,54.40,50.14,55.54,40.62,37.00,37.00
[23/02/2019 20:30],54.40,54.40,50.14,55.54,38.55,37.00,37.00
[23/02/2019 21:00],46.50,46.50,50.14,44.20,45.55,47.25,47.25
[23/02/2019 21:30],46.50,46.50,50.14,44.20,40.36,47.09,47.09
[23/02/2019 22:00],43.00,43.00,50.14,44.20,44.37,38.15,38.15
[23/02/2019 22:30],43.00,43.00,50.14,44.20,45.12,37.60,37.60
[23/02/2019 23:00],42.93,42.93,45.70,45.00,41.15,37.60,37.60
[23/02/2019 23:30],42.93,42.93,45.70,45.00,40.48,37.60,37.60
[24/02/2019 00:00],47.63,47.63,,,38.42,36.00,36.00
[24/02/2019 00:30],47.63,47.63,,,44.72,36.00,36.00
[24/02/2019 01:00],51.90,51.90,,42.41,43.48,36.25,36.25
[24/02/2019 01:30],51.90,51.90,,42.41,37.13,36.25,36.25
[24/02/2019 02:00],46.50,46.50,,42.41,40.25,34.98,34.98
[24/02/2019 02:30],46.50,46.50,,42.41,40.04,36.25,36.25
[24/02/2019 03:00],41.20,41.20,38.75,39.98,37.87,36.25,36.25
[24/02/2019 03:30],41.20,41.20,38.75,39.98,37.61,36.40,36.40
[24/02/2019 04:00],40.02,40.02,38.75,39.98,39.09,36.40,36.40
[24/02/2019 04:30],40.02,40.02,38.75,39.98,38.27,36.40,36.40
[24/02/2019 05:00],39.51,39.51,38.75,40.96,39.13,37.70,37.70
[24/02/2019 05:30],39.51,39.51,38.75,40.96,39.44,37.70,37.70
[24/02/2019 06:00],39.57,39.57,38.75,40.96,44.36,60.75,60.75
[24/02/2019 06:30],39.57,39.57,38.75,40.96,43.75,65.00,65.00
[24/02/2019 07:00],41.04,41.04,50.81,45.30,45.15,35.00,35.00
[24/02/2019 07:30],41.04,41.04,50.81,45.30,52.39,59.98,59.98
[24/02/2019 08:00],42.90,42.90,50.81,45.30,51.05,35.00,35.00
[24/02/2019 08:30],42.90,42.90,50.81,45.30,48.98,37.70,37.70
[24/02/2019 09:00],48.29,48.29,50.81,51.05,51.03,59.98,59.98
[24/02/2019 09:30],48.29,48.29,50.81,51.05,54.44,37.70,37.70
[24/02/2019 10:00],47.20,47.20,50.81,51.05,51.47,37.70,37.70
[24/02/2019 10:30],47.20,47.20,50.81,51.05,39.59,37.45,37.45
[24/02/2019 11:00],41.00,41.00,41.42,41.05,39.87,37.45,37.45
[24/02/2019 11:30],41.00,41.00,41.42,41.05,40.01,35.00,35.00
[24/02/2019 12:00],41.22,41.22,41.42,41.05,37.76,36.25,36.25
[24/02/2019 12:30],41.22,41.22,41.42,41.05,35.11,36.00,36.00
[24/02/2019 13:00],40.00,40.00,41.42,36.98,35.38,10.25,10.25
[24/02/2019 13:30],40.00,40.00,41.42,36.98,33.68,33.00,33.00
[24/02/2019 14:00],40.00,40.00,41.42,36.98,31.05,33.00,33.00
[24/02/2019 14:30],40.00,40.00,41.42,36.98,34.27,33.00,33.00
[24/02/2019 15:00],40.02,40.02,51.52,40.76,34.99,35.00,35.00
[24/02/2019 15:30],40.02,40.02,51.52,40.76,38.61,36.23,36.23
[24/02/2019 16:00],44.00,44.00,51.52,40.76,39.37,35.00,35.00
[24/02/2019 16:30],44.00,44.00,51.52,40.76,40.90,35.00,35.00
[24/02/2019 17:00],62.90,62.90,51.52,61.26,53.55,35.00,35.00
[24/02/2019 17:30],62.90,62.90,51.52,61.26,68.15,69.50,69.50
[24/02/2019 18:00],77.79,77.79,51.52,61.26,68.21,69.50,69.50
[24/02/2019 18:30],77.79,77.79,51.52,61.26,63.65,58.10,58.10
[24/02/2019 19:00],63.19,63.19,46.99,49.15,53.35,33.00,33.00
[24/02/2019 19:30],63.19,63.19,46.99,49.15,49.49,33.00,33.00
[24/02/2019 20:00],48.96,48.96,46.99,49.15,46.39,62.45,62.45
[24/02/2019 20:30],48.96,48.96,46.99,49.15,39.90,37.50,37.50
[24/02/2019 21:00],45.44,45.44,46.99,39.13,41.56,36.50,36.50
[24/02/2019 21:30],45.44,45.44,46.99,39.13,40.14,36.00,36.00
[24/02/2019 22:00],40.80,40.80,46.99,39.13,38.20,35.09,35.09
[24/02/2019 22:30],40.80,40.80,46.99,39.13,32.85,35.00,35.00
[24/02/2019 23:00],38.09,38.09,38.02,,34.44,35.00,35.00
[24/02/2019 23:30],38.09,38.09,38.02,,37.66,36.00,36.00
[25/02/2019 00:00],40.83,40.83,,,37.25,35.00,35.00
[25/02/2019 00:30],40.83,40.83,,,40.89,35.00,35.00
[25/02/2019 01:00],41.97,41.97,,40.10,39.79,38.26,38.26
[25/02/2019 01:30],41.97,41.97,,40.10,37.13,35.00,35.00
[25/02/2019 02:00],38.84,38.84,,40.10,38.16,35.00,35.00
[25/02/2019 02:30],38.84,38.84,,40.10,37.28,37.20,37.20
[25/02/2019 03:00],37.96,37.96,42.97,38.37,37.87,35.00,35.00
[25/02/2019 03:30],37.96,37.96,42.97,38.37,37.98,35.00,35.00
[25/02/2019 04:00],36.57,36.57,42.97,38.37,36.91,35.00,35.00
[25/02/2019 04:30],36.57,36.57,42.97,38.37,36.37,32.32,32.32
[25/02/2019 05:00],44.73,44.73,42.97,45.72,45.20,57.90,57.90
[25/02/2019 05:30],44.73,44.73,42.97,45.72,47.35,58.50,58.50
[25/02/2019 06:00],55.01,55.01,42.97,45.72,56.51,83.50,83.50
[25/02/2019 06:30],55.01,55.01,42.97,45.72,46.09,37.60,37.60
[25/02/2019 07:00],57.00,57.00,51.64,61.81,54.72,78.50,78.50
[25/02/2019 07:30],57.00,57.00,51.64,61.81,68.51,78.50,78.50
[25/02/2019 08:00],56.00,56.00,51.64,61.81,71.58,67.00,67.00
[25/02/2019 08:30],56.00,56.00,51.64,61.81,65.37,39.35,39.35
[25/02/2019 09:00],51.96,51.96,51.64,49.84,58.73,78.50,78.50
[25/02/2019 09:30],51.96,51.96,51.64,49.84,46.46,37.63,37.63
[25/02/2019 10:00],40.67,40.67,51.64,49.84,38.94,37.64,37.64
[25/02/2019 10:30],40.67,40.67,51.64,49.84,37.23,37.64,37.64
[25/02/2019 11:00],39.55,39.55,39.89,39.42,39.16,37.50,37.50
[25/02/2019 11:30],39.55,39.55,39.89,39.42,38.76,37.50,37.50
[25/02/2019 12:00],38.12,38.12,39.89,39.42,37.48,37.05,37.05
[25/02/2019 12:30],38.12,38.12,39.89,39.42,37.10,37.05,37.05
[25/02/2019 13:00],38.00,38.00,39.89,37.99,37.05,37.05,37.05
[25/02/2019 13:30],38.00,38.00,39.89,37.99,37.03,37.05,37.05
[25/02/2019 14:00],37.90,37.90,39.89,37.99,37.89,37.50,37.50
[25/02/2019 14:30],37.90,37.90,39.89,37.99,38.66,37.05,37.05
[25/02/2019 15:00],39.70,39.70,54.32,48.59,39.50,0.00,0.00
[25/02/2019 15:30],39.70,39.70,54.32,48.59,42.92,37.05,37.05
[25/02/2019 16:00],47.81,47.81,54.32,48.59,51.70,37.65,37.65
[25/02/2019 16:30],47.81,47.81,54.32,48.59,61.50,37.70,37.70
[25/02/2019 17:00],57.40,57.40,54.32,66.96,52.13,37.70,37.70
[25/02/2019 17:30],57.40,57.40,54.32,66.96,67.88,73.50,73.50
[25/02/2019 18:00],71.78,71.78,54.32,66.96,71.39,79.50,79.50
[25/02/2019 18:30],71.78,71.78,54.32,66.96,70.93,73.50,73.50
[25/02/2019 19:00],63.50,63.50,47.94,54.82,65.52,40.00,40.00
[25/02/2019 19:30],63.50,63.50,47.94,54.82,59.86,73.50,73.50
[25/02/2019 20:00],47.60,47.60,47.94,54.82,53.67,54.50,54.50
[25/02/2019 20:30],47.60,47.60,47.94,54.82,49.60,54.50,54.50
[25/02/2019 21:00],46.00,46.00,47.94,42.05,48.40,58.20,58.20
[25/02/2019 21:30],46.00,46.00,47.94,42.05,43.19,54.50,54.50
[25/02/2019 22:00],36.27,36.27,47.94,42.05,41.43,37.75,37.75
[25/02/2019 22:30],36.27,36.27,47.94,42.05,37.22,36.35,36.35
[25/02/2019 23:00],40.00,40.00,38.12,45.00,37.53,36.00,36.00
[25/02/2019 23:30],40.00,40.00,38.12,45.00,38.01,37.20,37.20
[26/02/2019 00:00],40.00,40.00,38.12,45.00,38.15,37.75,37.75
[26/02/2019 00:30],40.00,40.00,38.12,45.00,38.30,38.75,38.75
[26/02/2019 01:00],42.18,42.18,38.12,39.16,38.96,39.13,39.13
[26/02/2019 01:30],42.18,42.18,38.12,39.16,38.80,38.97,38.97
[26/02/2019 02:00],41.52,41.52,38.12,39.16,38.88,38.91,38.91
[26/02/2019 02:30],41.52,41.52,38.12,39.16,39.20,37.20,37.20
[26/02/2019 03:00],40.98,40.98,42.00,40.00,36.59,37.20,37.20
[26/02/2019 03:30],40.98,40.98,42.00,40.00,32.80,36.50,36.50
[26/02/2019 04:00],42.03,42.03,42.00,40.00,36.66,33.00,33.00
[26/02/2019 04:30],42.03,42.03,42.00,40.00,35.99,33.00,33.00
[26/02/2019 05:00],43.95,43.95,42.00,41.84,36.25,35.00,35.00
[26/02/2019 05:30],43.95,43.95,42.00,41.84,38.22,36.50,36.50
[26/02/2019 06:00],56.50,56.50,42.00,41.84,41.49,37.75,37.75
[26/02/2019 06:30],56.50,56.50,42.00,41.84,40.79,37.05,37.05
[26/02/2019 07:00],62.36,62.36,42.31,47.25,45.87,10.00,10.00
[26/02/2019 07:30],62.36,62.36,42.31,47.25,51.49,33.00,33.00
[26/02/2019 08:00],65.00,65.00,42.31,47.25,48.27,33.06,33.06
[26/02/2019 08:30],65.00,65.00,42.31,47.25,41.58,33.00,33.00
[26/02/2019 09:00],56.70,56.70,42.31,39.42,39.50,36.00,36.00
[26/02/2019 09:30],56.70,56.70,42.31,39.42,39.07,35.00,35.00
[26/02/2019 10:00],41.35,41.35,42.31,39.42,40.54,37.15,37.15
[26/02/2019 10:30],41.35,41.35,42.31,39.42,38.90,37.15,37.15
[26/02/2019 11:00],38.96,38.96,38.95,38.55,37.87,37.30,37.30
[26/02/2019 11:30],38.96,38.96,38.95,38.55,37.96,37.40,37.40
[26/02/2019 12:00],38.57,38.57,38.95,38.55,38.77,36.80,36.80
[26/02/2019 12:30],38.57,38.57,38.95,38.55,37.34,37.15,37.15
[26/02/2019 13:00],38.54,38.54,38.95,38.40,36.28,37.15,37.15
[26/02/2019 13:30],38.54,38.54,38.95,38.40,38.33,37.15,37.15
[26/02/2019 14:00],38.82,38.82,38.95,38.40,39.24,37.40,37.40
[26/02/2019 14:30],38.82,38.82,38.95,38.40,38.05,37.37,37.37
[26/02/2019 15:00],40.13,40.13,58.44,44.61,38.56,37.40,37.40
[26/02/2019 15:30],40.13,40.13,58.44,44.61,43.21,37.40,37.40
[26/02/2019 16:00],51.01,51.01,58.44,44.61,41.85,37.45,37.45
[26/02/2019 16:30],51.01,51.01,58.44,44.61,51.77,37.75,37.75
[26/02/2019 17:00],64.00,64.00,58.44,74.71,63.56,37.90,37.90
[26/02/2019 17:30],64.00,64.00,58.44,74.71,78.66,40.25,40.25
[26/02/2019 18:00],80.00,80.00,58.44,74.71,82.22,108.86,108.86
[26/02/2019 18:30],80.00,80.00,58.44,74.71,83.81,88.86,88.86
[26/02/2019 19:00],66.08,66.08,52.05,56.83,71.65,40.25,40.25
[26/02/2019 19:30],66.08,66.08,52.05,56.83,55.65,38.30,38.30
[26/02/2019 20:00],52.49,52.49,52.05,56.83,48.15,37.95,37.95
[26/02/2019 20:30],52.49,52.49,52.05,56.83,39.34,37.50,37.50
[26/02/2019 21:00],50.00,50.00,52.05,41.93,40.36,37.75,37.75
[26/02/2019 21:30],50.00,50.00,52.05,41.93,42.15,38.35,38.35
[26/02/2019 22:00],39.99,39.99,52.05,41.93,39.37,37.90,37.90
[26/02/2019 22:30],39.99,39.99,52.05,41.93,39.70,37.40,37.40
[26/02/2019 23:00],38.97,38.97,40.05,38.30,39.64,37.50,37.50
[26/02/2019 23:30],38.97,38.97,40.05,38.30,39.00,37.30,37.30
[27/02/2019 00:00],38.88,38.88,,,40.41,58.25,58.25
[27/02/2019 00:30],38.88,38.88,,,44.32,32.42,32.42
[27/02/2019 01:00],40.15,40.15,,42.35,56.84,33.06,33.06
[27/02/2019 01:30],40.15,40.15,,42.35,41.47,31.72,31.72
[27/02/2019 02:00],39.05,39.05,,42.35,38.71,31.19,31.19
[27/02/2019 02:30],39.05,39.05,,42.35,36.16,54.93,54.93
[27/02/2019 03:00],39.00,39.00,39.77,39.97,35.71,31.92,31.92
[27/02/2019 03:30],39.00,39.00,39.77,39.97,37.92,31.92,31.92
[27/02/2019 04:00],39.05,39.05,39.77,39.97,36.99,34.67,34.67
[27/02/2019 04:30],39.05,39.05,39.77,39.97,37.85,34.19,34.19
[27/02/2019 05:00],44.82,44.82,39.77,45.36,46.53,54.90,54.90
[27/02/2019 05:30],44.82,44.82,39.77,45.36,44.98,54.90,54.90
[27/02/2019 06:00],54.00,54.00,39.77,45.36,47.78,56.50,56.50
[27/02/2019 06:30],54.00,54.00,39.77,45.36,43.87,109.00,109.00
[27/02/2019 07:00],59.00,59.00,56.42,59.42,59.74,100.00,100.00
[27/02/2019 07:30],59.00,59.00,56.42,59.42,69.01,82.50,82.50
[27/02/2019 08:00],60.90,60.90,56.42,59.42,66.80,82.50,82.50
[27/02/2019 08:30],60.90,60.90,56.42,59.42,58.13,55.00,55.00
[27/02/2019 09:00],56.00,56.00,56.42,44.29,49.20,37.95,37.95
[27/02/2019 09:30],56.00,56.00,56.42,44.29,40.22,37.15,37.15
[27/02/2019 10:00],42.37,42.37,56.42,44.29,41.54,37.80,37.80
[27/02/2019 10:30],42.37,42.37,56.42,44.29,40.71,37.95,37.95
[27/02/2019 11:00],40.76,40.76,39.99,41.00,42.32,37.05,37.05
[27/02/2019 11:30],40.76,40.76,39.99,41.00,42.19,37.05,37.05
[27/02/2019 12:00],39.59,39.59,39.99,41.00,40.98,37.50,37.50
[27/02/2019 12:30],39.59,39.59,39.99,41.00,39.78,37.55,37.55
[27/02/2019 13:00],39.50,39.50,39.99,40.08,38.85,37.60,37.60
[27/02/2019 13:30],39.50,39.50,39.99,40.08,38.11,37.85,37.85
[27/02/2019 14:00],39.55,39.55,39.99,40.08,39.03,37.85,37.85
[27/02/2019 14:30],39.55,39.55,39.99,40.08,38.03,37.63,37.63
[27/02/2019 15:00],39.10,39.10,55.15,38.85,38.37,37.60,37.60
[27/02/2019 15:30],39.10,39.10,55.15,38.85,37.84,37.05,37.05
[27/02/2019 16:00],47.66,47.66,55.15,38.85,39.96,37.75,37.75
[27/02/2019 16:30],47.66,47.66,55.15,38.85,44.11,37.98,37.98
[27/02/2019 17:00],60.00,60.00,55.15,69.37,46.63,37.98,37.98
[27/02/2019 17:30],60.00,60.00,55.15,69.37,69.99,81.95,81.95
[27/02/2019 18:00],78.00,78.00,55.15,69.37,83.98,100.00,100.00
[27/02/2019 18:30],78.00,78.00,55.15,69.37,83.88,81.95,81.95
[27/02/2019 19:00],64.52,64.52,52.70,57.96,74.24,81.95,81.95
[27/02/2019 19:30],64.52,64.52,52.70,57.96,65.38,79.50,79.50
[27/02/2019 20:00],54.94,54.94,52.70,57.96,60.78,69.00,69.00
[27/02/2019 20:30],54.94,54.94,52.70,57.96,45.99,39.08,39.08
[27/02/2019 21:00],45.90,45.90,52.70,44.23,44.56,39.08,39.08
[27/02/2019 21:30],45.90,45.90,52.70,44.23,45.70,39.08,39.08
[27/02/2019 22:00],39.06,39.06,52.70,44.23,41.38,36.50,36.50
[27/02/2019 22:30],39.06,39.06,52.70,44.23,39.74,37.98,37.98
[27/02/2019 23:00],43.30,43.30,34.00,41.74,46.73,82.50,82.50
[27/02/2019 23:30],43.30,43.30,34.00,41.74,48.79,37.98,37.98
[28/02/2019 00:00],42.98,42.98,,,47.47,37.98,37.98
[28/02/2019 00:30],42.98,42.98,,,43.94,37.87,37.87
[28/02/2019 01:00],43.15,43.15,,42.68,41.45,37.90,37.90
[28/02/2019 01:30],43.15,43.15,,42.68,40.20,37.90,37.90
[28/02/2019 02:00],40.00,40.00,,42.68,41.99,37.55,37.55
[28/02/2019 02:30],40.00,40.00,,42.68,41.51,37.95,37.95
