Date (WET),Static FFR Accepted Volume,Static FFR Max of average Accepted Price,Static FFR Min of average Accepted  Price,Static FFR Average Accepted  Price,LFS Accepted Volume,LFS Max of average Accepted Price,LFS Min of average Accepted  Price,LFS Average Accepted  Price
,MW,GBP/MW/h,GBP/MW/h,GBP/MW/h,MW,GBP/MW/h,GBP/MW/h,GBP/MW/h
[06/05/2021 02:30],0.0,,,,100.0,5.24,5.24,5.24
[06/05/2021 03:00],0.0,,,,100.0,5.24,5.24,5.24
[06/05/2021 03:30],0.0,,,,100.0,5.24,5.24,5.24
[06/05/2021 04:00],0.0,,,,99.0,5.24,5.24,5.24
[06/05/2021 04:30],0.0,,,,99.0,5.24,5.24,5.24
[06/05/2021 05:00],0.0,,,,99.0,5.24,5.24,5.24
[06/05/2021 05:30],0.0,,,,99.0,5.24,5.24,5.24
[06/05/2021 06:00],0.0,,,,99.0,5.24,5.24,5.24
[06/05/2021 06:30],0.0,,,,99.0,5.24,5.24,5.24
[06/05/2021 07:00],112.0,2.54,2.54,2.54,99.0,5.24,5.24,5.24
[06/05/2021 07:30],112.0,2.54,2.54,2.54,99.0,5.24,5.24,5.24
[06/05/2021 08:00],112.0,2.54,2.54,2.54,95.0,3.40,3.40,3.40
[06/05/2021 08:30],112.0,2.54,2.54,2.54,95.0,3.40,3.40,3.40
[06/05/2021 09:00],112.0,2.54,2.54,2.54,95.0,3.40,3.40,3.40
[06/05/2021 09:30],112.0,2.54,2.54,2.54,95.0,3.40,3.40,3.40
[06/05/2021 10:00],112.0,2.54,2.54,2.54,95.0,3.40,3.40,3.40
[06/05/2021 10:30],112.0,2.54,2.54,2.54,95.0,3.40,3.40,3.40
[06/05/2021 11:00],113.0,2.54,2.54,2.54,95.0,3.40,3.40,3.40
[06/05/2021 11:30],113.0,2.54,2.54,2.54,95.0,3.40,3.40,3.40
[06/05/2021 12:00],113.0,2.54,2.54,2.54,98.0,3.40,3.40,3.40
[06/05/2021 12:30],113.0,2.54,2.54,2.54,98.0,3.40,3.40,3.40
[06/05/2021 13:00],113.0,2.54,2.54,2.54,98.0,3.40,3.40,3.40
[06/05/2021 13:30],113.0,2.54,2.54,2.54,98.0,3.40,3.40,3.40
[06/05/2021 14:00],113.0,2.54,2.54,2.54,98.0,3.40,3.40,3.40
[06/05/2021 14:30],113.0,2.54,2.54,2.54,98.0,3.40,3.40,3.40
[06/05/2021 15:00],76.0,2.49,2.49,2.49,98.0,3.40,3.40,3.40
[06/05/2021 15:30],76.0,2.49,2.49,2.49,98.0,3.40,3.40,3.40
[06/05/2021 16:00],76.0,2.49,2.49,2.49,99.0,3.37,3.37,3.37
[06/05/2021 16:30],76.0,2.49,2.49,2.49,99.0,3.37,3.37,3.37
[06/05/2021 17:00],76.0,2.49,2.49,2.49,99.0,3.37,3.37,3.37
[06/05/2021 17:30],76.0,2.49,2.49,2.49,99.0,3.37,3.37,3.37
[06/05/2021 18:00],76.0,2.49,2.49,2.49,99.0,3.37,3.37,3.37
[06/05/2021 18:30],76.0,2.49,2.49,2.49,99.0,3.37,3.37,3.37
[06/05/2021 19:00],83.0,2.06,2.06,2.06,99.0,3.37,3.37,3.37
[06/05/2021 19:30],83.0,2.06,2.06,2.06,99.0,3.37,3.37,3.37
[06/05/2021 20:00],83.0,2.06,2.06,2.06,99.0,3.40,3.40,3.40
[06/05/2021 20:30],83.0,2.06,2.06,2.06,99.0,3.40,3.40,3.40
[06/05/2021 21:00],83.0,2.06,2.06,2.06,99.0,3.40,3.40,3.40
[06/05/2021 21:30],83.0,2.06,2.06,2.06,99.0,3.40,3.40,3.40
[06/05/2021 22:00],83.0,2.06,2.06,2.06,99.0,3.40,3.40,3.40
[06/05/2021 22:30],83.0,2.06,2.06,2.06,99.0,3.40,3.40,3.40
[06/05/2021 23:00],0.0,,,,99.0,3.40,3.40,3.40
[06/05/2021 23:30],0.0,,,,99.0,3.40,3.40,3.40
[07/05/2021 00:00],0.0,,,,100.0,5.40,5.40,5.40
[07/05/2021 00:30],0.0,,,,100.0,5.40,5.40,5.40
[07/05/2021 01:00],0.0,,,,100.0,5.40,5.40,5.40
[07/05/2021 01:30],0.0,,,,100.0,5.40,5.40,5.40
[07/05/2021 02:00],0.0,,,,100.0,5.40,5.40,5.40
[07/05/2021 02:30],0.0,,,,100.0,5.40,5.40,5.40
[07/05/2021 03:00],0.0,,,,100.0,5.40,5.40,5.40
[07/05/2021 03:30],0.0,,,,100.0,5.40,5.40,5.40
[07/05/2021 04:00],0.0,,,,98.0,5.40,5.40,5.40
[07/05/2021 04:30],0.0,,,,98.0,5.40,5.40,5.40
[07/05/2021 05:00],0.0,,,,98.0,5.40,5.40,5.40
[07/05/2021 05:30],0.0,,,,98.0,5.40,5.40,5.40
[07/05/2021 06:00],0.0,,,,98.0,5.40,5.40,5.40
[07/05/2021 06:30],0.0,,,,98.0,5.40,5.40,5.40
[07/05/2021 07:00],112.0,2.54,2.54,2.54,98.0,5.40,5.40,5.40
[07/05/2021 07:30],112.0,2.54,2.54,2.54,98.0,5.40,5.40,5.40
[07/05/2021 08:00],112.0,2.54,2.54,2.54,99.0,3.33,3.33,3.33
[07/05/2021 08:30],112.0,2.54,2.54,2.54,99.0,3.33,3.33,3.33
[07/05/2021 09:00],112.0,2.54,2.54,2.54,99.0,3.33,3.33,3.33
[07/05/2021 09:30],112.0,2.54,2.54,2.54,99.0,3.33,3.33,3.33
[07/05/2021 10:00],112.0,2.54,2.54,2.54,99.0,3.33,3.33,3.33
[07/05/2021 10:30],112.0,2.54,2.54,2.54,99.0,3.33,3.33,3.33
[07/05/2021 11:00],113.0,2.54,2.54,2.54,99.0,3.33,3.33,3.33
[07/05/2021 11:30],113.0,2.54,2.54,2.54,99.0,3.33,3.33,3.33
[07/05/2021 12:00],113.0,2.54,2.54,2.54,98.0,3.40,3.40,3.40
[07/05/2021 12:30],113.0,2.54,2.54,2.54,98.0,3.40,3.40,3.40
[07/05/2021 13:00],113.0,2.54,2.54,2.54,98.0,3.40,3.40,3.40
[07/05/2021 13:30],113.0,2.54,2.54,2.54,98.0,3.40,3.40,3.40
[07/05/2021 14:00],113.0,2.54,2.54,2.54,98.0,3.40,3.40,3.40
[07/05/2021 14:30],113.0,2.54,2.54,2.54,98.0,3.40,3.40,3.40
[07/05/2021 15:00],76.0,2.49,2.49,2.49,98.0,3.40,3.40,3.40
[07/05/2021 15:30],76.0,2.49,2.49,2.49,98.0,3.40,3.40,3.40
[07/05/2021 16:00],76.0,2.49,2.49,2.49,99.0,3.40,3.40,3.40
[07/05/2021 16:30],76.0,2.49,2.49,2.49,99.0,3.40,3.40,3.40
[07/05/2021 17:00],76.0,2.49,2.49,2.49,99.0,3.40,3.40,3.40
[07/05/2021 17:30],76.0,2.49,2.49,2.49,99.0,3.40,3.40,3.40
[07/05/2021 18:00],76.0,2.49,2.49,2.49,99.0,3.40,3.40,3.40
[07/05/2021 18:30],76.0,2.49,2.49,2.49,99.0,3.40,3.40,3.40
[07/05/2021 19:00],83.0,2.06,2.06,2.06,99.0,3.40,3.40,3.40
[07/05/2021 19:30],83.0,2.06,2.06,2.06,99.0,3.40,3.40,3.40
[07/05/2021 20:00],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[07/05/2021 20:30],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[07/05/2021 21:00],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[07/05/2021 21:30],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[07/05/2021 22:00],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[07/05/2021 22:30],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[07/05/2021 23:00],0.0,,,,98.0,3.40,3.40,3.40
[07/05/2021 23:30],0.0,,,,98.0,3.40,3.40,3.40
[08/05/2021 00:00],15.0,2.40,2.40,2.40,100.0,5.24,5.24,5.24
[08/05/2021 00:30],15.0,2.40,2.40,2.40,100.0,5.24,5.24,5.24
[08/05/2021 01:00],15.0,2.40,2.40,2.40,100.0,5.24,5.24,5.24
[08/05/2021 01:30],15.0,2.40,2.40,2.40,100.0,5.24,5.24,5.24
[08/05/2021 02:00],15.0,2.40,2.40,2.40,100.0,5.24,5.24,5.24
[08/05/2021 02:30],15.0,2.40,2.40,2.40,100.0,5.24,5.24,5.24
[08/05/2021 03:00],15.0,2.40,2.40,2.40,100.0,5.24,5.24,5.24
[08/05/2021 03:30],15.0,2.40,2.40,2.40,100.0,5.24,5.24,5.24
[08/05/2021 04:00],15.0,2.40,2.40,2.40,98.0,5.40,5.40,5.40
[08/05/2021 04:30],15.0,2.40,2.40,2.40,98.0,5.40,5.40,5.40
[08/05/2021 05:00],15.0,2.40,2.40,2.40,98.0,5.40,5.40,5.40
[08/05/2021 05:30],15.0,2.40,2.40,2.40,98.0,5.40,5.40,5.40
[08/05/2021 06:00],15.0,2.40,2.40,2.40,98.0,5.40,5.40,5.40
[08/05/2021 06:30],15.0,2.40,2.40,2.40,98.0,5.40,5.40,5.40
[08/05/2021 07:00],113.0,2.54,2.54,2.54,98.0,5.40,5.40,5.40
[08/05/2021 07:30],113.0,2.54,2.54,2.54,98.0,5.40,5.40,5.40
[08/05/2021 08:00],113.0,2.54,2.54,2.54,99.0,3.40,3.40,3.40
[08/05/2021 08:30],113.0,2.54,2.54,2.54,99.0,3.40,3.40,3.40
[08/05/2021 09:00],113.0,2.54,2.54,2.54,99.0,3.40,3.40,3.40
[08/05/2021 09:30],113.0,2.54,2.54,2.54,99.0,3.40,3.40,3.40
[08/05/2021 10:00],113.0,2.54,2.54,2.54,99.0,3.40,3.40,3.40
[08/05/2021 10:30],113.0,2.54,2.54,2.54,99.0,3.40,3.40,3.40
[08/05/2021 11:00],113.0,2.54,2.54,2.54,99.0,3.40,3.40,3.40
[08/05/2021 11:30],113.0,2.54,2.54,2.54,99.0,3.40,3.40,3.40
[08/05/2021 12:00],113.0,2.54,2.54,2.54,100.0,3.40,3.40,3.40
[08/05/2021 12:30],113.0,2.54,2.54,2.54,100.0,3.40,3.40,3.40
[08/05/2021 13:00],113.0,2.54,2.54,2.54,100.0,3.40,3.40,3.40
[08/05/2021 13:30],113.0,2.54,2.54,2.54,100.0,3.40,3.40,3.40
[08/05/2021 14:00],113.0,2.54,2.54,2.54,100.0,3.40,3.40,3.40
[08/05/2021 14:30],113.0,2.54,2.54,2.54,100.0,3.40,3.40,3.40
[08/05/2021 15:00],91.0,2.46,2.46,2.46,100.0,3.40,3.40,3.40
[08/05/2021 15:30],91.0,2.46,2.46,2.46,100.0,3.40,3.40,3.40
[08/05/2021 16:00],91.0,2.46,2.46,2.46,99.0,3.37,3.37,3.37
[08/05/2021 16:30],91.0,2.46,2.46,2.46,99.0,3.37,3.37,3.37
[08/05/2021 17:00],91.0,2.46,2.46,2.46,99.0,3.37,3.37,3.37
[08/05/2021 17:30],91.0,2.46,2.46,2.46,99.0,3.37,3.37,3.37
[08/05/2021 18:00],91.0,2.46,2.46,2.46,99.0,3.37,3.37,3.37
[08/05/2021 18:30],91.0,2.46,2.46,2.46,99.0,3.37,3.37,3.37
[08/05/2021 19:00],93.0,2.17,2.17,2.17,99.0,3.37,3.37,3.37
[08/05/2021 19:30],93.0,2.17,2.17,2.17,99.0,3.37,3.37,3.37
[08/05/2021 20:00],93.0,2.17,2.17,2.17,99.0,3.40,3.40,3.40
[08/05/2021 20:30],93.0,2.17,2.17,2.17,99.0,3.40,3.40,3.40
[08/05/2021 21:00],93.0,2.17,2.17,2.17,99.0,3.40,3.40,3.40
[08/05/2021 21:30],93.0,2.17,2.17,2.17,99.0,3.40,3.40,3.40
[08/05/2021 22:00],93.0,2.17,2.17,2.17,99.0,3.40,3.40,3.40
[08/05/2021 22:30],93.0,2.17,2.17,2.17,99.0,3.40,3.40,3.40
[08/05/2021 23:00],15.0,2.40,2.40,2.40,99.0,3.40,3.40,3.40
[08/05/2021 23:30],15.0,2.40,2.40,2.40,99.0,3.40,3.40,3.40
[09/05/2021 00:00],16.0,2.12,2.12,2.12,100.0,5.24,5.24,5.24
[09/05/2021 00:30],16.0,2.12,2.12,2.12,100.0,5.24,5.24,5.24
[09/05/2021 01:00],16.0,2.12,2.12,2.12,100.0,5.24,5.24,5.24
[09/05/2021 01:30],16.0,2.12,2.12,2.12,100.0,5.24,5.24,5.24
[09/05/2021 02:00],16.0,2.12,2.12,2.12,100.0,5.24,5.24,5.24
[09/05/2021 02:30],16.0,2.12,2.12,2.12,100.0,5.24,5.24,5.24
[09/05/2021 03:00],16.0,2.12,2.12,2.12,100.0,5.24,5.24,5.24
[09/05/2021 03:30],16.0,2.12,2.12,2.12,100.0,5.24,5.24,5.24
[09/05/2021 04:00],16.0,2.12,2.12,2.12,99.0,5.40,5.40,5.40
[09/05/2021 04:30],16.0,2.12,2.12,2.12,99.0,5.40,5.40,5.40
[09/05/2021 05:00],16.0,2.12,2.12,2.12,99.0,5.40,5.40,5.40
[09/05/2021 05:30],16.0,2.12,2.12,2.12,99.0,5.40,5.40,5.40
[09/05/2021 06:00],16.0,2.12,2.12,2.12,99.0,5.40,5.40,5.40
[09/05/2021 06:30],16.0,2.12,2.12,2.12,99.0,5.40,5.40,5.40
[09/05/2021 07:00],113.0,2.50,2.50,2.50,99.0,5.40,5.40,5.40
[09/05/2021 07:30],113.0,2.50,2.50,2.50,99.0,5.40,5.40,5.40
[09/05/2021 08:00],113.0,2.50,2.50,2.50,99.0,3.40,3.40,3.40
[09/05/2021 08:30],113.0,2.50,2.50,2.50,99.0,3.40,3.40,3.40
[09/05/2021 09:00],113.0,2.50,2.50,2.50,99.0,3.40,3.40,3.40
[09/05/2021 09:30],113.0,2.50,2.50,2.50,99.0,3.40,3.40,3.40
[09/05/2021 10:00],113.0,2.50,2.50,2.50,99.0,3.40,3.40,3.40
[09/05/2021 10:30],113.0,2.50,2.50,2.50,99.0,3.40,3.40,3.40
[09/05/2021 11:00],113.0,2.50,2.50,2.50,99.0,3.40,3.40,3.40
[09/05/2021 11:30],113.0,2.50,2.50,2.50,99.0,3.40,3.40,3.40
[09/05/2021 12:00],113.0,2.50,2.50,2.50,100.0,3.40,3.40,3.40
[09/05/2021 12:30],113.0,2.50,2.50,2.50,100.0,3.40,3.40,3.40
[09/05/2021 13:00],113.0,2.50,2.50,2.50,100.0,3.40,3.40,3.40
[09/05/2021 13:30],113.0,2.50,2.50,2.50,100.0,3.40,3.40,3.40
[09/05/2021 14:00],113.0,2.50,2.50,2.50,100.0,3.40,3.40,3.40
[09/05/2021 14:30],113.0,2.50,2.50,2.50,100.0,3.40,3.40,3.40
[09/05/2021 15:00],92.0,2.33,2.33,2.33,100.0,3.40,3.40,3.40
[09/05/2021 15:30],92.0,2.33,2.33,2.33,100.0,3.40,3.40,3.40
[09/05/2021 16:00],92.0,2.33,2.33,2.33,100.0,3.40,3.40,3.40
[09/05/2021 16:30],92.0,2.33,2.33,2.33,100.0,3.40,3.40,3.40
[09/05/2021 17:00],92.0,2.33,2.33,2.33,100.0,3.40,3.40,3.40
[09/05/2021 17:30],92.0,2.33,2.33,2.33,100.0,3.40,3.40,3.40
[09/05/2021 18:00],92.0,2.33,2.33,2.33,100.0,3.40,3.40,3.40
[09/05/2021 18:30],92.0,2.33,2.33,2.33,100.0,3.40,3.40,3.40
[09/05/2021 19:00],93.0,2.17,2.17,2.17,100.0,3.40,3.40,3.40
[09/05/2021 19:30],93.0,2.17,2.17,2.17,100.0,3.40,3.40,3.40
[09/05/2021 20:00],93.0,2.17,2.17,2.17,99.0,3.40,3.40,3.40
[09/05/2021 20:30],93.0,2.17,2.17,2.17,99.0,3.40,3.40,3.40
[09/05/2021 21:00],93.0,2.17,2.17,2.17,99.0,3.40,3.40,3.40
[09/05/2021 21:30],93.0,2.17,2.17,2.17,99.0,3.40,3.40,3.40
[09/05/2021 22:00],93.0,2.17,2.17,2.17,99.0,3.40,3.40,3.40
[09/05/2021 22:30],93.0,2.17,2.17,2.17,99.0,3.40,3.40,3.40
[09/05/2021 23:00],16.0,2.12,2.12,2.12,99.0,3.40,3.40,3.40
[09/05/2021 23:30],16.0,2.12,2.12,2.12,99.0,3.40,3.40,3.40
[10/05/2021 00:00],0.0,,,,100.0,5.24,5.24,5.24
[10/05/2021 00:30],0.0,,,,100.0,5.24,5.24,5.24
[10/05/2021 01:00],0.0,,,,100.0,5.24,5.24,5.24
[10/05/2021 01:30],0.0,,,,100.0,5.24,5.24,5.24
[10/05/2021 02:00],0.0,,,,100.0,5.24,5.24,5.24
[10/05/2021 02:30],0.0,,,,100.0,5.24,5.24,5.24
[10/05/2021 03:00],0.0,,,,100.0,5.24,5.24,5.24
[10/05/2021 03:30],0.0,,,,100.0,5.24,5.24,5.24
[10/05/2021 04:00],0.0,,,,99.0,5.40,5.40,5.40
[10/05/2021 04:30],0.0,,,,99.0,5.40,5.40,5.40
[10/05/2021 05:00],0.0,,,,99.0,5.40,5.40,5.40
[10/05/2021 05:30],0.0,,,,99.0,5.40,5.40,5.40
[10/05/2021 06:00],0.0,,,,99.0,5.40,5.40,5.40
[10/05/2021 06:30],0.0,,,,99.0,5.40,5.40,5.40
[10/05/2021 07:00],112.0,2.54,2.54,2.54,99.0,5.40,5.40,5.40
[10/05/2021 07:30],112.0,2.54,2.54,2.54,99.0,5.40,5.40,5.40
[10/05/2021 08:00],112.0,2.54,2.54,2.54,78.0,3.40,3.40,3.40
[10/05/2021 08:30],112.0,2.54,2.54,2.54,78.0,3.40,3.40,3.40
[10/05/2021 09:00],112.0,2.54,2.54,2.54,78.0,3.40,3.40,3.40
[10/05/2021 09:30],112.0,2.54,2.54,2.54,78.0,3.40,3.40,3.40
[10/05/2021 10:00],112.0,2.54,2.54,2.54,78.0,3.40,3.40,3.40
[10/05/2021 10:30],112.0,2.54,2.54,2.54,78.0,3.40,3.40,3.40
[10/05/2021 11:00],113.0,2.54,2.54,2.54,78.0,3.40,3.40,3.40
[10/05/2021 11:30],113.0,2.54,2.54,2.54,78.0,3.40,3.40,3.40
[10/05/2021 12:00],113.0,2.54,2.54,2.54,92.0,3.40,3.40,3.40
[10/05/2021 12:30],113.0,2.54,2.54,2.54,92.0,3.40,3.40,3.40
[10/05/2021 13:00],113.0,2.54,2.54,2.54,92.0,3.40,3.40,3.40
[10/05/2021 13:30],113.0,2.54,2.54,2.54,92.0,3.40,3.40,3.40
[10/05/2021 14:00],113.0,2.54,2.54,2.54,92.0,3.40,3.40,3.40
[10/05/2021 14:30],113.0,2.54,2.54,2.54,92.0,3.40,3.40,3.40
[10/05/2021 15:00],76.0,2.49,2.49,2.49,92.0,3.40,3.40,3.40
[10/05/2021 15:30],76.0,2.49,2.49,2.49,92.0,3.40,3.40,3.40
[10/05/2021 16:00],76.0,2.49,2.49,2.49,99.0,3.37,3.37,3.37
[10/05/2021 16:30],76.0,2.49,2.49,2.49,99.0,3.37,3.37,3.37
[10/05/2021 17:00],76.0,2.49,2.49,2.49,99.0,3.37,3.37,3.37
[10/05/2021 17:30],76.0,2.49,2.49,2.49,99.0,3.37,3.37,3.37
[10/05/2021 18:00],76.0,2.49,2.49,2.49,99.0,3.37,3.37,3.37
[10/05/2021 18:30],76.0,2.49,2.49,2.49,99.0,3.37,3.37,3.37
[10/05/2021 19:00],83.0,2.06,2.06,2.06,99.0,3.37,3.37,3.37
[10/05/2021 19:30],83.0,2.06,2.06,2.06,99.0,3.37,3.37,3.37
[10/05/2021 20:00],83.0,2.06,2.06,2.06,100.0,3.30,3.30,3.30
[10/05/2021 20:30],83.0,2.06,2.06,2.06,100.0,3.30,3.30,3.30
[10/05/2021 21:00],83.0,2.06,2.06,2.06,100.0,3.30,3.30,3.30
[10/05/2021 21:30],83.0,2.06,2.06,2.06,100.0,3.30,3.30,3.30
[10/05/2021 22:00],83.0,2.06,2.06,2.06,100.0,3.30,3.30,3.30
[10/05/2021 22:30],83.0,2.06,2.06,2.06,100.0,3.30,3.30,3.30
[10/05/2021 23:00],0.0,,,,100.0,3.30,3.30,3.30
[10/05/2021 23:30],0.0,,,,100.0,3.30,3.30,3.30
[11/05/2021 00:00],0.0,,,,99.0,5.24,5.24,5.24
[11/05/2021 00:30],0.0,,,,99.0,5.24,5.24,5.24
[11/05/2021 01:00],0.0,,,,99.0,5.24,5.24,5.24
[11/05/2021 01:30],0.0,,,,99.0,5.24,5.24,5.24
[11/05/2021 02:00],0.0,,,,99.0,5.24,5.24,5.24
[11/05/2021 02:30],0.0,,,,99.0,5.24,5.24,5.24
[11/05/2021 03:00],0.0,,,,99.0,5.24,5.24,5.24
[11/05/2021 03:30],0.0,,,,99.0,5.24,5.24,5.24
[11/05/2021 04:00],0.0,,,,100.0,5.35,5.35,5.35
[11/05/2021 04:30],0.0,,,,100.0,5.35,5.35,5.35
[11/05/2021 05:00],0.0,,,,100.0,5.35,5.35,5.35
[11/05/2021 05:30],0.0,,,,100.0,5.35,5.35,5.35
[11/05/2021 06:00],0.0,,,,100.0,5.35,5.35,5.35
[11/05/2021 06:30],0.0,,,,100.0,5.35,5.35,5.35
[11/05/2021 07:00],112.0,2.54,2.54,2.54,100.0,5.35,5.35,5.35
[11/05/2021 07:30],112.0,2.54,2.54,2.54,100.0,5.35,5.35,5.35
[11/05/2021 08:00],112.0,2.54,2.54,2.54,90.0,3.40,3.40,3.40
[11/05/2021 08:30],112.0,2.54,2.54,2.54,90.0,3.40,3.40,3.40
[11/05/2021 09:00],112.0,2.54,2.54,2.54,90.0,3.40,3.40,3.40
[11/05/2021 09:30],112.0,2.54,2.54,2.54,90.0,3.40,3.40,3.40
[11/05/2021 10:00],112.0,2.54,2.54,2.54,90.0,3.40,3.40,3.40
[11/05/2021 10:30],112.0,2.54,2.54,2.54,90.0,3.40,3.40,3.40
[11/05/2021 11:00],113.0,2.54,2.54,2.54,90.0,3.40,3.40,3.40
[11/05/2021 11:30],113.0,2.54,2.54,2.54,90.0,3.40,3.40,3.40
[11/05/2021 12:00],113.0,2.54,2.54,2.54,93.0,3.40,3.40,3.40
[11/05/2021 12:30],113.0,2.54,2.54,2.54,93.0,3.40,3.40,3.40
[11/05/2021 13:00],113.0,2.54,2.54,2.54,93.0,3.40,3.40,3.40
[11/05/2021 13:30],113.0,2.54,2.54,2.54,93.0,3.40,3.40,3.40
[11/05/2021 14:00],113.0,2.54,2.54,2.54,93.0,3.40,3.40,3.40
[11/05/2021 14:30],113.0,2.54,2.54,2.54,93.0,3.40,3.40,3.40
[11/05/2021 15:00],76.0,2.49,2.49,2.49,93.0,3.40,3.40,3.40
[11/05/2021 15:30],76.0,2.49,2.49,2.49,93.0,3.40,3.40,3.40
[11/05/2021 16:00],76.0,2.49,2.49,2.49,100.0,3.33,3.33,3.33
[11/05/2021 16:30],76.0,2.49,2.49,2.49,100.0,3.33,3.33,3.33
[11/05/2021 17:00],76.0,2.49,2.49,2.49,100.0,3.33,3.33,3.33
[11/05/2021 17:30],76.0,2.49,2.49,2.49,100.0,3.33,3.33,3.33
[11/05/2021 18:00],76.0,2.49,2.49,2.49,100.0,3.33,3.33,3.33
[11/05/2021 18:30],76.0,2.49,2.49,2.49,100.0,3.33,3.33,3.33
[11/05/2021 19:00],83.0,2.06,2.06,2.06,100.0,3.33,3.33,3.33
[11/05/2021 19:30],83.0,2.06,2.06,2.06,100.0,3.33,3.33,3.33
[11/05/2021 20:00],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[11/05/2021 20:30],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[11/05/2021 21:00],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[11/05/2021 21:30],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[11/05/2021 22:00],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[11/05/2021 22:30],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[11/05/2021 23:00],0.0,,,,98.0,3.40,3.40,3.40
[11/05/2021 23:30],0.0,,,,98.0,3.40,3.40,3.40
[12/05/2021 00:00],0.0,,,,100.0,5.19,5.19,5.19
[12/05/2021 00:30],0.0,,,,100.0,5.19,5.19,5.19
[12/05/2021 01:00],0.0,,,,100.0,5.19,5.19,5.19
[12/05/2021 01:30],0.0,,,,100.0,5.19,5.19,5.19
[12/05/2021 02:00],0.0,,,,100.0,5.19,5.19,5.19
[12/05/2021 02:30],0.0,,,,100.0,5.19,5.19,5.19
[12/05/2021 03:00],0.0,,,,100.0,5.19,5.19,5.19
[12/05/2021 03:30],0.0,,,,100.0,5.19,5.19,5.19
[12/05/2021 04:00],0.0,,,,100.0,5.35,5.35,5.35
[12/05/2021 04:30],0.0,,,,100.0,5.35,5.35,5.35
[12/05/2021 05:00],0.0,,,,100.0,5.35,5.35,5.35
[12/05/2021 05:30],0.0,,,,100.0,5.35,5.35,5.35
[12/05/2021 06:00],0.0,,,,100.0,5.35,5.35,5.35
[12/05/2021 06:30],0.0,,,,100.0,5.35,5.35,5.35
[12/05/2021 07:00],112.0,2.54,2.54,2.54,100.0,5.35,5.35,5.35
[12/05/2021 07:30],112.0,2.54,2.54,2.54,100.0,5.35,5.35,5.35
[12/05/2021 08:00],112.0,2.54,2.54,2.54,89.0,3.40,3.40,3.40
[12/05/2021 08:30],112.0,2.54,2.54,2.54,89.0,3.40,3.40,3.40
[12/05/2021 09:00],112.0,2.54,2.54,2.54,89.0,3.40,3.40,3.40
[12/05/2021 09:30],112.0,2.54,2.54,2.54,89.0,3.40,3.40,3.40
[12/05/2021 10:00],112.0,2.54,2.54,2.54,89.0,3.40,3.40,3.40
[12/05/2021 10:30],112.0,2.54,2.54,2.54,89.0,3.40,3.40,3.40
[12/05/2021 11:00],113.0,2.54,2.54,2.54,89.0,3.40,3.40,3.40
[12/05/2021 11:30],113.0,2.54,2.54,2.54,89.0,3.40,3.40,3.40
[12/05/2021 12:00],113.0,2.54,2.54,2.54,100.0,3.40,3.40,3.40
[12/05/2021 12:30],113.0,2.54,2.54,2.54,100.0,3.40,3.40,3.40
[12/05/2021 13:00],113.0,2.54,2.54,2.54,100.0,3.40,3.40,3.40
[12/05/2021 13:30],113.0,2.54,2.54,2.54,100.0,3.40,3.40,3.40
[12/05/2021 14:00],113.0,2.54,2.54,2.54,100.0,3.40,3.40,3.40
[12/05/2021 14:30],113.0,2.54,2.54,2.54,100.0,3.40,3.40,3.40
[12/05/2021 15:00],76.0,2.49,2.49,2.49,100.0,3.40,3.40,3.40
[12/05/2021 15:30],76.0,2.49,2.49,2.49,100.0,3.40,3.40,3.40
[12/05/2021 16:00],76.0,2.49,2.49,2.49,100.0,3.37,3.37,3.37
[12/05/2021 16:30],76.0,2.49,2.49,2.49,100.0,3.37,3.37,3.37
[12/05/2021 17:00],76.0,2.49,2.49,2.49,100.0,3.37,3.37,3.37
[12/05/2021 17:30],76.0,2.49,2.49,2.49,100.0,3.37,3.37,3.37
[12/05/2021 18:00],76.0,2.49,2.49,2.49,100.0,3.37,3.37,3.37
[12/05/2021 18:30],76.0,2.49,2.49,2.49,100.0,3.37,3.37,3.37
[12/05/2021 19:00],83.0,2.06,2.06,2.06,100.0,3.37,3.37,3.37
[12/05/2021 19:30],83.0,2.06,2.06,2.06,100.0,3.37,3.37,3.37
[12/05/2021 20:00],83.0,2.06,2.06,2.06,100.0,3.30,3.30,3.30
[12/05/2021 20:30],83.0,2.06,2.06,2.06,100.0,3.30,3.30,3.30
[12/05/2021 21:00],83.0,2.06,2.06,2.06,100.0,3.30,3.30,3.30
[12/05/2021 21:30],83.0,2.06,2.06,2.06,100.0,3.30,3.30,3.30
[12/05/2021 22:00],83.0,2.06,2.06,2.06,100.0,3.30,3.30,3.30
[12/05/2021 22:30],83.0,2.06,2.06,2.06,100.0,3.30,3.30,3.30
