Date (WET),Capacity,Capacity Inferred (EnAppSys),Sheffield Solar Outturn (Max),Sheffield Solar Outturn,National Grid Forecast (Max),Sheffield Solar Upper Bound,Sheffield Solar Lower Bound,National Grid Forecast,Solar Forecast (EnAppSys),Solar D-1 Forecast (EnAppSys),Solar P10 Forecast (EnAppSys),Solar P90 Forecast (EnAppSys)
,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW
[03/02/2021 16:30],13080.0,11610.9,62.6,62.6,560.0,64.7,60.6,560.0,,,,
[03/02/2021 17:00],13080.0,11610.9,0.9,0.9,341.0,1.0,0.8,341.0,,,,
[03/02/2021 17:30],13080.0,11610.9,0.0,0.0,57.0,0.0,0.0,57.0,,,,
[03/02/2021 18:00],13080.0,11610.9,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[03/02/2021 18:30],13080.0,11610.9,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[03/02/2021 19:00],13080.0,11610.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[03/02/2021 19:30],13080.0,11610.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[03/02/2021 20:00],13080.0,11610.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[03/02/2021 20:30],13080.0,11610.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[03/02/2021 21:00],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[03/02/2021 21:30],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[03/02/2021 22:00],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[03/02/2021 22:30],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[03/02/2021 23:00],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[03/02/2021 23:30],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 00:00],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 00:30],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 01:00],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 01:30],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 02:00],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 02:30],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 03:00],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 03:30],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 04:00],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 04:30],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 05:00],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 05:30],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 06:00],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 06:30],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 07:00],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 07:30],13080.0,11609.7,22.2,22.2,0.0,23.2,21.2,0.0,,,,
[04/02/2021 08:00],13080.0,11609.7,248.0,248.0,90.0,256.0,240.0,90.0,,,,
[04/02/2021 08:30],13080.0,11609.7,661.0,661.0,337.0,678.0,644.0,337.0,,,,
[04/02/2021 09:00],13080.0,11609.7,1110.0,1110.0,675.0,1140.0,1080.0,675.0,,,,
[04/02/2021 09:30],13080.0,11609.7,1290.0,1290.0,990.0,1320.0,1260.0,990.0,,,,
[04/02/2021 10:00],13080.0,11609.7,1270.0,1270.0,1252.0,1290.0,1250.0,1252.0,,,,
[04/02/2021 10:30],13080.0,11609.7,1230.0,1230.0,1372.0,1250.0,1210.0,1372.0,,,,
[04/02/2021 11:00],13080.0,11609.7,1160.0,1160.0,1453.0,1180.0,1140.0,1453.0,,,,
[04/02/2021 11:30],13080.0,11609.7,1280.0,1280.0,1509.0,1300.0,1260.0,1509.0,,,,
[04/02/2021 12:00],13080.0,11609.7,1430.0,1430.0,1570.0,1450.0,1400.0,1570.0,,,,
[04/02/2021 12:30],13080.0,11609.7,1260.0,1260.0,1544.0,1280.0,1240.0,1544.0,,,,
[04/02/2021 13:00],13080.0,11609.7,1230.0,1230.0,1429.0,1250.0,1210.0,1429.0,,,,
[04/02/2021 13:30],13080.0,11609.7,1330.0,1330.0,1279.0,1360.0,1300.0,1279.0,,,,
[04/02/2021 14:00],13080.0,11609.7,1130.0,1130.0,1085.0,1150.0,1100.0,1085.0,,,,
[04/02/2021 14:30],13080.0,11609.7,811.0,811.0,902.0,832.0,789.0,902.0,,,,
[04/02/2021 15:00],13080.0,11609.7,563.0,563.0,665.0,576.0,550.0,665.0,,,,
[04/02/2021 15:30],13080.0,11609.7,311.0,311.0,482.0,320.0,303.0,482.0,,,,
[04/02/2021 16:00],13080.0,11609.7,98.2,98.2,287.0,101.0,95.7,287.0,,,,
[04/02/2021 16:30],13080.0,11609.7,14.8,14.8,228.0,15.8,13.8,228.0,,,,
[04/02/2021 17:00],13080.0,11609.7,1.1,1.1,118.0,1.3,1.0,118.0,,,,
[04/02/2021 17:30],13080.0,11609.7,0.0,0.0,59.0,0.0,0.0,59.0,,,,
[04/02/2021 18:00],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 18:30],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 19:00],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 19:30],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 20:00],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 20:30],13080.0,11609.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 21:00],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 21:30],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 22:00],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 22:30],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 23:00],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[04/02/2021 23:30],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 00:00],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 00:30],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 01:00],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 01:30],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 02:00],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 02:30],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 03:00],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 03:30],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 04:00],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 04:30],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 05:00],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 05:30],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 06:00],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 06:30],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 07:00],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 07:30],13080.0,11608.7,11.2,11.2,0.0,11.7,10.7,0.0,,,,
[05/02/2021 08:00],13080.0,11608.7,232.0,232.0,94.0,238.0,227.0,94.0,,,,
[05/02/2021 08:30],13080.0,11608.7,742.0,742.0,363.0,757.0,727.0,363.0,,,,
[05/02/2021 09:00],13080.0,11608.7,1350.0,1350.0,818.0,1370.0,1320.0,818.0,,,,
[05/02/2021 09:30],13080.0,11608.7,1990.0,1990.0,1387.0,2020.0,1950.0,1387.0,,,,
[05/02/2021 10:00],13080.0,11608.7,2690.0,2690.0,1971.0,2730.0,2650.0,1971.0,,,,
[05/02/2021 10:30],13080.0,11608.7,3000.0,3000.0,2385.0,3050.0,2960.0,2385.0,,,,
[05/02/2021 11:00],13080.0,11608.7,3070.0,3070.0,2729.0,3110.0,3030.0,2729.0,,,,
[05/02/2021 11:30],13080.0,11608.7,2930.0,2930.0,2893.0,2970.0,2890.0,2893.0,,,,
[05/02/2021 12:00],13080.0,11608.7,3030.0,3030.0,2975.0,3070.0,2990.0,2975.0,,,,
[05/02/2021 12:30],13080.0,11608.7,3290.0,3290.0,2832.0,3330.0,3250.0,2832.0,,,,
[05/02/2021 13:00],13080.0,11608.7,3290.0,3290.0,2698.0,3330.0,3250.0,2698.0,,,,
[05/02/2021 13:30],13080.0,11608.7,2960.0,2960.0,2296.0,3000.0,2920.0,2296.0,,,,
[05/02/2021 14:00],13080.0,11608.7,2080.0,2080.0,1961.0,2110.0,2040.0,1961.0,,,,
[05/02/2021 14:30],13080.0,11608.7,1540.0,1540.0,1494.0,1560.0,1510.0,1494.0,,,,
[05/02/2021 15:00],13080.0,11608.7,1210.0,1210.0,1122.0,1240.0,1190.0,1122.0,,,,
[05/02/2021 15:30],13080.0,11608.7,679.0,679.0,864.0,694.0,663.0,864.0,,,,
[05/02/2021 16:00],13080.0,11608.7,220.0,220.0,572.0,225.0,214.0,572.0,,,,
[05/02/2021 16:30],13080.0,11608.7,29.9,29.9,486.0,31.0,28.7,486.0,,,,
[05/02/2021 17:00],13080.0,11608.7,0.3,0.3,242.0,0.4,0.3,242.0,,,,
[05/02/2021 17:30],13080.0,11608.7,0.0,0.0,108.0,0.0,0.0,108.0,,,,
[05/02/2021 18:00],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 18:30],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 19:00],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 19:30],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 20:00],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 20:30],13080.0,11608.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 21:00],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 21:30],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 22:00],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 22:30],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 23:00],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[05/02/2021 23:30],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 00:00],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 00:30],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 01:00],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 01:30],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 02:00],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 02:30],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 03:00],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 03:30],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 04:00],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 04:30],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 05:00],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 05:30],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 06:00],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 06:30],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 07:00],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 07:30],13080.0,11607.8,9.8,9.8,0.0,10.2,9.3,0.0,,,,
[06/02/2021 08:00],13080.0,11607.8,168.0,168.0,50.0,173.0,163.0,50.0,,,,
[06/02/2021 08:30],13080.0,11607.8,473.0,473.0,268.0,484.0,463.0,268.0,,,,
[06/02/2021 09:00],13080.0,11607.8,817.0,817.0,601.0,833.0,801.0,601.0,,,,
[06/02/2021 09:30],13080.0,11607.8,1360.0,1360.0,1015.0,1390.0,1330.0,1015.0,,,,
[06/02/2021 10:00],13080.0,11607.8,1460.0,1460.0,1418.0,1480.0,1430.0,1418.0,,,,
[06/02/2021 10:30],13080.0,11607.8,1650.0,1650.0,1659.0,1680.0,1620.0,1659.0,,,,
[06/02/2021 11:00],13080.0,11607.8,1870.0,1870.0,1852.0,1910.0,1830.0,1852.0,,,,
[06/02/2021 11:30],13080.0,11607.8,2170.0,2170.0,1964.0,2220.0,2130.0,1964.0,,,,
[06/02/2021 12:00],13080.0,11607.8,2800.0,2800.0,2056.0,2840.0,2750.0,2056.0,,,,
[06/02/2021 12:30],13080.0,11607.8,2780.0,2780.0,2093.0,2820.0,2740.0,2093.0,,,,
[06/02/2021 13:00],13080.0,11607.8,2300.0,2300.0,1932.0,2340.0,2260.0,1932.0,,,,
[06/02/2021 13:30],13080.0,11607.8,2150.0,2150.0,1824.0,2190.0,2120.0,1824.0,,,,
[06/02/2021 14:00],13080.0,11607.8,1990.0,1990.0,1550.0,2030.0,1960.0,1550.0,,,,
[06/02/2021 14:30],13080.0,11607.8,1240.0,1240.0,1539.0,1260.0,1210.0,1539.0,,,,
[06/02/2021 15:00],13080.0,11607.8,715.0,715.0,1184.0,732.0,698.0,1184.0,,,,
[06/02/2021 15:30],13080.0,11607.8,418.0,418.0,973.0,428.0,408.0,973.0,,,,
[06/02/2021 16:00],13080.0,11607.8,200.0,200.0,665.0,206.0,195.0,665.0,,,,
[06/02/2021 16:30],13080.0,11607.8,38.5,38.5,346.0,40.1,36.9,346.0,,,,
[06/02/2021 17:00],13080.0,11607.8,0.5,0.5,150.0,0.6,0.4,150.0,,,,
[06/02/2021 17:30],13080.0,11607.8,0.0,0.0,158.0,0.0,0.0,158.0,,,,
[06/02/2021 18:00],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 18:30],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 19:00],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 19:30],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 20:00],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 20:30],13080.0,11607.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 21:00],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 21:30],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 22:00],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 22:30],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 23:00],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[06/02/2021 23:30],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 00:00],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 00:30],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 01:00],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 01:30],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 02:00],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 02:30],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 03:00],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 03:30],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 04:00],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 04:30],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 05:00],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 05:30],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 06:00],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 06:30],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 07:00],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 07:30],13080.0,11606.9,2.5,2.5,0.0,2.6,2.3,0.0,,,,
[07/02/2021 08:00],13080.0,11606.9,59.4,59.4,71.0,60.9,57.8,71.0,,,,
[07/02/2021 08:30],13080.0,11606.9,201.0,201.0,279.0,205.0,198.0,279.0,,,,
[07/02/2021 09:00],13080.0,11606.9,422.0,422.0,620.0,428.0,415.0,620.0,,,,
[07/02/2021 09:30],13080.0,11606.9,633.0,633.0,1041.0,644.0,622.0,1041.0,,,,
[07/02/2021 10:00],13080.0,11606.9,998.0,998.0,1481.0,1010.0,984.0,1481.0,,,,
[07/02/2021 10:30],13080.0,11606.9,1380.0,1380.0,1872.0,1410.0,1360.0,1872.0,,,,
[07/02/2021 11:00],13080.0,11606.9,1500.0,1500.0,2162.0,1530.0,1480.0,2162.0,,,,
[07/02/2021 11:30],13080.0,11606.9,1860.0,1860.0,2227.0,1890.0,1830.0,2227.0,,,,
[07/02/2021 12:00],13080.0,11606.9,1810.0,1810.0,2360.0,1840.0,1780.0,2360.0,,,,
[07/02/2021 12:30],13080.0,11606.9,1690.0,1690.0,2455.0,1720.0,1660.0,2455.0,,,,
[07/02/2021 13:00],13080.0,11606.9,1540.0,1540.0,2480.0,1570.0,1520.0,2480.0,,,,
[07/02/2021 13:30],13080.0,11606.9,1340.0,1340.0,2534.0,1360.0,1310.0,2534.0,,,,
[07/02/2021 14:00],13080.0,11606.9,1010.0,1010.0,2354.0,1030.0,989.0,2354.0,,,,
[07/02/2021 14:30],13080.0,11606.9,758.0,758.0,1996.0,773.0,744.0,1996.0,,,,
[07/02/2021 15:00],13080.0,11606.9,481.0,481.0,1512.0,489.0,472.0,1512.0,,,,
[07/02/2021 15:30],13080.0,11606.9,313.0,313.0,951.0,319.0,308.0,951.0,,,,
[07/02/2021 16:00],13080.0,11606.9,128.0,128.0,559.0,130.0,125.0,559.0,,,,
[07/02/2021 16:30],13080.0,11606.9,18.0,18.0,257.0,18.7,17.2,257.0,,,,
[07/02/2021 17:00],13080.0,11606.9,0.1,0.1,68.0,0.1,0.0,68.0,,,,
[07/02/2021 17:30],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 18:00],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 18:30],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 19:00],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 19:30],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 20:00],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 20:30],13080.0,11606.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 21:00],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 21:30],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 22:00],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 22:30],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 23:00],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[07/02/2021 23:30],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 00:00],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 00:30],13080.0,11606.0,0.0,0.0,0.0,0.2,0.0,0.0,,,,
[08/02/2021 01:00],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 01:30],13080.0,11606.0,0.0,0.0,0.0,0.3,0.0,0.0,,,,
[08/02/2021 02:00],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 02:30],13080.0,11606.0,0.0,0.0,0.0,0.3,0.0,0.0,,,,
[08/02/2021 03:00],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 03:30],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 04:00],13080.0,11606.0,0.0,0.0,0.0,0.3,0.0,0.0,,,,
[08/02/2021 04:30],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 05:00],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 05:30],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 06:00],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 06:30],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 07:00],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 07:30],13080.0,11606.0,7.1,7.1,0.0,7.5,6.7,0.0,,,,
[08/02/2021 08:00],13080.0,11606.0,132.0,132.0,46.0,136.0,128.0,46.0,,,,
[08/02/2021 08:30],13080.0,11606.0,430.0,430.0,232.0,440.0,420.0,232.0,,,,
[08/02/2021 09:00],13080.0,11606.0,844.0,844.0,513.0,861.0,826.0,513.0,,,,
[08/02/2021 09:30],13080.0,11606.0,1360.0,1360.0,868.0,1390.0,1330.0,868.0,,,,
[08/02/2021 10:00],13080.0,11606.0,1600.0,1600.0,1194.0,1630.0,1570.0,1194.0,,,,
[08/02/2021 10:30],13080.0,11606.0,1960.0,1960.0,1290.0,1990.0,1920.0,1290.0,,,,
[08/02/2021 11:00],13080.0,11606.0,2170.0,2170.0,1474.0,2200.0,2140.0,1474.0,,,,
[08/02/2021 11:30],13080.0,11606.0,2120.0,2120.0,1683.0,2150.0,2090.0,1683.0,,,,
[08/02/2021 12:00],13080.0,11606.0,2010.0,2010.0,1860.0,2040.0,1980.0,1860.0,,,,
[08/02/2021 12:30],13080.0,11606.0,1890.0,1890.0,1932.0,1920.0,1860.0,1932.0,,,,
[08/02/2021 13:00],13080.0,11606.0,1910.0,1910.0,1931.0,1940.0,1880.0,1931.0,,,,
[08/02/2021 13:30],13080.0,11606.0,1890.0,1890.0,1923.0,1920.0,1860.0,1923.0,,,,
[08/02/2021 14:00],13080.0,11606.0,1640.0,1640.0,1793.0,1660.0,1610.0,1793.0,,,,
[08/02/2021 14:30],13080.0,11606.0,1360.0,1360.0,1505.0,1390.0,1340.0,1505.0,,,,
[08/02/2021 15:00],13080.0,11606.0,900.0,900.0,1289.0,917.0,884.0,1289.0,,,,
[08/02/2021 15:30],13080.0,11606.0,585.0,585.0,1001.0,597.0,573.0,1001.0,,,,
[08/02/2021 16:00],13080.0,11606.0,265.0,265.0,703.0,271.0,260.0,703.0,,,,
[08/02/2021 16:30],13080.0,11606.0,41.6,41.6,410.0,43.0,40.2,410.0,,,,
[08/02/2021 17:00],13080.0,11606.0,0.6,0.6,207.0,0.7,0.5,207.0,,,,
[08/02/2021 17:30],13080.0,11606.0,0.0,0.0,60.0,0.0,0.0,60.0,,,,
[08/02/2021 18:00],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 18:30],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 19:00],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 19:30],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 20:00],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 20:30],13080.0,11606.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 21:00],13080.0,11605.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 21:30],13080.0,11605.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 22:00],13080.0,11605.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 22:30],13080.0,11605.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 23:00],13080.0,11605.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[08/02/2021 23:30],13080.0,11605.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[09/02/2021 00:00],13080.0,11605.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[09/02/2021 00:30],13080.0,11605.0,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[09/02/2021 01:00],13080.0,11605.0,0.0,0.0,0.0,0.2,0.0,0.0,,,,
[09/02/2021 01:30],13080.0,11605.0,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[09/02/2021 02:00],13080.0,11605.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[09/02/2021 02:30],13080.0,11605.0,0.0,0.0,0.0,0.3,0.0,0.0,,,,
[09/02/2021 03:00],13080.0,11605.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,
[09/02/2021 03:30],13080.0,11605.0,0.0,0.0,0.0,0.2,0.0,0.0,,,,
[09/02/2021 04:00],13080.0,11605.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[09/02/2021 04:30],13080.0,11605.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[09/02/2021 05:00],13080.0,11605.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[09/02/2021 05:30],13080.0,11605.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[09/02/2021 06:00],13080.0,11605.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[09/02/2021 06:30],13080.0,11605.0,0.0,0.0,0.0,0.1,0.0,0.0,,,,
