Date (WET),Derated Margin,Derated Margin (HR M-2),Derated Margin (HR M-4),Derated Margin (HR M-8),Derated Margin (Noon 0),Derated Margin (Noon 1),System Sell Price (SSP),System Buy Price (SBP),STOR Window,LOLP (Noon 0),LOLP (Noon 1),LOLP (HR M-8),LOLP (HR M-4),LOLP (HR M-2),LOLP (Loss of Load Probability),NIV (Net Imbalance Volume),Non-BM STOR Generation
,MW,MW,MW,MW,MW,MW,GBP/MWh,GBP/MWh,,%,%,%,%,%,%,MW,MW
[20/01/2021 00:00],13269.60,13450.27,13593.19,13808.21,13745.80,12931.27,95.51,95.51,0.48,0.00,0.00,0.00,0.00,0.00,0.00,792.84,0.00
[21/01/2021 00:00],16707.94,16866.48,17319.39,17969.36,17914.03,17640.07,66.95,66.95,0.48,0.00,0.00,0.00,0.00,0.00,0.00,550.64,0.00
[22/01/2021 00:00],12638.13,12722.57,12829.13,13426.58,13542.01,13657.11,81.98,81.98,0.48,0.00,0.00,0.00,0.00,0.00,0.00,196.86,0.00
[23/01/2021 00:00],10609.97,10660.54,11096.09,11521.12,10481.93,8982.38,80.47,80.46,0.48,0.00,0.00,0.00,0.00,0.00,0.00,277.40,10.76
[24/01/2021 00:00],10664.52,10758.69,10979.67,11154.96,10391.19,7987.05,56.86,56.85,0.28,0.00,0.06,0.00,0.00,0.00,0.00,-131.36,0.00
[25/01/2021 00:00],13762.10,14131.54,14196.42,14293.59,13407.70,11388.71,61.06,61.05,0.46,0.00,0.00,0.00,0.00,0.00,0.00,200.70,0.00
[26/01/2021 00:00],11424.00,11856.35,12312.83,12489.27,11269.22,9772.36,81.29,81.29,0.46,0.00,0.01,0.00,0.00,0.00,0.00,327.80,0.00
[27/01/2021 00:00],11232.55,11453.70,11601.42,11750.60,11096.87,9816.77,73.92,73.92,0.46,0.00,0.01,0.00,0.00,0.00,0.00,163.58,0.00
[28/01/2021 00:00],16510.29,16771.00,17121.76,17330.64,17110.77,15118.24,67.84,67.83,0.46,0.00,0.00,0.00,0.00,0.00,0.00,255.06,0.00
[29/01/2021 00:00],15526.72,15742.36,15956.48,16398.84,16140.62,15459.00,59.84,59.83,0.46,0.00,0.00,0.00,0.00,0.00,0.00,28.02,0.00
[30/01/2021 00:00],15842.54,15863.10,15977.57,16352.08,15253.32,13378.80,40.61,40.61,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-398.94,0.00
[31/01/2021 00:00],12782.00,13004.32,13242.19,13381.76,12018.58,9601.50,41.35,41.35,0.26,0.00,0.00,0.00,0.00,0.00,0.00,-476.12,0.00
[01/02/2021 00:00],9332.01,9557.59,9765.52,9979.85,9040.96,7250.03,100.64,100.64,0.46,0.00,0.13,0.00,0.00,0.01,0.02,108.34,5.56
[02/02/2021 00:00],16077.41,16219.93,16593.44,17191.56,16717.31,17331.00,59.54,59.53,0.46,0.00,0.00,0.00,0.00,0.00,0.00,211.14,0.00
[03/02/2021 00:00],16491.19,16412.21,16307.75,16425.87,16769.34,17608.79,65.95,65.95,0.46,0.00,0.00,0.00,0.00,0.00,0.00,553.04,0.00
[04/02/2021 00:00],14886.00,15139.82,15461.13,15858.96,15441.23,15570.78,65.49,65.48,0.46,0.00,0.00,0.00,0.00,0.00,0.00,269.32,0.00
[05/02/2021 00:00],15334.09,15514.39,15628.89,15819.04,14854.74,13890.43,52.40,52.39,0.46,0.00,0.00,0.00,0.00,0.00,0.00,95.98,0.00
[06/02/2021 00:00],16303.88,16469.89,16757.72,17504.31,17782.98,17205.52,53.39,53.38,0.46,0.00,0.00,0.00,0.00,0.00,0.00,202.84,0.00
[07/02/2021 00:00],17789.20,17952.79,18219.69,18702.86,18113.39,15953.11,28.28,28.27,0.26,0.00,0.00,0.00,0.00,0.00,0.00,-569.82,0.00
[08/02/2021 00:00],14845.61,15498.95,16084.83,16703.16,15614.77,14201.38,64.63,64.62,0.46,0.00,0.00,0.00,0.00,0.00,0.00,247.80,0.00
[09/02/2021 00:00],12862.96,13271.04,13524.61,14314.88,13382.92,13278.09,50.43,50.43,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-249.60,0.00
[10/02/2021 00:00],10334.66,10948.05,11238.62,11679.64,11149.96,9250.35,81.41,81.41,0.46,0.00,0.10,0.00,0.00,0.00,0.00,-62.42,0.00
[11/02/2021 00:00],10850.19,10882.98,10985.26,11010.66,10674.37,10446.53,64.98,64.98,0.46,0.00,0.00,0.00,0.00,0.00,0.00,38.48,0.00
[12/02/2021 00:00],15323.15,15656.10,16067.06,16982.67,17800.10,18960.58,59.88,59.88,0.46,0.00,0.00,0.00,0.00,0.00,0.00,246.14,0.00
[13/02/2021 00:00],17416.21,17683.76,17995.12,18155.86,19867.91,19225.58,60.49,60.49,0.46,0.00,0.00,0.00,0.00,0.00,0.00,748.02,0.00
[14/02/2021 00:00],18479.06,18531.23,18497.30,18482.11,19724.60,17867.70,64.34,64.33,0.26,0.00,0.00,0.00,0.00,0.00,0.00,630.92,0.00
[15/02/2021 00:00],15000.83,15356.02,15848.50,16041.59,15409.81,14720.18,60.86,60.85,0.46,0.00,0.00,0.00,0.00,0.00,0.00,393.76,0.00
[16/02/2021 00:00],16374.59,16847.74,17200.72,17216.44,18737.30,17942.51,36.53,36.52,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-298.44,0.00
[17/02/2021 00:00],18047.95,18372.25,18644.56,18752.13,18856.94,18308.66,34.26,34.26,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-410.46,0.00
[18/02/2021 00:00],17634.37,18064.35,18261.91,18223.92,18472.18,18211.86,36.99,36.99,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-210.92,29.00
[19/02/2021 00:00],18310.90,18343.23,18498.18,18529.96,19634.46,19766.22,38.70,38.70,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-144.72,0.00
[20/02/2021 00:00],18277.64,18459.82,18713.06,19535.07,20266.36,21891.99,44.63,44.63,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-147.64,0.00
[21/02/2021 00:00],16152.20,16456.96,16766.14,17225.32,17407.82,15928.32,35.94,35.93,0.26,0.00,0.00,0.00,0.00,0.00,0.00,-406.84,0.00
[22/02/2021 00:00],11895.28,12149.66,12442.63,12338.92,11694.43,11118.66,51.20,51.20,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-8.58,0.00
[23/02/2021 00:00],20482.60,20917.90,21325.05,21526.53,21251.58,20579.38,37.13,37.12,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-165.84,0.00
[24/02/2021 00:00],17440.51,17610.95,17766.53,18009.28,19165.09,19427.15,33.78,33.77,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-163.62,0.00
[25/02/2021 00:00],14619.72,14838.11,15221.66,15610.95,15371.05,15044.52,40.02,40.01,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-252.14,0.00
[26/02/2021 00:00],12218.02,12395.67,12743.23,13519.83,13121.93,13064.66,42.68,42.67,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-153.52,0.00
[27/02/2021 00:00],12031.49,12055.40,12170.55,12274.31,11463.61,9523.12,55.94,55.94,0.46,0.00,0.01,0.00,0.00,0.00,0.00,-2.82,0.00
[28/02/2021 00:00],10282.54,10272.48,10445.93,10836.28,10192.26,8379.87,46.20,46.20,0.26,0.00,0.00,0.00,0.00,0.00,0.00,-385.44,0.00
[01/03/2021 00:00],9605.70,9754.41,9869.18,10098.14,8836.92,8242.34,61.97,61.97,0.46,0.00,0.01,0.00,0.00,0.00,0.00,108.04,22.72
[02/03/2021 00:00],8922.29,9017.52,9130.17,9277.34,8971.74,8193.70,75.15,75.14,0.46,0.00,0.01,0.00,0.00,0.00,0.00,145.26,0.00
[03/03/2021 00:00],7372.76,7641.72,7926.61,8079.21,7294.45,7193.14,121.55,121.55,0.46,0.00,0.01,0.00,0.00,0.00,0.00,314.02,0.00
[04/03/2021 00:00],10331.24,10078.26,9596.35,10273.92,9846.20,9334.38,66.09,66.09,0.46,0.00,0.00,0.00,0.00,0.00,0.00,101.86,0.00
[05/03/2021 00:00],9213.57,9497.47,9690.70,9418.75,9140.95,7540.09,51.11,51.11,0.46,0.00,0.06,0.00,0.00,0.00,0.00,-192.16,0.00
[06/03/2021 00:00],8247.74,8385.16,8563.75,8859.43,8374.54,7398.38,59.13,59.13,0.46,0.00,0.00,0.00,0.00,0.01,0.01,-185.38,0.00
[07/03/2021 00:00],9665.79,9786.45,10054.01,10375.60,9674.73,8292.29,79.99,79.99,0.26,0.00,0.00,0.00,0.00,0.00,0.01,-301.40,10.26
[08/03/2021 00:00],9381.12,9373.44,9430.43,9500.68,9513.24,7438.41,50.12,50.11,0.46,0.00,0.03,0.00,0.00,0.00,0.00,-516.78,0.00
[09/03/2021 00:00],12500.94,12799.83,13042.83,13511.01,13790.06,13909.60,52.92,52.92,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-49.00,0.00
[10/03/2021 00:00],15527.13,15587.43,15676.74,16138.35,17650.62,18976.66,58.30,58.30,0.46,0.00,0.00,0.00,0.00,0.00,0.00,263.26,0.00
[11/03/2021 00:00],18445.33,18493.67,18593.02,18964.99,19166.06,18785.33,34.65,34.64,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-112.16,0.00
[12/03/2021 00:00],16127.77,16162.46,16346.18,16801.48,16212.37,15777.23,53.00,53.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,174.82,0.00
[13/03/2021 00:00],16889.01,16939.20,17183.42,17376.06,16349.42,14251.68,70.56,70.56,0.46,0.00,0.00,0.00,0.00,0.00,0.00,787.70,0.00
[14/03/2021 00:00],18460.34,18647.02,18951.86,19428.92,19146.52,16388.92,29.52,29.51,0.26,0.00,0.00,0.00,0.00,0.00,0.00,-528.02,0.00
[15/03/2021 00:00],12414.79,12697.98,12921.73,13079.56,12625.88,10801.78,43.79,43.78,0.46,0.00,0.01,0.00,0.00,0.00,0.00,-447.68,0.00
[16/03/2021 00:00],15498.50,16237.84,16663.51,17130.88,15593.57,13840.58,41.40,41.39,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-254.88,0.00
[17/03/2021 00:00],12725.07,12674.08,12771.02,14261.33,14420.67,13383.97,59.69,59.69,0.46,0.00,0.00,0.00,0.00,0.00,0.00,147.26,0.00
[18/03/2021 00:00],11953.62,12426.61,12778.14,12929.18,13435.68,14302.61,51.85,51.84,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-113.94,0.00
[19/03/2021 00:00],11121.84,11192.68,11043.97,11140.18,11132.86,10564.84,53.31,53.31,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-350.92,0.00
[20/03/2021 00:00],12815.25,12857.64,13108.62,13714.80,13757.25,13237.42,53.06,53.06,0.46,0.00,0.00,0.00,0.00,0.00,0.00,78.98,0.00
[21/03/2021 00:00],13400.34,13491.42,13601.87,13563.29,12519.23,11083.40,56.87,56.87,0.26,0.00,0.00,0.00,0.00,0.00,0.00,-34.76,0.00
[22/03/2021 00:00],10624.70,11006.11,11291.06,11930.35,10798.55,10001.80,46.64,46.64,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-102.08,0.00
[23/03/2021 00:00],15408.94,15541.34,15750.07,15970.29,15380.02,16242.18,54.93,54.92,0.46,0.00,0.00,0.00,0.00,0.00,0.00,140.94,0.00
[24/03/2021 00:00],15452.21,15522.62,15638.99,15599.48,15150.77,15180.29,39.60,39.60,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-148.48,0.22
[25/03/2021 00:00],16623.94,16627.57,16971.13,17153.53,17202.39,18751.91,56.71,56.71,0.46,0.00,0.00,0.00,0.00,0.00,0.00,323.66,0.00
[26/03/2021 00:00],16397.03,16571.56,16566.48,16606.47,17506.37,17166.81,49.28,49.28,0.46,0.00,0.00,0.00,0.00,0.00,0.00,192.72,0.00
[27/03/2021 00:00],17228.35,17663.32,18231.13,18802.24,18883.79,17387.79,48.78,48.78,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-13.18,0.00
[28/03/2021 00:00],22777.46,22617.31,22383.10,22348.17,24969.97,22717.88,37.41,50.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,557.00,0.00
[29/03/2021 00:00],19567.43,19937.33,20131.12,20167.45,20170.76,18575.94,28.98,28.98,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-115.42,0.00
[30/03/2021 00:00],14884.49,14975.28,15184.96,15109.61,15132.27,14329.08,44.21,44.21,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-58.64,0.00
[31/03/2021 00:00],12747.62,12886.85,13109.68,13804.96,13030.01,16267.52,47.72,47.72,0.46,0.00,0.00,0.00,0.00,0.00,0.00,99.34,0.00
[01/04/2021 00:00],14668.41,14886.29,15212.69,15838.38,16120.33,13658.33,60.75,60.75,0.42,0.00,0.00,0.00,0.00,0.00,0.00,231.22,0.00
[02/04/2021 00:00],13112.80,13217.47,13323.99,13736.94,13602.55,13641.43,48.24,48.24,0.36,0.00,0.00,0.00,0.00,0.00,0.00,-43.48,0.00
[03/04/2021 00:00],12088.07,12163.43,12293.48,12966.26,12470.77,12511.36,39.80,39.80,0.42,0.00,0.00,0.00,0.00,0.00,0.00,-182.82,0.00
[04/04/2021 00:00],15365.90,15853.24,16803.94,18186.19,18310.83,20558.35,46.51,46.50,0.36,0.00,0.00,0.00,0.00,0.00,0.00,25.04,0.00
[05/04/2021 00:00],18539.45,18681.07,18814.83,19337.44,21223.34,21516.83,53.06,53.05,0.36,0.00,0.00,0.00,0.00,0.00,0.00,232.88,0.00
[06/04/2021 00:00],15124.98,15503.25,15488.46,15757.48,15677.51,15927.02,67.57,67.56,0.42,0.00,0.00,0.00,0.00,0.00,0.00,430.98,0.00
[07/04/2021 00:00],11893.23,12149.41,12512.68,12445.84,11524.10,10823.83,101.52,101.51,0.42,0.00,0.00,0.00,0.00,0.00,0.00,536.08,0.00
[08/04/2021 00:00],13912.17,14673.32,15030.48,15284.16,15343.93,16817.42,48.08,48.08,0.42,0.00,0.00,0.00,0.00,0.00,0.00,-127.12,0.00
[09/04/2021 00:00],10931.20,10951.18,11144.38,11550.40,12158.45,12832.79,65.75,65.75,0.42,0.00,0.00,0.00,0.00,0.00,0.00,207.56,0.00
[10/04/2021 00:00],9234.14,9288.47,9519.97,9966.57,9466.92,9266.37,72.19,72.18,0.42,0.00,0.00,0.00,0.00,0.00,0.00,291.34,0.00
[11/04/2021 00:00],10135.77,10124.43,10240.71,10438.04,9651.50,8048.35,58.63,58.62,0.36,0.00,0.00,0.00,0.00,0.00,0.00,126.36,0.00
[12/04/2021 00:00],6623.18,6922.91,6853.36,6793.87,6593.67,5809.01,293.44,293.43,0.42,0.00,0.01,0.00,0.00,0.00,0.00,306.50,0.00
[13/04/2021 00:00],6840.88,6838.70,6840.92,6922.89,7420.20,7097.84,88.74,88.73,0.42,0.00,0.00,0.00,0.00,0.00,0.00,331.96,0.00
[14/04/2021 00:00],7935.65,8074.07,8105.24,8060.67,8836.52,8972.52,72.56,72.55,0.42,0.00,0.00,0.00,0.00,0.00,0.00,30.04,0.00
[15/04/2021 00:00],8953.51,9069.06,9104.90,9288.89,10243.36,10539.85,67.50,67.50,0.42,0.00,0.00,0.00,0.00,0.00,0.00,105.68,0.00
[16/04/2021 00:00],8918.82,9062.95,9168.44,9049.73,9490.89,10459.25,78.18,78.18,0.42,0.00,0.00,0.00,0.00,0.00,0.00,289.66,0.00
[17/04/2021 00:00],10663.75,10734.41,10970.54,11175.14,11251.03,11403.32,68.40,68.39,0.42,0.00,0.00,0.00,0.00,0.00,0.00,,0.00
[18/04/2021 00:00],10546.60,10677.70,10776.80,11181.61,10685.20,10463.23,48.29,48.28,0.36,0.00,0.00,0.00,0.00,0.00,0.00,-358.26,0.00
[19/04/2021 00:00],8846.87,9333.39,9595.83,9589.74,10441.63,10184.53,51.67,51.66,0.42,0.00,0.00,0.00,0.00,0.00,0.00,-220.74,0.00
[20/04/2021 00:00],8285.59,8519.48,8702.05,8971.45,10362.11,10939.14,54.66,54.65,0.42,0.00,0.00,0.00,0.00,0.00,0.00,-88.82,0.00
[21/04/2021 00:00],11314.16,11280.92,11172.18,11054.31,12494.33,13449.45,67.46,67.45,0.42,0.00,0.00,0.00,0.00,0.00,0.00,108.04,0.00
[22/04/2021 00:00],10315.65,10754.81,10937.63,11116.79,10855.87,10653.21,65.35,65.35,0.42,0.00,0.00,0.00,0.00,0.00,0.00,55.76,15.18
[23/04/2021 00:00],10146.86,10180.06,10263.25,10544.51,10286.28,9972.70,64.32,64.32,0.42,0.00,0.00,0.00,0.00,0.00,0.00,101.60,0.00
[24/04/2021 00:00],12182.21,12092.18,11922.48,12193.89,11920.96,11794.20,58.32,58.31,0.42,0.00,0.00,0.00,0.00,0.00,0.00,-28.50,0.00
[25/04/2021 00:00],11711.62,11689.89,11748.00,11975.64,11870.00,11248.09,46.92,46.92,0.36,0.00,0.00,0.00,0.00,0.00,0.00,-196.60,0.00
[26/04/2021 00:00],9271.48,9372.79,9370.37,9397.42,9690.87,9595.43,51.89,51.89,0.42,0.00,0.00,0.00,0.00,0.00,0.00,-58.04,0.00
[27/04/2021 00:00],10224.69,10744.40,11132.83,11531.91,11725.52,12302.09,69.98,69.98,0.42,0.00,0.00,0.00,0.00,0.00,0.00,267.02,0.00
[28/04/2021 00:00],11246.53,11546.22,11798.26,12277.18,12561.05,14135.27,74.46,74.46,0.42,0.00,0.00,0.00,0.00,0.00,0.00,232.68,0.00
[29/04/2021 00:00],10032.21,10167.65,10394.75,10929.99,11432.56,12117.84,85.89,85.88,0.42,0.00,0.00,0.00,0.00,0.00,0.00,538.42,15.60
[30/04/2021 00:00],7505.69,7723.16,7871.97,8099.20,8426.80,8215.38,82.16,82.16,0.42,0.00,0.00,0.00,0.00,0.00,0.00,121.68,0.00
[01/05/2021 00:00],8750.86,8729.63,8812.09,9240.33,8823.96,7637.90,74.95,74.95,0.42,0.00,0.00,0.00,0.00,0.00,0.00,202.62,0.00
[02/05/2021 00:00],8728.06,8807.93,8896.18,9184.95,9993.65,8807.69,84.56,84.55,0.36,0.00,0.00,0.00,0.00,0.00,0.00,644.10,0.00
[03/05/2021 00:00],15094.60,15488.91,15755.29,16055.85,16133.95,16029.06,69.52,69.49,0.32,0.00,0.00,0.00,0.00,0.00,0.00,566.78,0.00
[04/05/2021 00:00],17928.04,18058.61,18245.24,18828.88,19641.65,18793.67,54.78,54.77,0.57,0.00,0.00,0.00,0.00,0.00,0.00,48.26,9.26
[05/05/2021 00:00],10859.23,11031.87,11180.07,11577.00,12654.93,13032.49,83.04,83.04,0.57,0.00,0.00,0.00,0.00,0.00,0.00,306.92,0.00
[06/05/2021 00:00],8256.98,8362.86,8460.54,8826.03,9654.19,10112.00,79.40,79.40,0.57,0.00,0.00,0.00,0.00,0.00,0.00,101.20,6.72
[07/05/2021 00:00],9963.63,9824.47,9866.93,10098.29,10732.54,9548.14,76.60,76.60,0.57,0.00,0.00,0.00,0.00,0.00,0.00,190.42,0.00
[08/05/2021 00:00],14479.75,14663.87,15019.34,15616.18,15035.05,15543.42,85.60,85.59,0.57,0.00,0.00,0.00,0.00,0.00,0.00,1442.54,0.00
[09/05/2021 00:00],12843.75,13112.86,13411.10,14185.67,13958.92,13968.19,65.77,65.76,0.32,0.00,0.00,0.00,0.00,0.00,0.00,206.40,0.00
[10/05/2021 00:00],12948.43,13217.64,13645.66,14108.82,13542.69,14147.94,61.88,61.88,0.57,0.00,0.00,0.00,0.00,0.00,0.00,-412.56,0.00
[11/05/2021 00:00],11360.88,11583.53,11965.83,12337.64,8802.92,18033.86,54.07,54.07,0.57,0.00,0.00,0.00,0.00,0.00,0.00,-166.36,0.00
[12/05/2021 00:00],8258.31,8351.73,8545.47,9133.36,8907.01,6102.66,69.70,69.69,0.57,0.00,0.00,0.00,0.00,0.00,0.00,114.76,0.00
[13/05/2021 00:00],8154.92,8203.55,8171.18,8281.20,7478.00,6868.23,83.08,83.08,0.57,0.00,0.00,0.00,0.00,0.00,0.00,162.28,0.00
[14/05/2021 00:00],7809.11,7887.92,8036.92,8231.58,7990.99,8083.45,107.52,107.51,0.57,0.00,0.00,0.00,0.00,0.00,0.00,446.20,43.26
[15/05/2021 00:00],7715.70,7383.51,6911.43,8127.02,9295.48,8628.18,98.63,98.62,0.57,0.00,0.00,0.00,0.00,0.00,0.00,910.70,0.00
[16/05/2021 00:00],9969.66,10082.72,10127.35,10317.36,10092.88,8892.02,89.20,89.19,0.32,0.00,0.00,0.00,0.00,0.00,0.00,219.94,0.00
[17/05/2021 00:00],7660.05,7818.02,8052.82,8707.76,7902.63,8143.01,96.73,96.73,0.57,0.00,0.00,0.00,0.00,0.00,0.00,340.48,0.00
[18/05/2021 00:00],7876.44,8007.36,8193.73,8441.86,8022.95,7805.69,69.74,69.74,0.57,0.00,0.00,0.00,0.00,0.00,0.00,-23.30,10.72
[19/05/2021 00:00],8646.16,8772.35,9026.53,9269.29,8715.10,8390.58,78.93,78.93,0.57,0.00,0.00,0.00,0.00,0.00,0.00,25.94,0.00
[20/05/2021 00:00],13876.91,14028.93,14226.06,14619.11,14015.01,14814.60,71.18,71.18,0.57,0.00,0.00,0.00,0.00,0.00,0.00,305.40,0.00
[21/05/2021 00:00],14470.20,14870.03,15654.97,16727.49,17613.97,19166.36,65.74,65.73,0.57,0.00,0.00,0.00,0.00,0.00,0.00,280.62,0.00
[22/05/2021 00:00],11796.68,12028.04,12570.57,13962.86,14210.64,15009.41,86.59,86.58,0.57,0.00,0.00,0.00,0.00,0.00,0.00,515.12,0.00
[23/05/2021 00:00],14377.37,14538.42,14844.64,15513.47,15097.53,15162.23,58.93,58.93,0.32,0.00,0.00,0.00,0.00,0.00,0.00,384.88,0.00
[24/05/2021 00:00],11559.33,11667.28,11892.69,12388.08,12335.32,11861.50,68.74,68.74,0.57,0.00,0.00,0.00,0.00,0.00,0.00,251.84,0.00
[25/05/2021 00:00],11224.63,11402.31,11814.28,12473.85,11846.32,11695.51,93.77,93.77,0.57,0.00,0.00,0.00,0.00,0.00,0.00,741.40,13.18
[26/05/2021 00:00],8463.13,8580.93,8755.01,9067.92,9118.17,8968.44,86.33,86.33,0.57,0.00,0.00,0.00,0.00,0.00,0.00,298.70,0.00
[27/05/2021 00:00],8954.81,9087.14,9147.60,9555.64,8581.65,8007.78,58.83,58.82,0.57,0.00,0.00,0.00,0.00,0.00,0.00,-183.14,0.00
[28/05/2021 00:00],7540.74,7625.98,7661.20,7781.35,7104.89,7169.98,71.57,71.56,0.57,0.00,0.00,0.00,0.00,0.00,0.00,-78.78,6.64
[29/05/2021 00:00],8749.73,8634.63,8625.84,8765.85,8933.15,8847.13,64.85,64.85,0.57,0.00,0.00,0.00,0.00,0.00,0.00,-35.56,0.00
[30/05/2021 00:00],12304.91,12426.64,12624.00,12857.11,12093.33,10980.32,61.03,61.02,0.32,0.00,0.00,0.00,0.00,0.00,0.00,207.92,0.00
[31/05/2021 00:00],13174.85,13436.71,13796.74,14329.02,14068.86,13125.78,67.58,67.57,0.32,0.00,0.00,0.00,0.00,0.00,0.00,-20.98,0.00
[01/06/2021 00:00],12943.42,13058.65,13241.57,13579.15,13820.23,14812.68,65.76,65.75,0.57,0.00,0.00,0.00,0.00,0.00,0.00,-53.88,0.00
[02/06/2021 00:00],13301.78,13406.80,13625.47,14155.21,15089.68,15933.13,82.83,82.82,0.57,0.00,0.00,0.00,0.00,0.00,0.00,334.78,0.00
[03/06/2021 00:00],11399.54,11499.01,11745.24,11956.74,11342.44,10784.87,54.29,54.28,0.57,0.00,0.00,0.00,0.00,0.00,0.00,-269.80,0.00
[04/06/2021 00:00],10179.21,10247.45,10385.90,10467.85,9793.72,8821.81,66.39,66.38,0.57,0.00,0.00,0.00,0.00,0.00,0.00,-8.66,0.00
[05/06/2021 00:00],10240.84,10343.06,10582.66,11039.17,11158.59,10513.47,54.53,54.52,0.57,0.00,0.00,0.00,0.00,0.00,0.00,-64.32,0.00
[06/06/2021 00:00],8886.46,8899.94,8990.28,9554.92,9857.07,8571.88,46.03,46.03,0.32,0.00,0.00,0.00,0.00,0.00,0.00,-276.04,0.00
[07/06/2021 00:00],9660.90,9620.62,9510.75,9553.07,9823.52,9018.74,46.85,46.85,0.57,0.00,0.00,0.00,0.00,0.00,0.00,-260.32,0.00
[08/06/2021 00:00],10081.17,10016.61,10051.12,10491.75,10038.10,9376.59,75.49,75.48,0.57,0.00,0.00,0.00,0.00,0.00,0.00,162.08,0.00
[09/06/2021 00:00],12185.67,12363.11,12624.31,13161.02,12209.92,11689.19,75.48,75.47,0.56,0.00,0.00,0.00,0.00,0.00,0.00,242.22,0.00
[10/06/2021 00:00],11728.35,11909.76,12261.86,12649.03,13013.96,13956.30,76.70,78.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,167.50,0.00
[11/06/2021 00:00],12736.00,12935.22,13292.81,13808.39,14866.72,15846.41,78.38,78.37,0.56,0.00,0.00,0.00,0.00,0.00,0.00,199.94,0.00
[12/06/2021 00:00],11422.41,11609.58,12006.07,12732.86,13167.41,13457.49,85.13,85.12,0.56,0.00,0.00,0.00,0.00,0.00,0.00,478.08,0.00
[13/06/2021 00:00],12867.95,13077.17,13371.45,13978.45,13821.87,12604.08,66.16,66.16,0.31,0.00,0.00,0.00,0.00,0.00,0.00,82.44,0.00
[14/06/2021 00:00],12028.44,12339.58,12800.03,13287.68,13358.65,11738.33,84.42,84.41,0.56,0.00,0.00,0.00,0.00,0.00,0.00,253.02,34.46
[15/06/2021 00:00],8847.60,9217.67,9583.58,10194.34,10448.57,12288.80,80.67,80.66,0.56,0.00,0.00,0.00,0.00,0.00,0.00,97.00,0.00
[16/06/2021 00:00],9351.48,9515.48,9735.16,10145.29,10467.38,9971.87,84.79,84.78,0.56,0.00,0.00,0.00,0.00,0.00,0.00,93.12,41.10
[17/06/2021 00:00],6798.58,7148.97,7529.31,7993.00,7613.77,7530.63,92.11,92.11,0.56,0.00,0.00,0.00,0.00,0.00,0.00,308.30,0.00
[18/06/2021 00:00],9141.63,9440.59,9883.69,11027.41,10978.14,11062.82,89.65,89.64,0.56,0.00,0.00,0.00,0.00,0.00,0.00,347.26,0.00
[19/06/2021 00:00],8412.37,8804.47,9603.09,10953.69,11421.33,10480.04,93.90,93.90,0.56,0.00,0.00,0.00,0.00,0.00,0.00,468.80,0.00
[20/06/2021 00:00],9597.60,9876.51,10501.79,11576.47,11724.89,10581.80,65.73,65.72,0.31,0.00,0.00,0.00,0.00,0.00,0.00,-227.56,0.00
[21/06/2021 00:00],9213.17,9508.89,9884.06,10415.04,10323.08,8550.97,66.19,66.18,0.56,0.00,0.00,0.00,0.00,0.00,0.00,-131.40,0.00
[22/06/2021 00:00],9917.68,10203.66,10440.67,11066.40,10933.31,10887.50,57.69,57.69,0.56,0.00,0.00,0.00,0.00,0.00,0.00,-280.48,0.26
[23/06/2021 00:00],9055.57,9271.67,9060.58,9364.78,9049.18,7326.72,92.63,92.62,0.56,0.00,0.00,0.00,0.00,0.00,0.00,124.44,0.00
[24/06/2021 00:00],9202.65,9370.59,9448.18,9031.36,9314.23,8021.75,92.03,92.02,0.56,0.00,0.00,0.00,0.00,0.00,0.00,118.62,0.00
[25/06/2021 00:00],11737.08,11877.91,12126.72,12667.93,12110.85,10173.78,83.60,83.59,0.56,0.00,0.00,0.00,0.00,0.00,0.00,-62.02,0.00
[26/06/2021 00:00],8593.22,8742.80,9068.50,9467.50,9668.22,8251.20,85.98,85.97,0.56,0.00,0.00,0.00,0.00,0.00,0.00,65.46,7.38
[27/06/2021 00:00],10271.58,10409.42,10626.38,10743.26,10264.62,8349.38,79.09,79.09,0.31,0.00,0.00,0.00,0.00,0.00,0.00,-28.36,0.00
