Date (WET),Capacity,Total Accepted Balancing Level,Wind Outturn,National Grid Forecast,EnAppSys Forecast Trend-Adjusted,EnAppSys Forecast Unadjusted
,MW,MW,MW,MW,MW,MW
[25/10/2018 08:30],12051.0,0.0,5164.2,5207.0,4975.6,3590.5
[25/10/2018 09:00],12051.0,0.0,4882.0,4967.0,4915.9,3503.4
[25/10/2018 09:30],12051.0,0.0,4392.7,4967.0,4526.3,3301.2
[25/10/2018 10:00],12051.0,0.0,3946.7,4801.0,4241.5,3173.0
[25/10/2018 10:30],12051.0,0.0,3765.3,4801.0,3729.6,3067.7
[25/10/2018 11:00],12051.0,0.0,3710.8,4664.0,3617.7,3009.1
[25/10/2018 11:30],12051.0,0.0,3592.3,4664.0,3603.8,2844.4
[25/10/2018 12:00],12051.0,0.0,3689.5,4498.0,3489.2,2796.3
[25/10/2018 12:30],12051.0,0.0,3712.5,4498.0,3595.7,2768.6
[25/10/2018 13:00],12051.0,0.0,3703.3,4379.0,3622.1,2727.4
[25/10/2018 13:30],12051.0,0.0,3693.8,4379.0,3647.7,2715.9
[25/10/2018 14:00],12051.0,0.0,3713.2,4403.0,3698.1,2947.4
[25/10/2018 14:30],12051.0,0.0,3852.5,4403.0,3808.4,3083.5
[25/10/2018 15:00],12051.0,0.0,3955.2,4538.0,3930.7,3171.7
[25/10/2018 15:30],12051.0,0.0,4183.2,4538.0,4085.2,3316.5
[25/10/2018 16:00],12051.0,0.0,4341.3,4781.0,4278.6,3416.2
[25/10/2018 16:30],12051.0,0.0,4728.5,4781.0,4419.7,3529.1
[25/10/2018 17:00],12051.0,0.0,5065.3,5090.0,4539.2,3704.1
[25/10/2018 17:30],12051.0,0.0,5298.3,5090.0,5294.0,3907.9
[25/10/2018 18:00],12051.0,0.0,5360.0,5514.0,5388.7,4047.9
[25/10/2018 18:30],12051.0,0.0,5534.8,5514.0,5560.5,4208.4
[25/10/2018 19:00],12051.0,0.0,5935.2,5909.0,5792.0,4546.4
[25/10/2018 19:30],12051.0,0.0,6147.3,5909.0,6033.0,4718.1
[25/10/2018 20:00],12051.0,0.0,6409.7,6238.0,6154.5,4863.7
[25/10/2018 20:30],12051.0,0.0,6601.7,6238.0,6445.2,4994.5
[25/10/2018 21:00],12051.0,0.0,6914.2,5848.0,6438.5,5086.5
[25/10/2018 21:30],12051.0,0.0,7268.5,5848.0,6961.5,5223.7
[25/10/2018 22:00],12051.0,0.0,7355.2,6011.0,7268.8,5361.1
[25/10/2018 22:30],12051.0,0.0,7340.8,6011.0,7321.9,5479.7
[25/10/2018 23:00],12051.0,200.2,7301.3,6146.0,7255.3,5585.5
[25/10/2018 23:30],12051.0,154.6,7551.0,6146.0,7247.5,5670.9
[26/10/2018 00:00],12051.0,178.8,7447.0,6323.0,7511.6,5729.9
[26/10/2018 00:30],12051.0,22.5,7672.5,6323.0,7419.1,6163.1
[26/10/2018 01:00],12051.0,0.0,7449.8,6495.0,7654.6,6207.1
[26/10/2018 01:30],12051.0,0.0,7326.8,6495.0,7341.0,6208.9
[26/10/2018 02:00],12051.0,0.0,7358.8,6452.0,7262.3,6209.2
[26/10/2018 02:30],12051.0,0.0,7531.8,6452.0,7268.8,6222.6
[26/10/2018 03:00],12051.0,0.0,7522.5,6333.0,7460.0,6216.1
[26/10/2018 03:30],12051.0,85.0,7626.0,6333.0,7418.7,6232.0
[26/10/2018 04:00],12051.0,29.8,7520.5,6244.0,7288.5,6200.4
[26/10/2018 04:30],12051.0,0.0,7551.5,6244.0,7258.3,6243.5
[26/10/2018 05:00],12051.0,0.0,7326.7,6287.0,7336.0,6376.6
[26/10/2018 05:30],12051.0,25.7,7315.8,6287.0,7334.1,6517.0
[26/10/2018 06:00],12051.0,22.7,7395.8,6401.0,7333.1,6605.1
[26/10/2018 06:30],12051.0,0.0,7684.7,6401.0,7404.8,6768.1
[26/10/2018 07:00],12051.0,0.0,7523.3,6591.0,7455.6,6818.0
[26/10/2018 07:30],12051.0,0.0,7517.3,6591.0,7526.4,6892.4
[26/10/2018 08:00],12051.0,0.0,7729.0,6810.0,7666.8,7014.3
[26/10/2018 08:30],12051.0,0.0,8029.8,6810.0,7812.0,7081.5
[26/10/2018 09:00],12051.0,0.0,8123.2,7032.0,8091.3,7176.4
[26/10/2018 09:30],12051.0,0.0,8246.3,7032.0,8211.3,7317.0
[26/10/2018 10:00],12051.0,0.0,8193.3,7394.0,8284.9,7361.1
[26/10/2018 10:30],12051.0,0.0,8030.0,7394.0,8362.4,7453.6
[26/10/2018 11:00],12051.0,33.5,8292.3,7809.0,8121.6,7585.1
[26/10/2018 11:30],12051.0,173.0,8268.3,7809.0,8518.8,7745.5
[26/10/2018 12:00],12051.0,157.6,8694.3,8275.0,8634.5,7761.8
[26/10/2018 12:30],12051.0,115.1,8717.5,8275.0,8864.3,7786.4
[26/10/2018 13:00],12051.0,237.7,9435.8,8458.0,8866.9,7992.9
[26/10/2018 13:30],12051.0,259.0,9417.7,8458.0,9522.7,8089.7
[26/10/2018 14:00],12051.0,287.5,9144.5,8638.0,9403.7,8023.3
[26/10/2018 14:30],12051.0,369.9,9657.2,8638.0,9152.6,8113.0
[26/10/2018 15:00],12051.0,375.7,9340.2,8895.0,9714.4,8190.9
[26/10/2018 15:30],12051.0,360.5,9411.7,8895.0,9679.0,8288.7
[26/10/2018 16:00],12051.0,373.0,9945.8,9081.0,9435.9,8377.1
[26/10/2018 16:30],12051.0,372.4,9635.2,9081.0,9973.1,8487.9
[26/10/2018 17:00],12051.0,217.5,9830.5,9186.0,9574.5,8531.0
[26/10/2018 17:30],12051.0,95.0,9971.0,9186.0,9831.1,8582.2
[26/10/2018 18:00],12051.0,30.6,9875.0,9321.0,9915.7,8633.6
[26/10/2018 18:30],12051.0,0.0,9618.2,9321.0,9811.2,8678.6
[26/10/2018 19:00],12051.0,0.0,9612.5,9361.0,9557.5,8694.9
[26/10/2018 19:30],12051.0,0.0,9586.8,9361.0,9582.9,8665.6
[26/10/2018 20:00],12051.0,0.0,9343.7,9391.0,9546.1,8641.3
[26/10/2018 20:30],12051.0,0.0,9445.2,9391.0,9290.4,8605.7
[26/10/2018 21:00],12051.0,1.3,9518.2,9244.0,9443.6,8606.8
[26/10/2018 21:30],12051.0,56.2,9632.5,9244.0,9472.1,8578.7
[26/10/2018 22:00],12051.0,71.0,9531.3,9264.0,9602.5,8585.4
[26/10/2018 22:30],12051.0,63.0,9406.7,9264.0,9521.6,8573.7
[26/10/2018 23:00],12051.0,42.4,9517.0,9246.0,9337.6,8559.4
[26/10/2018 23:30],12051.0,0.0,9606.8,9246.0,9438.4,8505.3
[27/10/2018 00:00],12051.0,0.0,9559.8,9272.0,9526.5,8419.5
[27/10/2018 00:30],12051.0,0.0,9540.3,9272.0,9362.7,8257.6
[27/10/2018 01:00],12051.0,0.0,9674.5,9335.0,9238.1,8191.0
[27/10/2018 01:30],12051.0,0.1,9712.0,9335.0,9579.5,8169.5
[27/10/2018 02:00],12051.0,0.5,9869.8,9385.0,9458.8,8178.6
[27/10/2018 02:30],12051.0,0.0,9813.3,9385.0,9772.9,8141.4
[27/10/2018 03:00],12051.0,0.5,9925.8,9407.0,9706.3,8157.2
[27/10/2018 03:30],12051.0,0.1,9888.7,9407.0,9800.4,8124.6
[27/10/2018 04:00],12051.0,0.7,9832.3,9361.0,9750.6,8105.6
[27/10/2018 04:30],12051.0,0.0,9748.0,9361.0,9584.4,8077.5
[27/10/2018 05:00],12051.0,0.0,9634.7,9225.0,9600.3,8055.3
[27/10/2018 05:30],12051.0,0.0,9487.7,9225.0,9470.3,8028.4
[27/10/2018 06:00],12051.0,0.0,9489.5,9076.0,9345.2,7975.4
[27/10/2018 06:30],12051.0,0.0,9505.3,9076.0,9340.1,7921.2
[27/10/2018 07:00],12051.0,1.4,9322.3,8829.0,9359.9,7870.8
[27/10/2018 07:30],12051.0,0.8,9210.7,8829.0,9159.6,7814.7
[27/10/2018 08:00],12051.0,0.0,9077.2,8549.0,9040.8,7709.0
[27/10/2018 08:30],12051.0,0.0,8740.3,8549.0,8899.9,7627.5
[27/10/2018 09:00],12051.0,0.0,8534.7,8167.0,8700.4,7528.5
[27/10/2018 09:30],12051.0,0.0,8032.8,8167.0,8352.5,7399.3
[27/10/2018 10:00],12051.0,0.0,8096.3,7881.0,7818.5,7237.3
[27/10/2018 10:30],12051.0,0.0,8140.5,7881.0,8019.1,7155.1
[27/10/2018 11:00],12051.0,0.0,7985.8,7894.0,8160.1,7137.0
[27/10/2018 11:30],12051.0,0.0,7815.7,7894.0,7944.5,7036.0
[27/10/2018 12:00],12051.0,0.0,7799.5,7656.0,7819.9,6932.4
[27/10/2018 12:30],12051.0,0.0,7932.3,7656.0,7747.1,6838.0
[27/10/2018 13:00],12051.0,0.0,8141.3,7410.0,7902.5,6805.2
[27/10/2018 13:30],12051.0,0.0,8049.2,7410.0,8075.5,6782.3
[27/10/2018 14:00],12051.0,0.0,7879.8,7277.0,7926.9,6821.3
[27/10/2018 14:30],12051.0,0.0,7801.2,7277.0,7742.8,6740.7
[27/10/2018 15:00],12051.0,0.0,7966.2,7187.0,7691.0,6690.7
[27/10/2018 15:30],12051.0,0.0,8093.2,7187.0,7836.2,6599.1
[27/10/2018 16:00],12051.0,0.0,7977.5,7077.0,7942.7,6529.0
[27/10/2018 16:30],12051.0,0.0,7866.3,7077.0,7850.1,6505.4
[27/10/2018 17:00],12051.0,0.0,8207.5,6967.0,7815.5,6568.7
[27/10/2018 17:30],12051.0,0.0,8241.8,6967.0,8249.2,6588.8
[27/10/2018 18:00],12051.0,0.0,8250.5,7134.0,8134.0,6529.4
[27/10/2018 18:30],12051.0,0.0,8073.2,7134.0,8222.7,6523.0
[27/10/2018 19:00],12051.0,0.0,8243.0,7222.0,7962.0,6703.1
[27/10/2018 19:30],12051.0,0.0,8672.8,7222.0,8179.6,6723.0
[27/10/2018 20:00],12051.0,0.0,8901.5,7150.0,8523.1,6722.6
[27/10/2018 20:30],12051.0,0.0,8652.3,7150.0,8788.6,6748.1
[27/10/2018 21:00],12051.0,0.0,8325.3,7498.0,8457.1,6758.2
[27/10/2018 21:30],12051.0,0.0,7886.0,7498.0,8248.9,6726.9
[27/10/2018 22:00],12051.0,0.0,7612.8,7276.0,7689.4,6628.4
[27/10/2018 22:30],12051.0,0.0,7597.5,7276.0,7494.5,6636.1
[27/10/2018 23:00],12051.0,0.0,7108.3,6952.0,7502.8,6687.1
[27/10/2018 23:30],12051.0,0.0,7316.0,6952.0,6979.6,6672.3
[28/10/2018 00:00],12051.0,0.0,6736.2,6785.0,7314.0,6671.1
[28/10/2018 00:30],12051.0,0.0,6900.7,6785.0,6626.6,6195.8
[28/10/2018 01:00],12051.0,0.0,7143.7,6499.0,7025.5,6268.4
[28/10/2018 01:30],12051.0,0.0,6731.0,6499.0,6779.8,6261.8
[28/10/2018 01:00],12051.0,,6806.8,6433.0,,
[28/10/2018 01:30],12051.0,,6848.5,6433.0,,
[28/10/2018 02:00],12051.0,0.0,6757.5,6217.0,6816.6,6245.9
[28/10/2018 02:30],12051.0,0.0,6904.0,6217.0,6689.6,6205.0
[28/10/2018 03:00],12051.0,0.0,6685.3,6165.0,6608.5,6171.7
[28/10/2018 03:30],12051.0,0.0,7052.8,6165.0,6563.6,6136.6
[28/10/2018 04:00],12051.0,0.0,7122.7,6095.0,6980.0,6053.7
[28/10/2018 04:30],12051.0,0.0,6879.5,6095.0,6999.2,5958.0
[28/10/2018 05:00],12051.0,0.0,6773.5,5803.0,6756.2,5897.7
[28/10/2018 05:30],12051.0,0.0,6709.2,5803.0,6644.8,5905.5
[28/10/2018 06:00],12051.0,0.0,6685.3,5493.0,6618.1,5863.3
[28/10/2018 06:30],12051.0,0.0,6532.8,5493.0,6554.7,5765.6
[28/10/2018 07:00],12051.0,0.0,6544.2,5077.0,6242.1,5571.3
[28/10/2018 07:30],12051.0,0.0,6251.8,5077.0,6273.0,5355.8
[28/10/2018 08:00],12051.0,0.0,5839.2,4666.0,6040.3,5183.4
[28/10/2018 08:30],12051.0,0.0,5464.3,4666.0,5494.3,4921.2
[28/10/2018 09:00],12051.0,0.0,5015.7,4097.0,5230.3,4725.4
[28/10/2018 09:30],12051.0,0.0,4475.0,4097.0,4715.7,4450.4
[28/10/2018 10:00],12051.0,0.0,4162.2,3804.0,4362.7,4122.8
[28/10/2018 10:30],12051.0,0.0,4192.3,3804.0,3916.0,3731.8
[28/10/2018 11:00],12051.0,0.0,4061.3,3515.0,4047.0,3530.5
[28/10/2018 11:30],12051.0,0.0,3654.7,3515.0,3807.2,3296.6
[28/10/2018 12:00],12051.0,0.0,3761.7,3174.0,3422.2,3108.8
[28/10/2018 12:30],12051.0,0.0,3363.7,3174.0,3274.7,3009.1
[28/10/2018 13:00],12051.0,0.0,3277.2,2999.0,3267.7,2974.9
[28/10/2018 13:30],12051.0,0.0,3578.5,2999.0,3193.4,2900.2
[28/10/2018 14:00],12051.0,0.0,3815.7,2846.0,3530.3,2846.7
[28/10/2018 14:30],12051.0,0.0,3920.0,2846.0,3691.3,2783.9
[28/10/2018 15:00],12051.0,0.0,3624.0,2693.0,3473.3,2726.0
[28/10/2018 15:30],12051.0,0.0,3448.0,2693.0,3349.5,2718.0
[28/10/2018 16:00],12051.0,0.0,3370.7,2795.0,3401.1,2713.2
[28/10/2018 16:30],12051.0,0.0,3209.5,2795.0,3355.5,2760.3
[28/10/2018 17:00],12051.0,0.0,3355.7,2731.0,3168.0,2738.3
[28/10/2018 17:30],12051.0,0.0,3781.7,2731.0,3388.1,2612.6
[28/10/2018 18:00],12051.0,0.0,3916.3,2838.0,3807.7,2669.0
[28/10/2018 18:30],12051.0,0.0,4268.5,2838.0,3842.5,2671.9
[28/10/2018 19:00],12051.0,0.0,4098.2,2944.0,3697.7,2684.1
[28/10/2018 19:30],12051.0,0.0,4244.8,2944.0,3960.1,2640.6
[28/10/2018 20:00],12051.0,0.0,4755.5,2997.0,4151.9,2641.9
[28/10/2018 20:30],12051.0,0.0,4714.3,2997.0,4714.0,2653.7
[28/10/2018 21:00],12051.0,0.0,4678.0,4043.0,4542.7,2690.4
[28/10/2018 21:30],12051.0,0.0,4676.8,4043.0,4567.0,2733.2
[28/10/2018 22:00],12051.0,0.0,4730.7,4176.0,4348.9,2702.1
[28/10/2018 22:30],12051.0,0.0,4938.0,4176.0,4595.6,2686.5
[28/10/2018 23:00],12051.0,0.0,5210.8,4321.0,4421.9,2709.2
[28/10/2018 23:30],12051.0,0.0,4886.7,4321.0,4309.8,2643.7
[29/10/2018 00:00],12051.0,3.5,4577.2,4320.0,4713.9,2705.3
[29/10/2018 00:30],12051.0,12.0,4502.3,4320.0,4576.0,2740.6
[29/10/2018 01:00],12051.0,12.0,4679.3,4208.0,4277.9,2774.0
[29/10/2018 01:30],12051.0,12.0,4744.0,4208.0,4081.2,2756.8
[29/10/2018 02:00],12051.0,13.0,4701.8,4093.0,4557.5,2751.5
[29/10/2018 02:30],12051.0,13.5,4669.5,4093.0,4322.1,2716.1
[29/10/2018 03:00],12051.0,14.0,4503.3,4129.0,4180.2,2740.0
[29/10/2018 03:30],12051.0,13.0,4517.8,4129.0,3977.1,2713.0
[29/10/2018 04:00],12051.0,13.0,4355.5,4160.0,4278.4,2647.5
[29/10/2018 04:30],12051.0,13.5,4334.2,4160.0,4242.2,2574.2
[29/10/2018 05:00],12051.0,13.5,4399.7,4087.0,4112.3,2557.4
[29/10/2018 05:30],12051.0,11.0,4364.2,4087.0,4308.9,2870.6
[29/10/2018 06:00],12051.0,5.3,4608.8,4305.0,4174.8,2886.1
[29/10/2018 06:30],12051.0,0.0,4323.0,4305.0,4065.4,2944.5
[29/10/2018 07:00],12051.0,0.0,4442.7,4293.0,3927.3,2922.4
[29/10/2018 07:30],12051.0,0.0,4319.0,4293.0,4354.7,2914.1
[29/10/2018 08:00],12051.0,0.0,4687.0,4277.0,4203.2,2911.4
[29/10/2018 08:30],12051.0,0.0,4322.0,4277.0,4119.2,3038.7
[29/10/2018 09:00],12051.0,0.0,4314.2,4315.0,4163.2,3022.9
[29/10/2018 09:30],12051.0,0.0,4214.8,4315.0,4167.7,3088.5
[29/10/2018 10:00],12051.0,0.0,3982.3,4288.0,4218.2,3173.6
[29/10/2018 10:30],12051.0,0.0,4098.0,4288.0,4295.6,3316.7
[29/10/2018 11:00],12051.0,0.0,4425.5,4356.0,4297.6,3398.9
[29/10/2018 11:30],12051.0,0.0,4264.3,4356.0,4389.9,3554.2
[29/10/2018 12:00],12051.0,0.0,4326.8,4537.0,4481.5,3706.9
[29/10/2018 12:30],12051.0,0.0,4365.7,4537.0,4465.0,3766.1
[29/10/2018 13:00],12051.0,0.0,4461.0,4380.0,4241.6,3706.3
[29/10/2018 13:30],12051.0,0.0,4634.3,4380.0,4351.9,3677.9
[29/10/2018 14:00],12051.0,0.0,4345.7,4220.0,4531.7,3261.0
[29/10/2018 14:30],12051.0,0.0,4596.5,4220.0,4342.0,3238.6
[29/10/2018 15:00],12051.0,0.0,4455.0,4043.0,4489.4,3221.1
[29/10/2018 15:30],12051.0,0.0,4283.8,4043.0,4312.5,3198.0
[29/10/2018 16:00],12051.0,0.0,4285.0,4204.0,4151.3,3203.0
[29/10/2018 16:30],12051.0,0.0,4362.0,4204.0,4046.5,3166.9
[29/10/2018 17:00],12051.0,0.0,4516.0,4461.0,4295.7,3166.7
[29/10/2018 17:30],12051.0,0.0,4901.2,4461.0,4472.8,3176.1
[29/10/2018 18:00],12051.0,0.0,5119.5,4659.0,4859.2,3335.0
[29/10/2018 18:30],12051.0,0.0,5153.0,4659.0,4661.9,3356.5
[29/10/2018 19:00],12051.0,0.0,5154.8,4588.0,4926.5,3335.7
[29/10/2018 19:30],12051.0,0.0,5184.2,4588.0,4667.8,3300.6
[29/10/2018 20:00],12051.0,0.0,5277.8,4641.0,4479.1,3305.2
[29/10/2018 20:30],12051.0,0.0,5259.0,4641.0,5058.3,3279.8
[29/10/2018 21:00],12051.0,0.0,5265.2,4195.0,4810.9,3273.2
[29/10/2018 21:30],12051.0,0.0,5298.2,4195.0,5049.2,3275.4
[29/10/2018 22:00],12051.0,0.0,5690.8,4101.0,4798.3,3272.0
[29/10/2018 22:30],12051.0,0.0,4895.0,4101.0,5607.4,3301.2
[29/10/2018 23:00],12051.0,0.0,4550.3,4084.0,4628.2,3328.3
[29/10/2018 23:30],12051.0,0.0,4321.2,4084.0,4549.9,3578.8
[30/10/2018 00:00],12051.0,0.0,4199.5,4125.0,4208.0,3569.7
[30/10/2018 00:30],12051.0,0.0,4229.7,4125.0,4118.9,3551.9
[30/10/2018 01:00],12051.0,0.0,4181.8,4302.0,4238.8,3711.6
[30/10/2018 01:30],12051.0,0.0,4596.8,4302.0,4219.3,3740.3
[30/10/2018 02:00],12051.0,0.0,4813.2,4435.0,4213.4,3788.8
[30/10/2018 02:30],12051.0,0.0,4999.3,4435.0,4137.0,3769.8
[30/10/2018 03:00],12051.0,0.0,4927.5,4567.0,4884.4,3751.6
[30/10/2018 03:30],12051.0,0.0,4914.5,4567.0,4799.0,3751.7
[30/10/2018 04:00],12051.0,0.0,4947.5,4678.0,4708.7,3741.9
[30/10/2018 04:30],12051.0,0.0,4985.5,4678.0,4868.7,3764.7
[30/10/2018 05:00],12051.0,0.0,5198.8,4866.0,4881.3,3781.5
[30/10/2018 05:30],12051.0,0.0,5266.5,4866.0,5110.3,3766.1
[30/10/2018 06:00],12051.0,0.0,5212.5,4998.0,5155.0,3779.3
[30/10/2018 06:30],12051.0,0.0,5385.5,4998.0,5023.1,3801.4
[30/10/2018 07:00],12051.0,0.0,5360.7,5099.0,4926.5,3851.9
[30/10/2018 07:30],12051.0,0.0,5284.3,5099.0,5262.9,3911.9
[30/10/2018 08:00],12051.0,0.0,5211.7,5129.0,5169.6,3948.3
[30/10/2018 08:30],12051.0,0.0,5155.7,5129.0,5127.0,3983.3
[30/10/2018 09:00],12051.0,0.0,5105.8,5081.0,5050.4,4021.0
[30/10/2018 09:30],12051.0,0.0,5030.7,5081.0,5010.0,4026.6
[30/10/2018 10:00],12051.0,0.0,4949.0,4930.0,4875.8,4016.6
[30/10/2018 10:30],12051.0,0.0,4758.2,4930.0,4755.7,4004.2
[30/10/2018 11:00],12051.0,0.0,4642.0,4857.0,4653.2,3924.2
[30/10/2018 11:30],12051.0,0.0,4445.2,4857.0,4549.1,3912.4
[30/10/2018 12:00],12051.0,0.0,4543.0,4739.0,4471.3,3803.1
[30/10/2018 12:30],12051.0,0.0,4489.8,4739.0,4382.2,3739.8
[30/10/2018 13:00],12051.0,0.0,4408.3,4545.0,4347.0,3680.2
[30/10/2018 13:30],12051.0,0.0,4353.5,4545.0,4272.6,3627.1
[30/10/2018 14:00],12051.0,0.0,4264.0,4384.0,4142.9,3596.5
[30/10/2018 14:30],12051.0,0.0,4168.5,4384.0,4149.1,3558.5
[30/10/2018 15:00],12051.0,0.0,4147.5,4259.0,4037.6,3527.3
[30/10/2018 15:30],12051.0,0.0,4188.2,4259.0,3951.4,3507.4
[30/10/2018 16:00],12051.0,0.0,4278.8,4201.0,4133.2,3502.5
[30/10/2018 16:30],12051.0,0.0,4422.2,4201.0,4198.0,3517.2
[30/10/2018 17:00],12051.0,0.0,4538.0,4156.0,4335.8,3535.8
[30/10/2018 17:30],12051.0,0.0,4373.0,4156.0,4192.3,3343.5
[30/10/2018 18:00],12051.0,0.0,4307.5,4047.0,4302.6,3388.3
[30/10/2018 18:30],12051.0,0.0,4194.3,4047.0,4195.8,3381.2
[30/10/2018 19:00],12051.0,0.0,4169.0,3876.0,4074.2,3361.6
[30/10/2018 19:30],12051.0,0.0,4105.2,3876.0,4066.2,3338.6
[30/10/2018 20:00],12051.0,0.0,4006.8,3671.0,3948.6,3317.3
[30/10/2018 20:30],12051.0,0.0,3967.5,3671.0,3881.2,3262.5
[30/10/2018 21:00],12051.0,0.0,3826.2,3757.0,3677.4,3155.6
[30/10/2018 21:30],12051.0,0.0,3660.7,3757.0,3638.2,3048.8
[30/10/2018 22:00],12051.0,0.0,3553.7,3539.0,3470.7,2945.6
[30/10/2018 22:30],12051.0,0.0,3429.5,3539.0,3285.1,2836.5
[30/10/2018 23:00],12051.0,0.0,3264.3,3276.0,3239.6,2780.4
[30/10/2018 23:30],12051.0,0.0,3056.7,3276.0,2975.5,2333.3
[31/10/2018 00:00],12051.0,0.0,2934.0,2951.0,2845.9,2209.6
[31/10/2018 00:30],12051.0,0.0,2641.5,2951.0,2720.3,2196.5
[31/10/2018 01:00],12051.0,0.0,2380.3,2793.0,2621.3,2247.8
[31/10/2018 01:30],12051.0,0.0,2267.3,2793.0,2655.8,2298.7
[31/10/2018 02:00],12051.0,0.0,2494.0,2805.0,2671.4,2335.2
[31/10/2018 02:30],12051.0,0.0,2852.0,2805.0,2705.5,2395.3
[31/10/2018 03:00],12051.0,0.0,3001.5,3052.0,2720.6,2438.5
[31/10/2018 03:30],12051.0,0.0,3213.8,3052.0,3040.6,2499.8
[31/10/2018 04:00],12051.0,0.0,3341.8,3255.0,3135.8,2625.3
[31/10/2018 04:30],12051.0,0.0,3324.0,3255.0,3405.5,2764.0
[31/10/2018 05:00],12051.0,0.0,3163.2,3404.0,3348.9,2838.7
[31/10/2018 05:30],12051.0,0.0,3341.0,3404.0,3464.8,2878.9
[31/10/2018 06:00],12051.0,0.0,3932.0,3501.0,3431.8,2982.4
[31/10/2018 06:30],12051.0,0.0,4073.3,3501.0,4052.1,3098.4
[31/10/2018 07:00],12051.0,0.0,4199.3,3600.0,4213.4,3341.9
[31/10/2018 07:30],12051.0,0.0,4440.5,3600.0,4445.6,3622.2
[31/10/2018 08:00],12051.0,0.0,4656.3,3857.0,4575.8,3809.2
[31/10/2018 08:30],12051.0,0.0,4691.2,3857.0,4851.2,4060.5
[31/10/2018 09:00],12051.0,0.0,4772.0,4114.0,5040.6,4215.9
[31/10/2018 09:30],12051.0,0.0,4828.5,4114.0,4873.5,4373.9
[31/10/2018 10:00],12051.0,0.0,5207.2,4383.0,4788.2,4382.1
[31/10/2018 10:30],12051.0,0.0,5534.0,4383.0,5255.2,4444.1
[31/10/2018 11:00],12051.0,0.0,5427.8,4777.0,5247.9,4458.1
[31/10/2018 11:30],12051.0,0.0,5407.5,4777.0,5323.3,4491.0
[31/10/2018 12:00],12051.0,0.0,5479.2,5169.0,5404.9,4619.9
[31/10/2018 12:30],12051.0,0.0,5480.0,5169.0,5431.3,4700.1
[31/10/2018 13:00],12051.0,0.0,5449.5,5295.0,5369.7,4690.8
[31/10/2018 13:30],12051.0,0.0,5134.3,5295.0,5368.7,4715.5
[31/10/2018 14:00],12051.0,0.0,5153.0,5360.0,5058.5,4432.6
[31/10/2018 14:30],12051.0,0.0,4905.8,5360.0,5127.7,4468.1
[31/10/2018 15:00],12051.0,0.0,4928.5,5523.0,4879.8,4474.1
[31/10/2018 15:30],12051.0,0.0,5404.8,5523.0,4863.2,4427.0
[31/10/2018 16:00],12051.0,0.0,5586.3,5764.0,5262.4,4324.6
[31/10/2018 16:30],12051.0,0.0,5608.0,5764.0,5459.8,4221.1
[31/10/2018 17:00],12051.0,0.0,5413.5,5743.0,5469.3,4182.4
[31/10/2018 17:30],12051.0,0.0,5138.2,5743.0,5327.0,3951.1
[31/10/2018 18:00],12051.0,0.0,5025.2,5516.0,5103.3,4138.3
[31/10/2018 18:30],12051.0,0.0,4727.8,5516.0,5039.4,4252.6
[31/10/2018 19:00],12051.0,0.0,4527.8,5113.0,4782.8,4142.6
[31/10/2018 19:30],12051.0,0.0,4256.3,5113.0,4614.8,4055.6
[31/10/2018 20:00],12051.0,0.0,3992.3,4863.0,4193.4,4020.8
[31/10/2018 20:30],12051.0,0.0,3672.0,4863.0,3993.4,3988.1
[31/10/2018 21:00],12051.0,0.0,3700.3,4205.0,3720.1,4074.6
[31/10/2018 21:30],12051.0,0.0,3820.5,4205.0,3620.0,3896.4
[31/10/2018 22:00],12051.0,0.0,3960.3,3964.0,3813.2,3815.5
[31/10/2018 22:30],12051.0,0.0,4324.8,3964.0,3844.7,3502.8
[31/10/2018 23:00],12051.0,0.0,4063.8,3557.0,4240.6,3365.4
[31/10/2018 23:30],12051.0,0.0,3830.2,3557.0,3846.9,3358.3
[01/11/2018 00:00],12051.0,0.0,3673.5,3295.0,3560.4,3143.9
[01/11/2018 00:30],12051.0,0.0,3056.7,3295.0,3376.0,3010.5
[01/11/2018 01:00],12051.0,0.0,2766.8,3118.0,2844.2,2816.6
[01/11/2018 01:30],12051.0,0.0,2457.5,3118.0,2626.1,2677.0
[01/11/2018 02:00],12051.0,0.0,2193.3,3062.0,2552.5,2552.7
[01/11/2018 02:30],12051.0,0.0,2164.7,3062.0,2454.9,2437.2
[01/11/2018 03:00],12051.0,0.0,2228.7,2856.0,2126.7,2350.8
[01/11/2018 03:30],12051.0,0.0,2191.5,2856.0,2234.2,2320.4
[01/11/2018 04:00],12051.0,0.0,2130.8,2829.0,2339.0,2433.5
[01/11/2018 04:30],12051.0,0.0,1998.0,2829.0,2187.2,2459.6
[01/11/2018 05:00],12051.0,0.0,1958.7,2852.0,2065.7,2513.9
[01/11/2018 05:30],12051.0,0.0,2003.7,2852.0,2179.4,2430.3
[01/11/2018 06:00],12051.0,0.0,2050.5,2766.0,2100.8,2450.1
[01/11/2018 06:30],12051.0,0.0,2225.5,2766.0,2214.6,2524.1
[01/11/2018 07:00],12051.0,0.0,2499.2,2759.0,2337.4,2537.0
[01/11/2018 07:30],12051.0,0.0,2675.7,2759.0,2623.2,2628.6
[01/11/2018 08:00],12051.0,0.0,2604.3,2724.0,2691.8,2697.5
[01/11/2018 08:30],12051.0,0.0,2619.3,2724.0,2682.4,2786.1
