Date (WET),DAY AHEAD NTC (to Great Britain),DAY AHEAD NTC (from Great Britain),BE to GB (from Belgium),FR to GB (from France),ISEM to GB (from ISEM),NL to GB (from Netherlands),NO to GB (from Norway),GB to BE (to Belgium),GB to FR (to France),GB to ISEM (to ISEM),GB to NL (to Netherlands),GB to NO (to Norway),NET IMPORT
,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW
[18/10/2018 07:00],,,,0,0,464,,,-399,-297,0,,1500
[18/10/2018 07:30],,,,0,0,464,,,-399,-297,0,,1500
[18/10/2018 08:00],,,,530,0,1077,,,0,-490,0,,2151
[18/10/2018 08:30],,,,530,0,1077,,,0,-490,0,,2151
[18/10/2018 09:00],,,,252,0,1086,,,0,-530,0,,2161
[18/10/2018 09:30],,,,252,0,1086,,,0,-530,0,,2161
[18/10/2018 10:00],,,,403,0,1086,,,0,-530,0,,2000
[18/10/2018 10:30],,,,403,0,1086,,,0,-530,0,,2000
[18/10/2018 11:00],,,,1791,0,1086,,,0,-530,0,,1980
[18/10/2018 11:30],,,,1791,0,1086,,,0,-530,0,,1980
[18/10/2018 12:00],,,,2017,0,1026,,,0,-530,0,,1677
[18/10/2018 12:30],,,,2017,0,1026,,,0,-530,0,,1677
[18/10/2018 13:00],,,,2017,0,1025,,,0,-530,0,,1635
[18/10/2018 13:30],,,,2017,0,1025,,,0,-530,0,,1635
[18/10/2018 14:00],,,,2016,0,1025,,,0,-530,0,,1449
[18/10/2018 14:30],,,,2016,0,1025,,,0,-530,0,,1449
[18/10/2018 15:00],,,,2016,0,1025,,,0,-530,0,,1838
[18/10/2018 15:30],,,,2016,0,1025,,,0,-530,0,,1838
[18/10/2018 16:00],,,,2016,0,1025,,,0,-419,0,,2284
[18/10/2018 16:30],,,,2016,0,1025,,,0,-419,0,,2284
[18/10/2018 17:00],,,,2017,0,1085,,,0,-347,0,,2543
[18/10/2018 17:30],,,,2017,0,1085,,,0,-347,0,,2543
[18/10/2018 18:00],,,,2017,0,1086,,,0,-147,0,,2385
[18/10/2018 18:30],,,,2017,0,1086,,,0,-147,0,,2385
[18/10/2018 19:00],,,,1818,0,1086,,,0,-305,0,,2215
[18/10/2018 19:30],,,,1818,0,1086,,,0,-305,0,,2215
[18/10/2018 20:00],,,,1818,0,1086,,,0,-486,0,,2407
[18/10/2018 20:30],,,,1818,0,1086,,,0,-486,0,,2407
[18/10/2018 21:00],,,,1818,0,1025,,,0,-301,0,,2676
[18/10/2018 21:30],,,,1818,0,1025,,,0,-301,0,,2676
[18/10/2018 22:00],,,,1818,0,1025,,,0,-127,0,,3000
[18/10/2018 22:30],,,,1818,0,1025,,,0,-127,0,,3000
[18/10/2018 23:00],,,,1818,0,975,,,0,-41,0,,2971
[18/10/2018 23:30],,,,1818,0,975,,,0,-41,0,,2971
[19/10/2018 00:00],,,,1818,0,975,,,0,0,0,,2967
[19/10/2018 00:30],,,,1818,0,975,,,0,0,0,,2967
[19/10/2018 01:00],,,,1816,0,975,,,0,0,0,,3107
[19/10/2018 01:30],,,,1816,0,975,,,0,0,0,,3107
[19/10/2018 02:00],,,,2017,66,975,,,0,0,0,,3252
[19/10/2018 02:30],,,,2017,66,975,,,0,0,0,,3252
[19/10/2018 03:00],,,,2018,107,925,,,0,0,0,,3241
[19/10/2018 03:30],,,,2018,107,925,,,0,0,0,,3241
[19/10/2018 04:00],,,,2018,20,857,,,0,0,0,,3088
[19/10/2018 04:30],,,,2018,20,857,,,0,0,0,,3088
[19/10/2018 05:00],,,,2018,127,0,,,0,0,-225,,1902
[19/10/2018 05:30],,,,2018,127,0,,,0,0,-225,,1902
[19/10/2018 06:00],,,,2017,358,1,,,0,0,0,,-713
[19/10/2018 06:30],,,,2017,358,1,,,0,0,0,,-713
[19/10/2018 07:00],,,,2016,177,1,,,0,0,0,,-149
[19/10/2018 07:30],,,,2016,177,1,,,0,0,0,,-149
[19/10/2018 08:00],,,,2017,0,1,,,0,-100,0,,853
[19/10/2018 08:30],,,,2017,0,1,,,0,-100,0,,853
[19/10/2018 09:00],,,,2017,0,1,,,0,-96,0,,6
[19/10/2018 09:30],,,,2017,0,1,,,0,-96,0,,6
[19/10/2018 10:00],,,,2018,0,266,,,0,-236,0,,-1015
[19/10/2018 10:30],,,,2018,0,266,,,0,-236,0,,-1015
[19/10/2018 11:00],,,,2017,0,546,,,0,-458,0,,-761
[19/10/2018 11:30],,,,2017,0,546,,,0,-458,0,,-761
[19/10/2018 12:00],,,,2018,0,770,,,0,-530,0,,-572
[19/10/2018 12:30],,,,2018,0,770,,,0,-530,0,,-572
[19/10/2018 13:00],,,,2018,0,1022,,,0,-530,0,,609
[19/10/2018 13:30],,,,2018,0,1022,,,0,-530,0,,609
[19/10/2018 14:00],,,,2018,0,804,,,0,-530,0,,113
[19/10/2018 14:30],,,,2018,0,804,,,0,-530,0,,113
[19/10/2018 15:00],,,,2018,0,0,,,0,-530,-100,,-640
[19/10/2018 15:30],,,,2018,0,0,,,0,-530,-100,,-640
[19/10/2018 16:00],,,,2018,0,0,,,0,-530,-462,,386
[19/10/2018 16:30],,,,2018,0,0,,,0,-530,-462,,386
[19/10/2018 17:00],,,,1760,0,370,,,0,-530,0,,1444
[19/10/2018 17:30],,,,1760,0,370,,,0,-530,0,,1444
[19/10/2018 18:00],,,,1715,0,1075,,,0,-530,0,,2186
[19/10/2018 18:30],,,,1715,0,1075,,,0,-530,0,,2186
[19/10/2018 19:00],,,,1661,0,1086,,,0,-530,0,,2580
[19/10/2018 19:30],,,,1661,0,1086,,,0,-530,0,,2580
[19/10/2018 20:00],,,,1568,0,1086,,,0,-496,0,,2777
[19/10/2018 20:30],,,,1568,0,1086,,,0,-496,0,,2777
[19/10/2018 21:00],,,,1568,0,1025,,,0,-261,0,,2990
[19/10/2018 21:30],,,,1568,0,1025,,,0,-261,0,,2990
[19/10/2018 22:00],,,,1433,0,1025,,,0,-41,0,,3180
[19/10/2018 22:30],,,,1433,0,1025,,,0,-41,0,,3180
[19/10/2018 23:00],,,,1462,100,1025,,,0,0,0,,3337
[19/10/2018 23:30],,,,1462,100,1025,,,0,0,0,,3337
[20/10/2018 00:00],,,,1462,32,925,,,0,0,0,,2743
[20/10/2018 00:30],,,,1462,32,925,,,0,0,0,,2743
[20/10/2018 01:00],,,,1461,0,924,,,0,0,0,,3039
[20/10/2018 01:30],,,,1461,0,924,,,0,0,0,,3039
[20/10/2018 02:00],,,,1519,19,924,,,0,0,0,,3058
[20/10/2018 02:30],,,,1519,19,924,,,0,0,0,,3058
[20/10/2018 03:00],,,,1716,87,925,,,0,0,0,,3126
[20/10/2018 03:30],,,,1716,87,925,,,0,0,0,,3126
[20/10/2018 04:00],,,,2017,84,925,,,0,0,0,,3124
[20/10/2018 04:30],,,,2017,84,925,,,0,0,0,,3124
[20/10/2018 05:00],,,,2017,71,925,,,0,0,0,,3110
[20/10/2018 05:30],,,,2017,71,925,,,0,0,0,,3110
[20/10/2018 06:00],,,,2017,62,925,,,0,0,0,,3100
[20/10/2018 06:30],,,,2017,62,925,,,0,0,0,,3100
[20/10/2018 07:00],,,,2018,34,1024,,,0,0,0,,3367
[20/10/2018 07:30],,,,2018,34,1024,,,0,0,0,,3367
[20/10/2018 08:00],,,,2018,267,1085,,,0,0,0,,3660
[20/10/2018 08:30],,,,2018,267,1085,,,0,0,0,,3660
[20/10/2018 09:00],,,,2017,163,1086,,,0,0,0,,3564
[20/10/2018 09:30],,,,2017,163,1086,,,0,0,0,,3564
[20/10/2018 10:00],,,,2017,16,1086,,,0,0,0,,3368
[20/10/2018 10:30],,,,2017,16,1086,,,0,0,0,,3368
[20/10/2018 11:00],,,,2018,0,1086,,,0,0,0,,3156
[20/10/2018 11:30],,,,2018,0,1086,,,0,0,0,,3156
[20/10/2018 12:00],,,,2018,0,1025,,,0,0,0,,2874
[20/10/2018 12:30],,,,2018,0,1025,,,0,0,0,,2874
[20/10/2018 13:00],,,,2018,0,1025,,,0,0,0,,2943
[20/10/2018 13:30],,,,2018,0,1025,,,0,0,0,,2943
[20/10/2018 14:00],,,,2019,0,1025,,,0,0,0,,2971
[20/10/2018 14:30],,,,2019,0,1025,,,0,0,0,,2971
[20/10/2018 15:00],,,,2020,0,1023,,,0,0,0,,3004
[20/10/2018 15:30],,,,2020,0,1023,,,0,0,0,,3004
[20/10/2018 16:00],,,,1918,0,655,,,0,0,0,,2599
[20/10/2018 16:30],,,,1918,0,655,,,0,0,0,,2599
[20/10/2018 17:00],,,,1917,3,1081,,,0,0,0,,2869
[20/10/2018 17:30],,,,1917,3,1081,,,0,0,0,,2869
[20/10/2018 18:00],,,,1356,0,1086,,,0,0,0,,2702
[20/10/2018 18:30],,,,1356,0,1086,,,0,0,0,,2702
[20/10/2018 19:00],,,,1356,0,1086,,,0,-36,0,,2917
[20/10/2018 19:30],,,,1356,0,1086,,,0,-36,0,,2917
[20/10/2018 20:00],,,,1356,0,1086,,,0,0,0,,2955
[20/10/2018 20:30],,,,1356,0,1086,,,0,0,0,,2955
[20/10/2018 21:00],,,,1356,18,1025,,,0,0,0,,2687
[20/10/2018 21:30],,,,1356,18,1025,,,0,0,0,,2687
[20/10/2018 22:00],,,,1355,13,974,,,0,0,0,,2518
[20/10/2018 22:30],,,,1355,13,974,,,0,0,0,,2518
[20/10/2018 23:00],,,,1358,0,875,,,0,0,0,,2472
[20/10/2018 23:30],,,,1358,0,875,,,0,0,0,,2472
[21/10/2018 00:00],,,,1071,0,850,,,0,0,0,,2511
[21/10/2018 00:30],,,,1071,0,850,,,0,0,0,,2511
[21/10/2018 01:00],,,,1067,0,800,,,0,0,0,,2404
[21/10/2018 01:30],,,,1067,0,800,,,0,0,0,,2404
[21/10/2018 02:00],,,,1771,0,799,,,0,0,0,,2440
[21/10/2018 02:30],,,,1771,0,799,,,0,0,0,,2440
[21/10/2018 03:00],,,,2017,0,780,,,0,0,0,,2334
[21/10/2018 03:30],,,,2017,0,780,,,0,0,0,,2334
[21/10/2018 04:00],,,,2017,0,749,,,0,0,0,,2412
[21/10/2018 04:30],,,,2017,0,749,,,0,0,0,,2412
[21/10/2018 05:00],,,,1868,0,749,,,0,0,0,,2453
[21/10/2018 05:30],,,,1868,0,749,,,0,0,0,,2453
[21/10/2018 06:00],,,,1368,82,749,,,0,0,0,,2533
[21/10/2018 06:30],,,,1368,82,749,,,0,0,0,,2533
[21/10/2018 07:00],,,,1335,11,774,,,0,0,0,,2506
[21/10/2018 07:30],,,,1335,11,774,,,0,0,0,,2506
[21/10/2018 08:00],,,,2017,0,874,,,0,0,0,,2748
[21/10/2018 08:30],,,,2017,0,874,,,0,0,0,,2748
[21/10/2018 09:00],,,,2017,104,1025,,,0,0,0,,3387
[21/10/2018 09:30],,,,2017,104,1025,,,0,0,0,,3387
[21/10/2018 10:00],,,,2017,56,1070,,,0,0,0,,3382
[21/10/2018 10:30],,,,2017,56,1070,,,0,0,0,,3382
[21/10/2018 11:00],,,,2017,0,1070,,,0,0,0,,3225
[21/10/2018 11:30],,,,2017,0,1070,,,0,0,0,,3225
[21/10/2018 12:00],,,,2018,0,1025,,,0,0,0,,3088
[21/10/2018 12:30],,,,2018,0,1025,,,0,0,0,,3088
[21/10/2018 13:00],,,,2016,0,1025,,,0,0,0,,3122
[21/10/2018 13:30],,,,2016,0,1025,,,0,0,0,,3122
[21/10/2018 14:00],,,,2017,60,1024,,,0,0,0,,3340
[21/10/2018 14:30],,,,2017,60,1024,,,0,0,0,,3340
[21/10/2018 15:00],,,,1905,283,1025,,,0,0,0,,3567
[21/10/2018 15:30],,,,1905,283,1025,,,0,0,0,,3567
[21/10/2018 16:00],,,,1789,308,1025,,,0,0,0,,3593
[21/10/2018 16:30],,,,1789,308,1025,,,0,0,0,,3593
[21/10/2018 17:00],,,,719,233,1086,,,0,0,0,,3562
[21/10/2018 17:30],,,,719,233,1086,,,0,0,0,,3562
[21/10/2018 18:00],,,,1258,41,1086,,,0,0,0,,2986
[21/10/2018 18:30],,,,1258,41,1086,,,0,0,0,,2986
[21/10/2018 19:00],,,,984,0,1086,,,0,-77,0,,2832
[21/10/2018 19:30],,,,984,0,1086,,,0,-77,0,,2832
[21/10/2018 20:00],,,,402,0,1086,,,0,-3,0,,2867
[21/10/2018 20:30],,,,402,0,1086,,,0,-3,0,,2867
[21/10/2018 21:00],,,,875,0,974,,,0,-13,0,,2309
[21/10/2018 21:30],,,,875,0,974,,,0,-13,0,,2309
[21/10/2018 22:00],,,,596,0,850,,,0,-207,0,,2269
[21/10/2018 22:30],,,,596,0,850,,,0,-207,0,,2269
[21/10/2018 23:00],,,,0,0,695,,,-70,-144,0,,1387
[21/10/2018 23:30],,,,0,0,695,,,-70,-144,0,,1387
[22/10/2018 00:00],,,,759,0,695,,,0,-251,0,,1412
[22/10/2018 00:30],,,,759,0,695,,,0,-251,0,,1412
[22/10/2018 01:00],,,,1280,0,695,,,0,-236,0,,1642
[22/10/2018 01:30],,,,1280,0,695,,,0,-236,0,,1642
[22/10/2018 02:00],,,,20,0,695,,,0,-51,0,,1707
[22/10/2018 02:30],,,,20,0,695,,,0,-51,0,,1707
[22/10/2018 03:00],,,,344,0,695,,,0,0,0,,1840
[22/10/2018 03:30],,,,344,0,695,,,0,0,0,,1840
[22/10/2018 04:00],,,,982,0,694,,,0,0,0,,2020
[22/10/2018 04:30],,,,982,0,694,,,0,0,0,,2020
[22/10/2018 05:00],,,,45,0,693,,,0,0,0,,1722
[22/10/2018 05:30],,,,45,0,693,,,0,0,0,,1722
[22/10/2018 06:00],,,,0,0,586,,,-388,-13,0,,1212
[22/10/2018 06:30],,,,0,0,586,,,-388,-13,0,,1212
[22/10/2018 07:00],,,,300,0,321,,,0,-224,0,,1213
[22/10/2018 07:30],,,,300,0,321,,,0,-224,0,,1213
[22/10/2018 08:00],,,,128,0,1075,,,0,-478,0,,2149
[22/10/2018 08:30],,,,128,0,1075,,,0,-478,0,,2149
[22/10/2018 09:00],,,,902,0,1023,,,0,-530,0,,2097
[22/10/2018 09:30],,,,902,0,1023,,,0,-530,0,,2097
[22/10/2018 10:00],,,,1018,0,1085,,,0,-530,0,,2010
[22/10/2018 10:30],,,,1018,0,1085,,,0,-530,0,,2010
[22/10/2018 11:00],,,,1531,0,1086,,,0,-530,0,,1518
[22/10/2018 11:30],,,,1531,0,1086,,,0,-530,0,,1518
[22/10/2018 12:00],,,,2016,0,1025,,,0,-523,0,,1445
[22/10/2018 12:30],,,,2016,0,1025,,,0,-523,0,,1445
[22/10/2018 13:00],,,,2017,0,1025,,,0,-502,0,,2323
[22/10/2018 13:30],,,,2017,0,1025,,,0,-502,0,,2323
[22/10/2018 14:00],,,,2018,0,1025,,,0,-306,0,,2577
[22/10/2018 14:30],,,,2018,0,1025,,,0,-306,0,,2577
[22/10/2018 15:00],,,,1405,0,1025,,,0,-84,0,,2883
[22/10/2018 15:30],,,,1405,0,1025,,,0,-84,0,,2883
[22/10/2018 16:00],,,,1092,0,1025,,,0,0,0,,2810
[22/10/2018 16:30],,,,1092,0,1025,,,0,0,0,,2810
[22/10/2018 17:00],,,,876,0,1085,,,0,-2,0,,2905
[22/10/2018 17:30],,,,876,0,1085,,,0,-2,0,,2905
[22/10/2018 18:00],,,,1397,0,1086,,,0,0,0,,2748
[22/10/2018 18:30],,,,1397,0,1086,,,0,0,0,,2748
[22/10/2018 19:00],,,,942,0,1086,,,0,-6,0,,2935
[22/10/2018 19:30],,,,942,0,1086,,,0,-6,0,,2935
[22/10/2018 20:00],,,,1180,4,1086,,,0,0,0,,2850
[22/10/2018 20:30],,,,1180,4,1086,,,0,0,0,,2850
[22/10/2018 21:00],,,,1229,0,1025,,,0,0,0,,2464
[22/10/2018 21:30],,,,1229,0,1025,,,0,0,0,,2464
[22/10/2018 22:00],,,,547,0,973,,,0,-2,0,,1440
[22/10/2018 22:30],,,,547,0,973,,,0,-2,0,,1440
[22/10/2018 23:00],,,,528,110,692,,,0,0,0,,2053
[22/10/2018 23:30],,,,528,110,692,,,0,0,0,,2053
[23/10/2018 00:00],,,,1268,168,695,,,0,0,0,,1913
[23/10/2018 00:30],,,,1268,168,695,,,0,0,0,,1913
[23/10/2018 01:00],,,,281,328,695,,,0,0,0,,1557
[23/10/2018 01:30],,,,281,328,695,,,0,0,0,,1557
[23/10/2018 02:00],,,,0,167,657,,,-248,0,0,,1846
[23/10/2018 02:30],,,,0,167,657,,,-248,0,0,,1846
[23/10/2018 03:00],,,,86,115,0,,,0,0,0,,855
[23/10/2018 03:30],,,,86,115,0,,,0,0,0,,855
[23/10/2018 04:00],,,,421,333,384,,,0,0,0,,794
[23/10/2018 04:30],,,,421,333,384,,,0,0,0,,794
[23/10/2018 05:00],,,,0,489,692,,,-26,0,0,,2087
[23/10/2018 05:30],,,,0,489,692,,,-26,0,0,,2087
[23/10/2018 06:00],,,,0,500,824,,,-200,0,0,,2751
[23/10/2018 06:30],,,,0,500,824,,,-200,0,0,,2751
[23/10/2018 07:00],,,,31,393,1007,,,0,0,0,,1567
[23/10/2018 07:30],,,,31,393,1007,,,0,0,0,,1567
[23/10/2018 08:00],,,,0,148,895,,,-962,0,0,,1484
[23/10/2018 08:30],,,,0,148,895,,,-962,0,0,,1484
[23/10/2018 09:00],,,,0,2,1034,,,-602,0,0,,1975
[23/10/2018 09:30],,,,0,2,1034,,,-602,0,0,,1975
[23/10/2018 10:00],,,,233,0,896,,,0,0,0,,881
[23/10/2018 10:30],,,,233,0,896,,,0,0,0,,881
[23/10/2018 11:00],,,,239,0,1084,,,0,0,0,,541
[23/10/2018 11:30],,,,239,0,1084,,,0,0,0,,541
[23/10/2018 12:00],,,,1669,19,1025,,,0,0,0,,984
[23/10/2018 12:30],,,,1669,19,1025,,,0,0,0,,984
[23/10/2018 13:00],,,,2017,3,1025,,,0,0,0,,678
[23/10/2018 13:30],,,,2017,3,1025,,,0,0,0,,678
[23/10/2018 14:00],,,,2017,0,1024,,,0,-98,0,,1572
[23/10/2018 14:30],,,,2017,0,1024,,,0,-98,0,,1572
[23/10/2018 15:00],,,,1506,0,810,,,0,-35,0,,1472
[23/10/2018 15:30],,,,1506,0,810,,,0,-35,0,,1472
[23/10/2018 16:00],,,,485,0,395,,,0,0,0,,1542
[23/10/2018 16:30],,,,485,0,395,,,0,0,0,,1542
[23/10/2018 17:00],,,,1280,0,1076,,,0,-8,0,,2731
[23/10/2018 17:30],,,,1280,0,1076,,,0,-8,0,,2731
[23/10/2018 18:00],,,,1664,0,1086,,,0,-8,0,,2527
[23/10/2018 18:30],,,,1664,0,1086,,,0,-8,0,,2527
[23/10/2018 19:00],,,,1564,0,1086,,,0,-191,0,,2454
[23/10/2018 19:30],,,,1564,0,1086,,,0,-191,0,,2454
[23/10/2018 20:00],,,,1592,0,1086,,,0,-265,0,,2142
[23/10/2018 20:30],,,,1592,0,1086,,,0,-265,0,,2142
[23/10/2018 21:00],,,,1592,0,1025,,,0,-61,0,,1583
[23/10/2018 21:30],,,,1592,0,1025,,,0,-61,0,,1583
[23/10/2018 22:00],,,,1592,0,874,,,0,-153,0,,1427
[23/10/2018 22:30],,,,1592,0,874,,,0,-153,0,,1427
[23/10/2018 23:00],,,,1592,13,724,,,0,-61,0,,1735
[23/10/2018 23:30],,,,1592,13,724,,,0,-61,0,,1735
[24/10/2018 00:00],,,,0,0,675,,,-92,-2,0,,1325
[24/10/2018 00:30],,,,0,0,675,,,-92,-2,0,,1325
[24/10/2018 01:00],,,,0,0,675,,,-739,-1,0,,1345
[24/10/2018 01:30],,,,0,0,675,,,-739,-1,0,,1345
[24/10/2018 02:00],,,,0,0,674,,,-1580,-102,0,,1485
[24/10/2018 02:30],,,,0,0,674,,,-1580,-102,0,,1485
[24/10/2018 03:00],,,,0,0,624,,,-1,-8,0,,893
[24/10/2018 03:30],,,,0,0,624,,,-1,-8,0,,893
[24/10/2018 04:00],,,,338,0,624,,,0,0,0,,1062
[24/10/2018 04:30],,,,338,0,624,,,0,0,0,,1062
[24/10/2018 05:00],,,,0,19,674,,,-237,0,0,,1961
[24/10/2018 05:30],,,,0,19,674,,,-237,0,0,,1961
[24/10/2018 06:00],,,,0,150,847,,,-82,0,0,,1114
[24/10/2018 06:30],,,,0,150,847,,,-82,0,0,,1114
[24/10/2018 07:00],,,,0,0,1024,,,-161,-63,0,,94
[24/10/2018 07:30],,,,0,0,1024,,,-161,-63,0,,94
[24/10/2018 08:00],,,,0,0,1085,,,-815,-296,0,,470
[24/10/2018 08:30],,,,0,0,1085,,,-815,-296,0,,470
[24/10/2018 09:00],,,,0,0,1085,,,-982,-340,0,,791
[24/10/2018 09:30],,,,0,0,1085,,,-982,-340,0,,791
[24/10/2018 10:00],,,,0,0,1086,,,-962,-357,0,,342
[24/10/2018 10:30],,,,0,0,1086,,,-962,-357,0,,342
[24/10/2018 11:00],,,,680,0,1086,,,0,-365,0,,103
[24/10/2018 11:30],,,,680,0,1086,,,0,-365,0,,103
[24/10/2018 12:00],,,,1848,0,1025,,,0,-462,0,,256
[24/10/2018 12:30],,,,1848,0,1025,,,0,-462,0,,256
[24/10/2018 13:00],,,,2005,0,1025,,,0,-482,0,,-719
[24/10/2018 13:30],,,,2005,0,1025,,,0,-482,0,,-719
[24/10/2018 14:00],,,,1131,0,907,,,0,-452,0,,-419
[24/10/2018 14:30],,,,1131,0,907,,,0,-452,0,,-419
[24/10/2018 15:00],,,,63,0,771,,,0,-379,0,,126
[24/10/2018 15:30],,,,63,0,771,,,0,-379,0,,126
[24/10/2018 16:00],,,,183,0,898,,,0,-512,0,,194
[24/10/2018 16:30],,,,183,0,898,,,0,-512,0,,194
[24/10/2018 17:00],,,,0,0,1085,,,-518,-530,0,,1811
[24/10/2018 17:30],,,,0,0,1085,,,-518,-530,0,,1811
[24/10/2018 18:00],,,,467,0,1086,,,0,-530,0,,2160
[24/10/2018 18:30],,,,467,0,1086,,,0,-530,0,,2160
[24/10/2018 19:00],,,,225,0,1086,,,0,-530,0,,2160
[24/10/2018 19:30],,,,225,0,1086,,,0,-530,0,,2160
[24/10/2018 20:00],,,,900,0,1086,,,0,-530,0,,1776
[24/10/2018 20:30],,,,900,0,1086,,,0,-530,0,,1776
[24/10/2018 21:00],,,,1274,0,1025,,,0,-415,0,,875
[24/10/2018 21:30],,,,1274,0,1025,,,0,-415,0,,875
[24/10/2018 22:00],,,,808,0,960,,,0,-239,0,,1567
[24/10/2018 22:30],,,,808,0,960,,,0,-239,0,,1567
[24/10/2018 23:00],,,,307,0,923,,,0,-298,0,,1741
[24/10/2018 23:30],,,,307,0,923,,,0,-298,0,,1741
[25/10/2018 00:00],,,,435,0,720,,,0,-489,0,,1488
[25/10/2018 00:30],,,,435,0,720,,,0,-489,0,,1488
[25/10/2018 01:00],,,,0,0,719,,,-386,-464,0,,1685
[25/10/2018 01:30],,,,0,0,719,,,-386,-464,0,,1685
[25/10/2018 02:00],,,,356,0,719,,,0,-313,0,,1576
[25/10/2018 02:30],,,,356,0,719,,,0,-313,0,,1576
[25/10/2018 03:00],,,,791,0,718,,,0,-422,0,,1812
[25/10/2018 03:30],,,,791,0,718,,,0,-422,0,,1812
[25/10/2018 04:00],,,,447,0,718,,,0,-226,0,,2199
[25/10/2018 04:30],,,,447,0,718,,,0,-226,0,,2199
[25/10/2018 05:00],,,,0,0,972,,,-601,-27,0,,817
[25/10/2018 05:30],,,,0,0,972,,,-601,-27,0,,817
[25/10/2018 06:00],,,,0,0,1024,,,-1356,-19,0,,-260
[25/10/2018 06:30],,,,0,0,1024,,,-1356,-19,0,,-260
[25/10/2018 07:00],,,,0,0,1025,,,-1249,-255,0,,-1463
[25/10/2018 07:30],,,,0,0,1025,,,-1249,-255,0,,-1463
[25/10/2018 08:00],,,,0,0,1085,,,-1318,-495,0,,141
[25/10/2018 08:30],,,,0,0,1085,,,-1318,-495,0,,141
[25/10/2018 09:00],,,,0,0,1086,,,-1426,-530,0,,481
[25/10/2018 09:30],,,,0,0,1086,,,-1426,-530,0,,481
[25/10/2018 10:00],,,,0,0,1086,,,-1366,-530,0,,-81
[25/10/2018 10:30],,,,0,0,1086,,,-1366,-530,0,,-81
[25/10/2018 11:00],,,,308,0,1086,,,0,-530,0,,124
[25/10/2018 11:30],,,,308,0,1086,,,0,-530,0,,124
[25/10/2018 12:00],,,,1405,0,1025,,,0,-488,0,,181
[25/10/2018 12:30],,,,1405,0,1025,,,0,-488,0,,181
[25/10/2018 13:00],,,,1558,0,1025,,,0,-275,0,,-214
[25/10/2018 13:30],,,,1558,0,1025,,,0,-275,0,,-214
[25/10/2018 14:00],,,,1900,0,1025,,,0,-46,0,,-180
[25/10/2018 14:30],,,,1900,0,1025,,,0,-46,0,,-180
[25/10/2018 15:00],,,,338,0,906,,,0,0,0,,-297
[25/10/2018 15:30],,,,338,0,906,,,0,0,0,,-297
[25/10/2018 16:00],,,,231,0,969,,,0,-8,0,,1213
[25/10/2018 16:30],,,,231,0,969,,,0,-8,0,,1213
[25/10/2018 17:00],,,,0,0,1085,,,-445,-157,0,,2559
[25/10/2018 17:30],,,,0,0,1085,,,-445,-157,0,,2559
[25/10/2018 18:00],,,,759,0,1086,,,0,-246,0,,2713
[25/10/2018 18:30],,,,759,0,1086,,,0,-246,0,,2713
[25/10/2018 19:00],,,,581,0,1086,,,0,-48,0,,2070
[25/10/2018 19:30],,,,581,0,1086,,,0,-48,0,,2070
[25/10/2018 20:00],,,,587,0,1086,,,0,0,0,,1149
[25/10/2018 20:30],,,,587,0,1086,,,0,0,0,,1149
[25/10/2018 21:00],,,,513,64,1025,,,0,0,0,,1378
[25/10/2018 21:30],,,,513,64,1025,,,0,0,0,,1378
[25/10/2018 22:00],,,,512,0,1023,,,0,0,0,,597
[25/10/2018 22:30],,,,512,0,1023,,,0,0,0,,597
[25/10/2018 23:00],,,,469,112,728,,,0,0,0,,1481
[25/10/2018 23:30],,,,469,112,728,,,0,0,0,,1481
[26/10/2018 00:00],,,,511,310,726,,,0,0,0,,1436
[26/10/2018 00:30],,,,511,310,726,,,0,0,0,,1436
[26/10/2018 01:00],,,,366,475,726,,,0,0,0,,2276
[26/10/2018 01:30],,,,366,475,726,,,0,0,0,,2276
[26/10/2018 02:00],,,,186,500,726,,,0,0,0,,2675
[26/10/2018 02:30],,,,186,500,726,,,0,0,0,,2675
[26/10/2018 03:00],,,,0,500,726,,,-336,0,0,,2209
[26/10/2018 03:30],,,,0,500,726,,,-336,0,0,,2209
[26/10/2018 04:00],,,,285,500,725,,,0,0,0,,1707
[26/10/2018 04:30],,,,285,500,725,,,0,0,0,,1707
[26/10/2018 05:00],,,,128,500,813,,,0,0,0,,1923
[26/10/2018 05:30],,,,128,500,813,,,0,0,0,,1923
[26/10/2018 06:00],,,,170,457,921,,,0,0,0,,983
[26/10/2018 06:30],,,,170,457,921,,,0,0,0,,983
[26/10/2018 07:00],,,,102,188,1017,,,0,0,0,,1105
[26/10/2018 07:30],,,,102,188,1017,,,0,0,0,,1105
[26/10/2018 08:00],,,,0,0,1085,,,-219,-77,0,,1396
[26/10/2018 08:30],,,,0,0,1085,,,-219,-77,0,,1396
[26/10/2018 09:00],,,,0,0,1086,,,-247,-67,0,,1164
[26/10/2018 09:30],,,,0,0,1086,,,-247,-67,0,,1164
[26/10/2018 10:00],,,,699,0,1086,,,0,-5,0,,327
[26/10/2018 10:30],,,,699,0,1086,,,0,-5,0,,327
[26/10/2018 11:00],,,,1837,0,1085,,,0,-11,0,,-271
[26/10/2018 11:30],,,,1837,0,1085,,,0,-11,0,,-271
[26/10/2018 12:00],,,,2017,0,1025,,,0,0,0,,-183
[26/10/2018 12:30],,,,2017,0,1025,,,0,0,0,,-183
[26/10/2018 13:00],,,,2018,51,1025,,,0,0,0,,-153
