Date (WET),DAY AHEAD NTC (to Great Britain),DAY AHEAD NTC (from Great Britain),BE to GB (from Belgium),FR to GB (from France),ISEM to GB (from ISEM),NL to GB (from Netherlands),NO to GB (from Norway),GB to BE (to Belgium),GB to FR (to France),GB to ISEM (to ISEM),GB to NL (to Netherlands),GB to NO (to Norway),NET IMPORT
,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW
[19/11/2020 10:00],,,1023,1826,0,879,,0,0,-530,0,,980
[19/11/2020 10:30],,,1023,1826,0,879,,0,0,-530,0,,980
[19/11/2020 11:00],,,1023,1768,0,1073,,0,0,-530,0,,1114
[19/11/2020 11:30],,,1023,1768,0,1073,,0,0,-530,0,,1114
[19/11/2020 12:00],,,972,1624,0,1024,,0,0,-456,0,,1014
[19/11/2020 12:30],,,972,1624,0,1024,,0,0,-456,0,,1014
[19/11/2020 13:00],,,964,1623,0,693,,0,0,-169,0,,675
[19/11/2020 13:30],,,964,1623,0,693,,0,0,-169,0,,675
[19/11/2020 14:00],,,347,1623,131,0,,0,0,0,-164,,-799
[19/11/2020 14:30],,,347,1623,131,0,,0,0,0,-164,,-799
[19/11/2020 15:00],,,0,1623,420,0,,-101,0,0,-415,,-1498
[19/11/2020 15:30],,,0,1623,420,0,,-101,0,0,-415,,-1498
[19/11/2020 16:00],,,692,1624,500,481,,0,0,0,0,,190
[19/11/2020 16:30],,,692,1624,500,481,,0,0,0,0,,190
[19/11/2020 17:00],,,1042,1920,500,1085,,0,0,0,0,,1144
[19/11/2020 17:30],,,1042,1920,500,1085,,0,0,0,0,,1144
[19/11/2020 18:00],,,1044,2019,500,1073,,0,0,0,0,,1208
[19/11/2020 18:30],,,1044,2019,500,1073,,0,0,0,0,,1208
[19/11/2020 19:00],,,1044,2020,500,782,,0,0,0,0,,1226
[19/11/2020 19:30],,,1044,2020,500,782,,0,0,0,0,,1226
[19/11/2020 20:00],,,1044,2020,500,817,,0,0,0,0,,1713
[19/11/2020 20:30],,,1044,2020,500,817,,0,0,0,0,,1713
[19/11/2020 21:00],,,1023,2020,500,687,,0,0,0,0,,2017
[19/11/2020 21:30],,,1023,2020,500,687,,0,0,0,0,,2017
[19/11/2020 22:00],,,1023,2020,500,877,,0,0,0,0,,2391
[19/11/2020 22:30],,,1023,2020,500,877,,0,0,0,0,,2391
[19/11/2020 23:00],,,923,2006,500,924,,0,0,0,0,,2497
[19/11/2020 23:30],,,923,2006,500,924,,0,0,0,0,,2497
[20/11/2020 00:00],,,895,0,500,898,,0,-16,0,0,,4245
[20/11/2020 00:30],,,895,0,500,898,,0,-16,0,0,,4245
[20/11/2020 01:00],,,822,125,500,826,,0,0,0,0,,3957
[20/11/2020 01:30],,,822,125,500,826,,0,0,0,0,,3957
[20/11/2020 02:00],,,822,412,500,823,,0,0,0,0,,3952
[20/11/2020 02:30],,,822,412,500,823,,0,0,0,0,,3952
[20/11/2020 03:00],,,721,1451,500,740,,0,0,0,0,,3766
[20/11/2020 03:30],,,721,1451,500,740,,0,0,0,0,,3766
[20/11/2020 04:00],,,493,0,500,403,,0,-73,0,0,,3171
[20/11/2020 04:30],,,493,0,500,403,,0,-73,0,0,,3171
[20/11/2020 05:00],,,150,1864,500,661,,0,0,0,0,,3087
[20/11/2020 05:30],,,150,1864,500,661,,0,0,0,0,,3087
[20/11/2020 06:00],,,264,1718,500,459,,0,0,0,0,,3295
[20/11/2020 06:30],,,264,1718,500,459,,0,0,0,0,,3295
[20/11/2020 07:00],,,868,164,500,0,,0,0,0,0,,3539
[20/11/2020 07:30],,,868,164,500,0,,0,0,0,0,,3539
[20/11/2020 08:00],,,1023,0,500,1030,,0,-1034,0,0,,4704
[20/11/2020 08:30],,,1023,0,500,1030,,0,-1034,0,0,,4704
[20/11/2020 09:00],,,1023,0,500,1086,,0,-632,0,0,,4759
[20/11/2020 09:30],,,1023,0,500,1086,,0,-632,0,0,,4759
[20/11/2020 10:00],,,1022,0,493,1075,,0,-977,0,0,,4747
[20/11/2020 10:30],,,1022,0,493,1075,,0,-977,0,0,,4747
[20/11/2020 11:00],,,827,0,335,824,,0,-1443,0,0,,4301
[20/11/2020 11:30],,,827,0,335,824,,0,-1443,0,0,,4301
[20/11/2020 12:00],,,468,0,437,573,,0,-1451,0,0,,3675
[20/11/2020 12:30],,,468,0,437,573,,0,-1451,0,0,,3675
[20/11/2020 13:00],,,0,0,490,0,,-154,-1451,0,-102,,356
[20/11/2020 13:30],,,0,0,490,0,,-154,-1451,0,-102,,356
[20/11/2020 14:00],,,0,0,500,0,,-359,-1451,0,-132,,262
[20/11/2020 14:30],,,0,0,500,0,,-359,-1451,0,-132,,262
[20/11/2020 15:00],,,0,0,500,1,,-207,-1369,0,0,,834
[20/11/2020 15:30],,,0,0,500,1,,-207,-1369,0,0,,834
[20/11/2020 16:00],,,0,0,500,307,,-116,-1367,0,0,,2283
[20/11/2020 16:30],,,0,0,500,307,,-116,-1367,0,0,,2283
[20/11/2020 17:00],,,914,0,500,370,,0,-939,0,0,,1694
[20/11/2020 17:30],,,914,0,500,370,,0,-939,0,0,,1694
[20/11/2020 18:00],,,514,775,500,1082,,0,0,0,0,,3987
[20/11/2020 18:30],,,514,775,500,1082,,0,0,0,0,,3987
[20/11/2020 19:00],,,992,1506,500,995,,0,0,0,0,,2779
[20/11/2020 19:30],,,992,1506,500,995,,0,0,0,0,,2779
[20/11/2020 20:00],,,973,1623,500,896,,0,0,0,0,,1469
[20/11/2020 20:30],,,973,1623,500,896,,0,0,0,0,,1469
[20/11/2020 21:00],,,922,1820,500,823,,0,0,0,0,,2360
[20/11/2020 21:30],,,922,1820,500,823,,0,0,0,0,,2360
[20/11/2020 22:00],,,767,1824,500,749,,0,0,0,0,,2132
[20/11/2020 22:30],,,767,1824,500,749,,0,0,0,0,,2132
[20/11/2020 23:00],,,360,1672,483,170,,0,0,0,0,,514
[20/11/2020 23:30],,,360,1672,483,170,,0,0,0,0,,514
[21/11/2020 00:00],,,13,1720,262,0,,0,0,0,-121,,-480
[21/11/2020 00:30],,,13,1720,262,0,,0,0,0,-121,,-480
[21/11/2020 01:00],,,98,1821,310,0,,0,0,0,-131,,-871
[21/11/2020 01:30],,,98,1821,310,0,,0,0,0,-131,,-871
[21/11/2020 02:00],,,0,2018,459,0,,-51,0,0,-407,,-1304
[21/11/2020 02:30],,,0,2018,459,0,,-51,0,0,-407,,-1304
[21/11/2020 03:00],,,0,2019,354,0,,-84,0,0,-712,,-1642
[21/11/2020 03:30],,,0,2019,354,0,,-84,0,0,-712,,-1642
[21/11/2020 04:00],,,0,2020,315,0,,-214,0,0,-708,,-1764
[21/11/2020 04:30],,,0,2020,315,0,,-214,0,0,-708,,-1764
[21/11/2020 05:00],,,0,1923,95,0,,-84,0,0,-458,,-1320
[21/11/2020 05:30],,,0,1923,95,0,,-84,0,0,-458,,-1320
[21/11/2020 06:00],,,608,1713,105,0,,0,0,0,-239,,-628
[21/11/2020 06:30],,,608,1713,105,0,,0,0,0,-239,,-628
[21/11/2020 07:00],,,770,965,241,249,,0,0,0,0,,498
[21/11/2020 07:30],,,770,965,241,249,,0,0,0,0,,498
[21/11/2020 08:00],,,749,0,285,515,,0,-216,0,0,,2623
[21/11/2020 08:30],,,749,0,285,515,,0,-216,0,0,,2623
[21/11/2020 09:00],,,770,6,79,698,,0,0,0,0,,3412
[21/11/2020 09:30],,,770,6,79,698,,0,0,0,0,,3412
[21/11/2020 10:00],,,820,0,37,702,,0,-5,0,0,,3590
[21/11/2020 10:30],,,820,0,37,702,,0,-5,0,0,,3590
[21/11/2020 11:00],,,920,0,0,924,,0,-107,-83,0,,3888
[21/11/2020 11:30],,,920,0,0,924,,0,-107,-83,0,,3888
[21/11/2020 12:00],,,922,0,0,921,,0,-296,-91,0,,3759
[21/11/2020 12:30],,,922,0,0,921,,0,-296,-91,0,,3759
[21/11/2020 13:00],,,845,102,0,844,,0,0,-7,0,,3553
[21/11/2020 13:30],,,845,102,0,844,,0,0,-7,0,,3553
[21/11/2020 14:00],,,871,0,0,800,,0,-37,0,0,,3647
[21/11/2020 14:30],,,871,0,0,800,,0,-37,0,0,,3647
[21/11/2020 15:00],,,922,745,0,849,,0,0,0,0,,3709
[21/11/2020 15:30],,,922,745,0,849,,0,0,0,0,,3709
[21/11/2020 16:00],,,1044,732,0,714,,0,0,-1,0,,3947
[21/11/2020 16:30],,,1044,732,0,714,,0,0,-1,0,,3947
[21/11/2020 17:00],,,1044,740,0,1000,,0,0,-1,0,,4025
[21/11/2020 17:30],,,1044,740,0,1000,,0,0,-1,0,,4025
[21/11/2020 18:00],,,1023,1504,0,922,,0,0,-20,0,,3721
[21/11/2020 18:30],,,1023,1504,0,922,,0,0,-20,0,,3721
[21/11/2020 19:00],,,972,1624,0,967,,0,0,-24,0,,3570
[21/11/2020 19:30],,,972,1624,0,967,,0,0,-24,0,,3570
[21/11/2020 20:00],,,871,1821,0,874,,0,0,-112,0,,3334
[21/11/2020 20:30],,,871,1821,0,874,,0,0,-112,0,,3334
[21/11/2020 21:00],,,815,2020,0,824,,0,0,-328,0,,2518
[21/11/2020 21:30],,,815,2020,0,824,,0,0,-328,0,,2518
[21/11/2020 22:00],,,535,2022,0,772,,0,0,-288,0,,993
[21/11/2020 22:30],,,535,2022,0,772,,0,0,-288,0,,993
[21/11/2020 23:00],,,700,2022,0,694,,0,0,-62,0,,1178
[21/11/2020 23:30],,,700,2022,0,694,,0,0,-62,0,,1178
[22/11/2020 00:00],,,699,2022,0,583,,0,0,-6,0,,1006
[22/11/2020 00:30],,,699,2022,0,583,,0,0,-6,0,,1006
[22/11/2020 01:00],,,699,2022,0,560,,0,0,-125,0,,877
[22/11/2020 01:30],,,699,2022,0,560,,0,0,-125,0,,877
[22/11/2020 02:00],,,699,2021,77,522,,0,0,0,0,,562
[22/11/2020 02:30],,,699,2021,77,522,,0,0,0,0,,562
[22/11/2020 03:00],,,655,2021,3,286,,0,0,0,0,,464
[22/11/2020 03:30],,,655,2021,3,286,,0,0,0,0,,464
[22/11/2020 04:00],,,700,2021,0,0,,0,0,0,-102,,22
[22/11/2020 04:30],,,700,2021,0,0,,0,0,0,-102,,22
[22/11/2020 05:00],,,700,2021,0,0,,0,0,0,-607,,525
[22/11/2020 05:30],,,700,2021,0,0,,0,0,0,-607,,525
[22/11/2020 06:00],,,700,2022,0,0,,0,0,-50,-658,,517
[22/11/2020 06:30],,,700,2022,0,0,,0,0,-50,-658,,517
[22/11/2020 07:00],,,713,1924,0,0,,0,0,0,-459,,708
[22/11/2020 07:30],,,713,1924,0,0,,0,0,0,-459,,708
[22/11/2020 08:00],,,179,1652,0,752,,0,0,0,0,,2363
[22/11/2020 08:30],,,179,1652,0,752,,0,0,0,0,,2363
[22/11/2020 09:00],,,0,1380,0,829,,-79,0,0,0,,2467
[22/11/2020 09:30],,,0,1380,0,829,,-79,0,0,0,,2467
[22/11/2020 10:00],,,28,1377,0,928,,0,0,-16,0,,2630
[22/11/2020 10:30],,,28,1377,0,928,,0,0,-16,0,,2630
[22/11/2020 11:00],,,19,1377,0,1023,,0,0,-232,0,,2679
[22/11/2020 11:30],,,19,1377,0,1023,,0,0,-232,0,,2679
[22/11/2020 12:00],,,893,1377,0,973,,0,0,-449,0,,3534
[22/11/2020 12:30],,,893,1377,0,973,,0,0,-449,0,,3534
[22/11/2020 13:00],,,778,1376,0,1067,,0,0,-266,0,,3460
[22/11/2020 13:30],,,778,1376,0,1067,,0,0,-266,0,,3460
[22/11/2020 14:00],,,864,1067,0,854,,0,0,-43,0,,3484
[22/11/2020 14:30],,,864,1067,0,854,,0,0,-43,0,,3484
[22/11/2020 15:00],,,819,888,5,182,,0,0,0,0,,2862
[22/11/2020 15:30],,,819,888,5,182,,0,0,0,0,,2862
[22/11/2020 16:00],,,941,506,0,1016,,0,0,0,0,,3596
[22/11/2020 16:30],,,941,506,0,1016,,0,0,0,0,,3596
[22/11/2020 17:00],,,1044,498,0,1085,,0,0,-6,0,,3612
[22/11/2020 17:30],,,1044,498,0,1085,,0,0,-6,0,,3612
[22/11/2020 18:00],,,1044,1365,5,1085,,0,0,0,0,,3391
[22/11/2020 18:30],,,1044,1365,5,1085,,0,0,0,0,,3391
[22/11/2020 19:00],,,1044,504,42,1085,,0,0,0,0,,3657
[22/11/2020 19:30],,,1044,504,42,1085,,0,0,0,0,,3657
[22/11/2020 20:00],,,1043,0,199,1078,,0,-1226,0,0,,3828
[22/11/2020 20:30],,,1043,0,199,1078,,0,-1226,0,0,,3828
[22/11/2020 21:00],,,974,0,387,913,,0,-1884,0,0,,3652
[22/11/2020 21:30],,,974,0,387,913,,0,-1884,0,0,,3652
[22/11/2020 22:00],,,872,0,493,867,,0,-1543,0,0,,3416
[22/11/2020 22:30],,,872,0,493,867,,0,-1543,0,0,,3416
[22/11/2020 23:00],,,702,0,500,703,,0,-50,0,0,,2941
[22/11/2020 23:30],,,702,0,500,703,,0,-50,0,0,,2941
[23/11/2020 00:00],,,701,8,500,618,,0,0,0,0,,2742
[23/11/2020 00:30],,,701,8,500,618,,0,0,0,0,,2742
[23/11/2020 01:00],,,633,293,500,704,,0,0,0,0,,2923
[23/11/2020 01:30],,,633,293,500,704,,0,0,0,0,,2923
[23/11/2020 02:00],,,683,1837,499,705,,0,0,0,0,,3259
[23/11/2020 02:30],,,683,1837,499,705,,0,0,0,0,,3259
[23/11/2020 03:00],,,701,1944,379,706,,0,0,0,0,,3600
[23/11/2020 03:30],,,701,1944,379,706,,0,0,0,0,,3600
[23/11/2020 04:00],,,722,142,424,729,,0,0,0,0,,3343
[23/11/2020 04:30],,,722,142,424,729,,0,0,0,0,,3343
[23/11/2020 05:00],,,822,1042,449,795,,0,0,0,0,,3330
[23/11/2020 05:30],,,822,1042,449,795,,0,0,0,0,,3330
[23/11/2020 06:00],,,960,1751,405,209,,0,0,0,0,,2473
[23/11/2020 06:30],,,960,1751,405,209,,0,0,0,0,,2473
[23/11/2020 07:00],,,468,114,497,1,,0,0,0,0,,1662
[23/11/2020 07:30],,,468,114,497,1,,0,0,0,0,,1662
[23/11/2020 08:00],,,795,0,500,0,,0,-850,0,-211,,2524
[23/11/2020 08:30],,,795,0,500,0,,0,-850,0,-211,,2524
[23/11/2020 09:00],,,570,0,500,757,,0,-1092,0,0,,2450
[23/11/2020 09:30],,,570,0,500,757,,0,-1092,0,0,,2450
[23/11/2020 10:00],,,720,0,500,876,,0,-1094,0,0,,998
[23/11/2020 10:30],,,720,0,500,876,,0,-1094,0,0,,998
[23/11/2020 11:00],,,999,0,499,1086,,0,-1094,0,0,,701
[23/11/2020 11:30],,,999,0,499,1086,,0,-1094,0,0,,701
[23/11/2020 12:00],,,360,0,499,1047,,0,-1094,0,0,,456
[23/11/2020 12:30],,,360,0,499,1047,,0,-1094,0,0,,456
[23/11/2020 13:00],,,5,0,500,140,,0,-1094,0,0,,690
[23/11/2020 13:30],,,5,0,500,140,,0,-1094,0,0,,690
[23/11/2020 14:00],,,4,0,500,0,,0,-1093,0,0,,608
[23/11/2020 14:30],,,4,0,500,0,,0,-1093,0,0,,608
[23/11/2020 15:00],,,126,0,500,341,,0,-1093,0,0,,1348
[23/11/2020 15:30],,,126,0,500,341,,0,-1093,0,0,,1348
[23/11/2020 16:00],,,385,0,500,743,,0,-1042,0,0,,3552
[23/11/2020 16:30],,,385,0,500,743,,0,-1042,0,0,,3552
[23/11/2020 17:00],,,760,0,500,1080,,0,-578,0,0,,4372
[23/11/2020 17:30],,,760,0,500,1080,,0,-578,0,0,,4372
[23/11/2020 18:00],,,869,0,500,956,,0,-607,0,0,,2555
[23/11/2020 18:30],,,869,0,500,956,,0,-607,0,0,,2555
[23/11/2020 19:00],,,957,0,500,1050,,0,-1324,0,0,,3636
[23/11/2020 19:30],,,957,0,500,1050,,0,-1324,0,0,,3636
[23/11/2020 20:00],,,976,0,500,1041,,0,-1382,0,0,,4352
[23/11/2020 20:30],,,976,0,500,1041,,0,-1382,0,0,,4352
[23/11/2020 21:00],,,894,0,500,856,,0,-854,0,0,,2448
[23/11/2020 21:30],,,894,0,500,856,,0,-854,0,0,,2448
[23/11/2020 22:00],,,49,0,500,802,,0,-398,0,0,,585
[23/11/2020 22:30],,,49,0,500,802,,0,-398,0,0,,585
[23/11/2020 23:00],,,712,0,500,685,,0,-143,0,0,,305
[23/11/2020 23:30],,,712,0,500,685,,0,-143,0,0,,305
[24/11/2020 00:00],,,722,584,500,506,,0,0,0,0,,715
[24/11/2020 00:30],,,722,584,500,506,,0,0,0,0,,715
[24/11/2020 01:00],,,722,823,500,498,,0,0,0,0,,707
[24/11/2020 01:30],,,722,823,500,498,,0,0,0,0,,707
[24/11/2020 02:00],,,535,1995,500,553,,0,0,0,0,,575
[24/11/2020 02:30],,,535,1995,500,553,,0,0,0,0,,575
[24/11/2020 03:00],,,687,2031,500,211,,0,0,0,0,,384
[24/11/2020 03:30],,,687,2031,500,211,,0,0,0,0,,384
[24/11/2020 04:00],,,658,1975,464,386,,0,0,0,0,,535
[24/11/2020 04:30],,,658,1975,464,386,,0,0,0,0,,535
[24/11/2020 05:00],,,676,1915,220,579,,0,0,0,0,,746
[24/11/2020 05:30],,,676,1915,220,579,,0,0,0,0,,746
[24/11/2020 06:00],,,701,1899,18,0,,0,0,0,0,,108
[24/11/2020 06:30],,,701,1899,18,0,,0,0,0,0,,108
[24/11/2020 07:00],,,751,1946,0,0,,0,0,0,0,,549
[24/11/2020 07:30],,,751,1946,0,0,,0,0,0,0,,549
[24/11/2020 08:00],,,638,1829,0,417,,0,0,-112,0,,824
[24/11/2020 08:30],,,638,1829,0,417,,0,0,-112,0,,824
[24/11/2020 09:00],,,956,1521,0,596,,0,0,-388,0,,604
[24/11/2020 09:30],,,956,1521,0,596,,0,0,-388,0,,604
[24/11/2020 10:00],,,1023,1518,0,750,,0,0,-524,0,,731
[24/11/2020 10:30],,,1023,1518,0,750,,0,0,-524,0,,731
[24/11/2020 11:00],,,1023,1519,0,977,,0,0,-530,0,,1291
[24/11/2020 11:30],,,1023,1519,0,977,,0,0,-530,0,,1291
[24/11/2020 12:00],,,1023,1518,0,560,,0,0,-530,0,,1104
[24/11/2020 12:30],,,1023,1518,0,560,,0,0,-530,0,,1104
[24/11/2020 13:00],,,924,1518,0,332,,0,0,-527,0,,789
[24/11/2020 13:30],,,924,1518,0,332,,0,0,-527,0,,789
[24/11/2020 14:00],,,161,1512,0,140,,0,0,-333,0,,422
[24/11/2020 14:30],,,161,1512,0,140,,0,0,-333,0,,422
[24/11/2020 15:00],,,312,1121,0,386,,0,0,-54,0,,751
[24/11/2020 15:30],,,312,1121,0,386,,0,0,-54,0,,751
[24/11/2020 16:00],,,384,1835,0,0,,0,0,-56,-93,,1375
[24/11/2020 16:30],,,384,1835,0,0,,0,0,-56,-93,,1375
[24/11/2020 17:00],,,1019,0,0,539,,0,-638,-113,0,,2616
[24/11/2020 17:30],,,1019,0,0,539,,0,-638,-113,0,,2616
[24/11/2020 18:00],,,1044,129,0,437,,0,0,0,0,,2473
[24/11/2020 18:30],,,1044,129,0,437,,0,0,0,0,,2473
[24/11/2020 19:00],,,946,414,0,864,,0,0,0,0,,2745
[24/11/2020 19:30],,,946,414,0,864,,0,0,0,0,,2745
[24/11/2020 20:00],,,732,279,0,885,,0,0,0,0,,2865
[24/11/2020 20:30],,,732,279,0,885,,0,0,0,0,,2865
[24/11/2020 21:00],,,958,729,0,1022,,0,0,0,0,,3621
[24/11/2020 21:30],,,958,729,0,1022,,0,0,0,0,,3621
[24/11/2020 22:00],,,847,1912,0,928,,0,0,0,0,,3307
[24/11/2020 22:30],,,847,1912,0,928,,0,0,0,0,,3307
[24/11/2020 23:00],,,782,1831,0,775,,0,0,0,0,,2615
[24/11/2020 23:30],,,782,1831,0,775,,0,0,0,0,,2615
[25/11/2020 00:00],,,781,1426,75,773,,0,0,0,0,,2769
[25/11/2020 00:30],,,781,1426,75,773,,0,0,0,0,,2769
[25/11/2020 01:00],,,781,1906,0,773,,0,0,-102,0,,3023
[25/11/2020 01:30],,,781,1906,0,773,,0,0,-102,0,,3023
[25/11/2020 02:00],,,781,2020,0,772,,0,0,-197,0,,3055
[25/11/2020 02:30],,,781,2020,0,772,,0,0,-197,0,,3055
[25/11/2020 03:00],,,770,2021,0,766,,0,0,-406,0,,3038
[25/11/2020 03:30],,,770,2021,0,766,,0,0,-406,0,,3038
[25/11/2020 04:00],,,770,2020,0,623,,0,0,-421,0,,2862
[25/11/2020 04:30],,,770,2020,0,623,,0,0,-421,0,,2862
[25/11/2020 05:00],,,803,2020,0,677,,0,0,-517,0,,2485
[25/11/2020 05:30],,,803,2020,0,677,,0,0,-517,0,,2485
[25/11/2020 06:00],,,0,2021,0,305,,-49,0,-373,0,,2238
[25/11/2020 06:30],,,0,2021,0,305,,-49,0,-373,0,,2238
[25/11/2020 07:00],,,12,2021,0,105,,0,0,-124,0,,-535
[25/11/2020 07:30],,,12,2021,0,105,,0,0,-124,0,,-535
[25/11/2020 08:00],,,23,2021,0,0,,0,0,0,-102,,-304
[25/11/2020 08:30],,,23,2021,0,0,,0,0,0,-102,,-304
[25/11/2020 09:00],,,1002,2021,0,0,,0,0,-90,-150,,555
[25/11/2020 09:30],,,1002,2021,0,0,,0,0,-90,-150,,555
[25/11/2020 10:00],,,1023,2021,0,0,,0,0,-256,0,,503
[25/11/2020 10:30],,,1023,2021,0,0,,0,0,-256,0,,503
[25/11/2020 11:00],,,1012,2021,0,0,,0,0,-391,-377,,499
[25/11/2020 11:30],,,1012,2021,0,0,,0,0,-391,-377,,499
[25/11/2020 12:00],,,310,2021,0,0,,0,0,-434,-185,,1213
[25/11/2020 12:30],,,310,2021,0,0,,0,0,-434,-185,,1213
[25/11/2020 13:00],,,365,2021,0,0,,0,0,-508,-380,,1259
[25/11/2020 13:30],,,365,2021,0,0,,0,0,-508,-380,,1259
[25/11/2020 14:00],,,68,1926,0,0,,0,0,-395,-235,,838
[25/11/2020 14:30],,,68,1926,0,0,,0,0,-395,-235,,838
[25/11/2020 15:00],,,209,0,0,0,,0,-445,-227,0,,1677
[25/11/2020 15:30],,,209,0,0,0,,0,-445,-227,0,,1677
[25/11/2020 16:00],,,928,0,0,932,,0,-1297,-176,0,,3278
[25/11/2020 16:30],,,928,0,0,932,,0,-1297,-176,0,,3278
[25/11/2020 17:00],,,1044,0,0,1085,,0,-134,-124,0,,3419
[25/11/2020 17:30],,,1044,0,0,1085,,0,-134,-124,0,,3419
[25/11/2020 18:00],,,1044,1001,0,1073,,0,0,0,0,,3344
[25/11/2020 18:30],,,1044,1001,0,1073,,0,0,0,0,,3344
[25/11/2020 19:00],,,1044,1512,0,781,,0,0,0,0,,2939
[25/11/2020 19:30],,,1044,1512,0,781,,0,0,0,0,,2939
[25/11/2020 20:00],,,1044,1191,0,642,,0,0,0,0,,2951
[25/11/2020 20:30],,,1044,1191,0,642,,0,0,0,0,,2951
[25/11/2020 21:00],,,1023,1365,0,493,,0,0,0,0,,3537
[25/11/2020 21:30],,,1023,1365,0,493,,0,0,0,0,,3537
[25/11/2020 22:00],,,1021,1413,0,734,,0,0,0,0,,3776
[25/11/2020 22:30],,,1021,1413,0,734,,0,0,0,0,,3776
[25/11/2020 23:00],,,943,875,0,905,,0,0,0,0,,3869
[25/11/2020 23:30],,,943,875,0,905,,0,0,0,0,,3869
[26/11/2020 00:00],,,993,1011,23,1035,,0,0,0,0,,4049
[26/11/2020 00:30],,,993,1011,23,1035,,0,0,0,0,,4049
[26/11/2020 01:00],,,898,1902,0,1065,,0,0,0,0,,3983
[26/11/2020 01:30],,,898,1902,0,1065,,0,0,0,0,,3983
[26/11/2020 02:00],,,987,2020,0,996,,0,0,-42,0,,4004
[26/11/2020 02:30],,,987,2020,0,996,,0,0,-42,0,,4004
[26/11/2020 03:00],,,1017,2021,0,976,,0,0,-291,0,,4014
[26/11/2020 03:30],,,1017,2021,0,976,,0,0,-291,0,,4014
[26/11/2020 04:00],,,894,2023,0,796,,0,0,-321,0,,3616
[26/11/2020 04:30],,,894,2023,0,796,,0,0,-321,0,,3616
[26/11/2020 05:00],,,654,1915,0,0,,0,0,-495,-102,,107
[26/11/2020 05:30],,,654,1915,0,0,,0,0,-495,-102,,107
[26/11/2020 06:00],,,0,2006,0,0,,-252,0,-378,-542,,-2091
[26/11/2020 06:30],,,0,2006,0,0,,-252,0,-378,-542,,-2091
[26/11/2020 07:00],,,0,1816,0,282,,-426,0,-164,0,,-278
[26/11/2020 07:30],,,0,1816,0,282,,-426,0,-164,0,,-278
[26/11/2020 08:00],,,0,1750,0,0,,-76,0,-58,-539,,386
[26/11/2020 08:30],,,0,1750,0,0,,-76,0,-58,-539,,386
[26/11/2020 09:00],,,347,2019,0,0,,0,0,-135,-307,,1552
[26/11/2020 09:30],,,347,2019,0,0,,0,0,-135,-307,,1552
[26/11/2020 10:00],,,0,2022,0,0,,-325,0,-43,-616,,250
[26/11/2020 10:30],,,0,2022,0,0,,-325,0,-43,-616,,250
[26/11/2020 11:00],,,0,2021,31,0,,-507,0,0,-577,,281
[26/11/2020 11:30],,,0,2021,31,0,,-507,0,0,-577,,281
[26/11/2020 12:00],,,0,1992,0,0,,-811,0,-112,-630,,-28
[26/11/2020 12:30],,,0,1992,0,0,,-811,0,-112,-630,,-28
[26/11/2020 13:00],,,69,764,0,0,,0,0,-219,-324,,620
[26/11/2020 13:30],,,69,764,0,0,,0,0,-219,-324,,620
[26/11/2020 14:00],,,130,14,0,0,,0,0,-354,-354,,786
[26/11/2020 14:30],,,130,14,0,0,,0,0,-354,-354,,786
[26/11/2020 15:00],,,642,0,0,0,,0,-27,-228,-691,,1853
[26/11/2020 15:30],,,642,0,0,0,,0,-27,-228,-691,,1853
[26/11/2020 16:00],,,763,748,0,418,,0,0,-131,0,,3201
[26/11/2020 16:30],,,763,748,0,418,,0,0,-131,0,,3201
[26/11/2020 17:00],,,923,1356,0,574,,0,0,-166,0,,3518
[26/11/2020 17:30],,,923,1356,0,574,,0,0,-166,0,,3518
[26/11/2020 18:00],,,572,222,0,987,,0,0,-20,0,,3582
[26/11/2020 18:30],,,572,222,0,987,,0,0,-20,0,,3582
[26/11/2020 19:00],,,1014,1535,0,1083,,0,0,0,0,,4012
[26/11/2020 19:30],,,1014,1535,0,1083,,0,0,0,0,,4012
[26/11/2020 20:00],,,1044,1761,1,1034,,0,0,0,0,,4083
[26/11/2020 20:30],,,1044,1761,1,1034,,0,0,0,0,,4083
[26/11/2020 21:00],,,905,2018,74,892,,0,0,0,0,,3613
[26/11/2020 21:30],,,905,2018,74,892,,0,0,0,0,,3613
[26/11/2020 22:00],,,400,2020,0,0,,0,0,-18,0,,2150
[26/11/2020 22:30],,,400,2020,0,0,,0,0,-18,0,,2150
[26/11/2020 23:00],,,345,2002,102,0,,0,0,0,0,,2364
[26/11/2020 23:30],,,345,2002,102,0,,0,0,0,0,,2364
[27/11/2020 00:00],,,713,2002,362,304,,0,0,0,0,,3038
[27/11/2020 00:30],,,713,2002,362,304,,0,0,0,0,,3038
[27/11/2020 01:00],,,1000,2021,179,745,,0,0,0,0,,3766
[27/11/2020 01:30],,,1000,2021,179,745,,0,0,0,0,,3766
[27/11/2020 02:00],,,822,2021,0,629,,0,0,0,0,,3443
[27/11/2020 02:30],,,822,2021,0,629,,0,0,0,0,,3443
[27/11/2020 03:00],,,1001,2021,0,0,,0,0,0,0,,1765
[27/11/2020 03:30],,,1001,2021,0,0,,0,0,0,0,,1765
[27/11/2020 04:00],,,23,2021,0,147,,-20,0,-39,0,,163
[27/11/2020 04:30],,,23,2021,0,147,,-20,0,-39,0,,163
[27/11/2020 05:00],,,0,2021,0,129,,-957,0,-62,0,,-855
