Date (WET),PRIMARY HOLDING PRICE,SECONDARY HOLDING PRICE,HIGH HOLDING PRICE,PRIMARY HOLDING VOLUME,SECONDARY HOLDING VOLUME,HIGH HOLDING VOLUME
,GBP/MW/h,GBP/MW/h,GBP/MW/h,MW,MW,MW
[26/10/2018 00:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 00:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 01:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 01:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 02:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 02:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 03:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 03:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 04:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 04:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 05:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 05:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 06:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 06:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 07:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 07:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 08:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 08:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 09:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 09:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 10:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 10:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 11:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 11:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 12:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 12:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 13:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 13:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 14:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 14:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 15:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 15:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 16:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 16:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 17:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 17:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 18:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 18:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 19:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 19:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 20:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 20:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 21:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 21:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 22:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 22:30],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 23:00],218.77,218.03,52.20,171.3,105.6,-414.8
[26/10/2018 23:30],218.77,218.03,52.20,171.3,105.6,-414.8
[27/10/2018 00:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 00:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 01:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 01:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 02:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 02:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 03:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 03:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 04:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 04:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 05:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 05:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 06:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 06:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 07:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 07:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 08:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 08:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 09:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 09:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 10:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 10:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 11:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 11:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 12:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 12:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 13:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 13:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 14:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 14:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 15:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 15:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 16:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 16:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 17:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 17:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 18:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 18:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 19:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 19:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 20:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 20:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 21:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 21:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 22:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 22:30],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 23:00],218.77,218.03,52.20,120.7,74.0,-281.0
[27/10/2018 23:30],218.77,218.03,52.20,120.7,74.0,-281.0
[28/10/2018 00:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 00:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 01:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 01:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 01:00],,,,,,
[28/10/2018 01:30],,,,,,
[28/10/2018 02:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 02:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 03:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 03:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 04:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 04:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 05:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 05:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 06:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 06:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 07:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 07:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 08:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 08:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 09:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 09:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 10:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 10:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 11:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 11:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 12:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 12:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 13:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 13:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 14:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 14:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 15:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 15:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 16:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 16:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 17:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 17:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 18:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 18:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 19:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 19:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 20:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 20:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 21:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 21:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 22:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 22:30],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 23:00],218.77,218.03,52.20,202.3,121.7,-424.7
[28/10/2018 23:30],218.77,218.03,52.20,202.3,121.7,-424.7
[29/10/2018 00:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 00:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 01:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 01:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 02:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 02:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 03:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 03:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 04:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 04:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 05:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 05:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 06:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 06:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 07:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 07:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 08:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 08:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 09:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 09:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 10:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 10:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 11:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 11:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 12:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 12:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 13:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 13:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 14:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 14:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 15:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 15:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 16:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 16:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 17:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 17:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 18:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 18:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 19:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 19:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 20:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 20:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 21:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 21:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 22:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 22:30],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 23:00],218.77,218.03,52.20,126.7,63.7,-433.8
[29/10/2018 23:30],218.77,218.03,52.20,126.7,63.7,-433.8
[30/10/2018 00:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 00:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 01:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 01:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 02:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 02:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 03:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 03:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 04:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 04:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 05:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 05:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 06:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 06:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 07:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 07:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 08:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 08:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 09:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 09:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 10:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 10:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 11:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 11:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 12:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 12:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 13:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 13:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 14:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 14:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 15:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 15:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 16:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 16:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 17:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 17:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 18:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 18:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 19:00],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 19:30],218.77,218.03,52.20,139.0,57.7,-358.8
[30/10/2018 20:00],218.77,218.03,52.20,139.0,0.0,-358.8
[30/10/2018 20:30],218.77,218.03,52.20,139.0,0.0,-358.8
[30/10/2018 21:00],218.77,218.03,52.20,139.0,0.0,-358.8
[30/10/2018 21:30],218.77,218.03,52.20,139.0,0.0,-358.8
[30/10/2018 22:00],218.77,218.03,52.20,139.0,0.0,-358.8
[30/10/2018 22:30],218.77,218.03,52.20,139.0,0.0,-358.8
[30/10/2018 23:00],218.77,218.03,52.20,139.0,0.0,-358.8
[30/10/2018 23:30],218.77,218.03,52.20,139.0,0.0,-358.8
[31/10/2018 00:00],218.77,218.03,52.20,131.8,39.5,-461.6
[31/10/2018 00:30],218.77,218.03,52.20,131.8,39.5,-461.6
[31/10/2018 01:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 01:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 02:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 02:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 03:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 03:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 04:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 04:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 05:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 05:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 06:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 06:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 07:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 07:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 08:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 08:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 09:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 09:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 10:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 10:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 11:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 11:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 12:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 12:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 13:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 13:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 14:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 14:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 15:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 15:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 16:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 16:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 17:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 17:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 18:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 18:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 19:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 19:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 20:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 20:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 21:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 21:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 22:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 22:30],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 23:00],218.77,218.03,52.20,127.1,39.5,-477.6
[31/10/2018 23:30],218.77,218.03,52.20,127.1,39.5,-477.6
[01/11/2018 00:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 00:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 01:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 01:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 02:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 02:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 03:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 03:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 04:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 04:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 05:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 05:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 06:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 06:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 07:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 07:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 08:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 08:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 09:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 09:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 10:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 10:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 11:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 11:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 12:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 12:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 13:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 13:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 14:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 14:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 15:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 15:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 16:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 16:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 17:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 17:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 18:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 18:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 19:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 19:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 20:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 20:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 21:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 21:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 22:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 22:30],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 23:00],218.77,218.03,52.20,103.8,66.2,-406.1
[01/11/2018 23:30],218.77,218.03,52.20,103.8,66.2,-406.1
[02/11/2018 00:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 00:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 01:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 01:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 02:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 02:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 03:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 03:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 04:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 04:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 05:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 05:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 06:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 06:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 07:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 07:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 08:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 08:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 09:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 09:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 10:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 10:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 11:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 11:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 12:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 12:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 13:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 13:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 14:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 14:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 15:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 15:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 16:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 16:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 17:00],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 17:30],218.77,218.03,52.20,145.3,81.9,-501.9
[02/11/2018 18:00],218.77,218.03,52.20,145.3,81.9,-501.9
