Date (WET),DLH,Dynamic Containment,Dynamic FFR,EFR,Fast Reserve,LFS,MFR High,MFR Primary,MFR Secondary,Static FFR,STOR (DAY AHEAD),STOR (HISTORIC)
,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW
[22/06/2021 09:30],8.0,709.0,190.0,179.0,,60.0,617.4,482.9,313.9,128.0,1313.0,
[22/06/2021 10:00],8.0,709.0,190.0,179.0,,60.0,617.4,482.9,313.9,128.0,1313.0,
[22/06/2021 10:30],8.0,709.0,190.0,179.0,,60.0,617.4,482.9,313.9,128.0,1313.0,
[22/06/2021 11:00],8.0,709.0,188.0,179.0,,60.0,617.4,482.9,313.9,130.0,1313.0,
[22/06/2021 11:30],8.0,709.0,188.0,179.0,,60.0,617.4,482.9,313.9,130.0,1313.0,
[22/06/2021 12:00],4.0,709.0,188.0,179.0,,59.0,617.4,482.9,313.9,130.0,1313.0,
[22/06/2021 12:30],4.0,709.0,188.0,179.0,,59.0,617.4,482.9,313.9,130.0,1313.0,
[22/06/2021 13:00],4.0,709.0,188.0,179.0,,59.0,617.4,482.9,313.9,130.0,1313.0,
[22/06/2021 13:30],4.0,709.0,188.0,179.0,,59.0,617.4,482.9,313.9,130.0,1313.0,
[22/06/2021 14:00],4.0,709.0,188.0,179.0,,59.0,617.4,482.9,313.9,130.0,0.0,
[22/06/2021 14:30],4.0,709.0,188.0,179.0,,59.0,617.4,482.9,313.9,130.0,0.0,
[22/06/2021 15:00],4.0,709.0,173.0,179.0,,59.0,617.4,482.9,313.9,120.0,0.0,
[22/06/2021 15:30],4.0,709.0,173.0,179.0,,59.0,617.4,482.9,313.9,120.0,0.0,
[22/06/2021 16:00],4.0,709.0,173.0,179.0,,68.0,617.4,482.9,313.9,120.0,1313.0,
[22/06/2021 16:30],4.0,709.0,173.0,179.0,,68.0,617.4,482.9,313.9,120.0,1313.0,
[22/06/2021 17:00],4.0,709.0,173.0,179.0,,68.0,617.4,482.9,313.9,120.0,1313.0,
[22/06/2021 17:30],4.0,709.0,173.0,179.0,,68.0,617.4,482.9,313.9,120.0,1313.0,
[22/06/2021 18:00],4.0,709.0,173.0,179.0,,68.0,617.4,482.9,313.9,120.0,1313.0,
[22/06/2021 18:30],4.0,709.0,173.0,179.0,,68.0,617.4,482.9,313.9,120.0,1313.0,
[22/06/2021 19:00],4.0,709.0,174.0,179.0,,68.0,617.4,482.9,313.9,122.0,1313.0,
[22/06/2021 19:30],4.0,709.0,174.0,179.0,,68.0,617.4,482.9,313.9,122.0,1313.0,
[22/06/2021 20:00],4.0,709.0,174.0,179.0,,93.0,617.4,482.9,313.9,122.0,1313.0,
[22/06/2021 20:30],4.0,709.0,174.0,179.0,,93.0,617.4,482.9,313.9,122.0,1313.0,
[22/06/2021 21:00],4.0,709.0,174.0,179.0,,93.0,617.4,482.9,313.9,122.0,1313.0,
[22/06/2021 21:30],4.0,709.0,174.0,179.0,,93.0,617.4,482.9,313.9,122.0,1313.0,
[22/06/2021 22:00],4.0,709.0,174.0,179.0,,93.0,617.4,482.9,313.9,122.0,0.0,
[22/06/2021 22:30],4.0,709.0,174.0,179.0,,93.0,617.4,482.9,313.9,122.0,0.0,
[22/06/2021 23:00],4.0,662.0,179.0,179.0,,93.0,617.4,482.9,313.9,0.0,0.0,
[22/06/2021 23:30],4.0,662.0,179.0,179.0,,93.0,617.4,482.9,313.9,0.0,0.0,
[23/06/2021 00:00],7.0,662.0,179.0,179.0,,97.0,659.9,522.0,334.6,0.0,0.0,
[23/06/2021 00:30],7.0,662.0,179.0,179.0,,97.0,659.9,522.0,334.6,0.0,0.0,
[23/06/2021 01:00],7.0,662.0,179.0,179.0,0.0,97.0,561.9,429.4,303.9,0.0,0.0,
[23/06/2021 01:30],7.0,662.0,179.0,179.0,0.0,97.0,561.9,429.4,303.9,0.0,0.0,
[23/06/2021 02:00],7.0,662.0,179.0,179.0,0.0,97.0,561.9,429.4,303.9,0.0,0.0,
[23/06/2021 02:30],7.0,662.0,179.0,179.0,0.0,97.0,561.9,429.4,303.9,0.0,0.0,
[23/06/2021 03:00],7.0,662.0,179.0,179.0,0.0,97.0,561.9,429.4,303.9,0.0,0.0,
[23/06/2021 03:30],7.0,662.0,179.0,179.0,0.0,97.0,561.9,429.4,303.9,0.0,0.0,
[23/06/2021 04:00],4.0,662.0,179.0,179.0,0.0,97.0,561.9,429.4,303.9,0.0,0.0,
[23/06/2021 04:30],4.0,662.0,179.0,179.0,0.0,97.0,561.9,429.4,303.9,0.0,0.0,
[23/06/2021 05:00],4.0,662.0,179.0,179.0,0.0,97.0,561.9,429.4,303.9,0.0,0.0,
[23/06/2021 05:30],4.0,662.0,179.0,179.0,0.0,97.0,561.9,429.4,303.9,0.0,0.0,
[23/06/2021 06:00],4.0,662.0,179.0,179.0,0.0,97.0,561.9,429.4,303.9,0.0,0.0,
[23/06/2021 06:30],4.0,662.0,179.0,179.0,0.0,97.0,561.9,429.4,303.9,0.0,1289.0,
[23/06/2021 07:00],4.0,662.0,190.0,179.0,0.0,97.0,561.9,429.4,303.9,128.0,1289.0,
[23/06/2021 07:30],4.0,662.0,190.0,179.0,0.0,97.0,561.9,429.4,303.9,128.0,1289.0,
[23/06/2021 08:00],5.0,662.0,190.0,179.0,0.0,93.0,561.9,429.4,303.9,128.0,1289.0,
[23/06/2021 08:30],5.0,662.0,190.0,179.0,0.0,93.0,561.9,429.4,303.9,128.0,1289.0,
[23/06/2021 09:00],5.0,662.0,190.0,179.0,0.0,93.0,561.9,429.4,303.9,128.0,1289.0,
[23/06/2021 09:30],5.0,662.0,190.0,179.0,0.0,93.0,561.9,429.4,303.9,128.0,1289.0,
[23/06/2021 10:00],5.0,662.0,190.0,179.0,0.0,93.0,561.9,429.4,303.9,128.0,1289.0,
[23/06/2021 10:30],5.0,662.0,190.0,179.0,0.0,93.0,561.9,429.4,303.9,128.0,1289.0,
[23/06/2021 11:00],5.0,662.0,188.0,179.0,0.0,93.0,561.9,429.4,303.9,130.0,1289.0,
[23/06/2021 11:30],5.0,662.0,188.0,179.0,0.0,93.0,561.9,429.4,303.9,130.0,1289.0,
[23/06/2021 12:00],4.0,662.0,188.0,179.0,0.0,93.0,561.9,429.4,303.9,130.0,1289.0,
[23/06/2021 12:30],4.0,662.0,188.0,179.0,0.0,93.0,561.9,429.4,303.9,130.0,1289.0,
[23/06/2021 13:00],4.0,662.0,188.0,179.0,0.0,93.0,561.9,429.4,303.9,130.0,1289.0,
[23/06/2021 13:30],4.0,662.0,188.0,179.0,0.0,93.0,561.9,429.4,303.9,130.0,1289.0,
[23/06/2021 14:00],4.0,662.0,188.0,179.0,0.0,93.0,561.9,429.4,303.9,130.0,0.0,
[23/06/2021 14:30],4.0,662.0,188.0,179.0,0.0,93.0,561.9,429.4,303.9,130.0,0.0,
[23/06/2021 15:00],4.0,662.0,173.0,179.0,0.0,93.0,561.9,429.4,303.9,120.0,0.0,
[23/06/2021 15:30],4.0,662.0,173.0,179.0,0.0,93.0,561.9,429.4,303.9,120.0,0.0,
[23/06/2021 16:00],4.0,662.0,173.0,179.0,0.0,94.0,561.9,429.4,303.9,120.0,1289.0,
[23/06/2021 16:30],4.0,662.0,173.0,179.0,0.0,94.0,561.9,429.4,303.9,120.0,1289.0,
[23/06/2021 17:00],4.0,662.0,173.0,179.0,0.0,94.0,561.9,429.4,303.9,120.0,1289.0,
[23/06/2021 17:30],4.0,662.0,173.0,179.0,0.0,94.0,561.9,429.4,303.9,120.0,1289.0,
[23/06/2021 18:00],4.0,662.0,173.0,179.0,0.0,94.0,561.9,429.4,303.9,120.0,1289.0,
[23/06/2021 18:30],4.0,662.0,173.0,179.0,0.0,94.0,561.9,429.4,303.9,120.0,1289.0,
[23/06/2021 19:00],4.0,662.0,174.0,179.0,0.0,94.0,561.9,429.4,303.9,122.0,1289.0,
[23/06/2021 19:30],4.0,662.0,174.0,179.0,0.0,94.0,561.9,429.4,303.9,122.0,1289.0,
[23/06/2021 20:00],4.0,662.0,174.0,179.0,0.0,95.0,561.9,429.4,303.9,122.0,1289.0,
[23/06/2021 20:30],4.0,662.0,174.0,179.0,0.0,95.0,561.9,429.4,303.9,122.0,1289.0,
[23/06/2021 21:00],4.0,662.0,174.0,179.0,0.0,95.0,561.9,429.4,303.9,122.0,1289.0,
[23/06/2021 21:30],4.0,662.0,174.0,179.0,0.0,95.0,561.9,429.4,303.9,122.0,1289.0,
[23/06/2021 22:00],4.0,662.0,174.0,179.0,0.0,95.0,561.9,429.4,303.9,122.0,0.0,
[23/06/2021 22:30],4.0,662.0,174.0,179.0,0.0,95.0,561.9,429.4,303.9,122.0,0.0,
[23/06/2021 23:00],4.0,715.0,179.0,179.0,0.0,95.0,561.9,429.4,303.9,0.0,0.0,
[23/06/2021 23:30],4.0,715.0,179.0,179.0,0.0,95.0,561.9,429.4,303.9,0.0,0.0,
[24/06/2021 00:00],7.0,715.0,179.0,179.0,0.0,100.0,591.7,439.9,310.8,0.0,0.0,
[24/06/2021 00:30],7.0,715.0,179.0,179.0,0.0,100.0,591.7,439.9,310.8,0.0,0.0,
[24/06/2021 01:00],7.0,715.0,179.0,179.0,,100.0,494.6,388.3,287.3,0.0,0.0,
[24/06/2021 01:30],7.0,715.0,179.0,179.0,,100.0,494.6,388.3,287.3,0.0,0.0,
[24/06/2021 02:00],7.0,715.0,179.0,179.0,,100.0,494.6,388.3,287.3,0.0,0.0,
[24/06/2021 02:30],7.0,715.0,179.0,179.0,,100.0,494.6,388.3,287.3,0.0,0.0,
[24/06/2021 03:00],7.0,715.0,179.0,179.0,,100.0,494.6,388.3,287.3,0.0,0.0,
[24/06/2021 03:30],7.0,715.0,179.0,179.0,,100.0,494.6,388.3,287.3,0.0,0.0,
[24/06/2021 04:00],4.0,715.0,179.0,179.0,,98.0,494.6,388.3,287.3,0.0,0.0,
[24/06/2021 04:30],4.0,715.0,179.0,179.0,,98.0,494.6,388.3,287.3,0.0,0.0,
[24/06/2021 05:00],4.0,715.0,179.0,179.0,,98.0,494.6,388.3,287.3,0.0,0.0,
[24/06/2021 05:30],4.0,715.0,179.0,179.0,,98.0,494.6,388.3,287.3,0.0,0.0,
[24/06/2021 06:00],4.0,715.0,179.0,179.0,,98.0,494.6,388.3,287.3,0.0,0.0,
[24/06/2021 06:30],4.0,715.0,179.0,179.0,,98.0,494.6,388.3,287.3,0.0,1313.0,
[24/06/2021 07:00],4.0,715.0,190.0,179.0,,98.0,494.6,388.3,287.3,128.0,1313.0,
[24/06/2021 07:30],4.0,715.0,190.0,179.0,,98.0,494.6,388.3,287.3,128.0,1313.0,
[24/06/2021 08:00],8.0,715.0,190.0,179.0,,65.0,494.6,388.3,287.3,128.0,1313.0,
[24/06/2021 08:30],8.0,715.0,190.0,179.0,,65.0,494.6,388.3,287.3,128.0,1313.0,
[24/06/2021 09:00],8.0,715.0,190.0,179.0,,65.0,494.6,388.3,287.3,128.0,1313.0,
[24/06/2021 09:30],8.0,715.0,190.0,179.0,,65.0,494.6,388.3,287.3,128.0,1313.0,
[24/06/2021 10:00],8.0,715.0,190.0,179.0,,65.0,494.6,388.3,287.3,128.0,1313.0,
[24/06/2021 10:30],8.0,715.0,190.0,179.0,,65.0,494.6,388.3,287.3,128.0,1313.0,
[24/06/2021 11:00],8.0,715.0,188.0,179.0,,65.0,494.6,388.3,287.3,130.0,1313.0,
[24/06/2021 11:30],8.0,715.0,188.0,179.0,,65.0,494.6,388.3,287.3,130.0,1313.0,
[24/06/2021 12:00],8.0,715.0,188.0,179.0,,65.0,494.6,388.3,287.3,130.0,1313.0,
[24/06/2021 12:30],8.0,715.0,188.0,179.0,,65.0,494.6,388.3,287.3,130.0,1313.0,
[24/06/2021 13:00],8.0,715.0,188.0,179.0,,65.0,494.6,388.3,287.3,130.0,1313.0,
[24/06/2021 13:30],8.0,715.0,188.0,179.0,,65.0,494.6,388.3,287.3,130.0,1313.0,
[24/06/2021 14:00],8.0,715.0,188.0,179.0,,65.0,494.6,388.3,287.3,130.0,0.0,
[24/06/2021 14:30],8.0,715.0,188.0,179.0,,65.0,494.6,388.3,287.3,130.0,0.0,
[24/06/2021 15:00],8.0,715.0,173.0,179.0,,65.0,494.6,388.3,287.3,120.0,0.0,
[24/06/2021 15:30],8.0,715.0,173.0,179.0,,65.0,494.6,388.3,287.3,120.0,0.0,
[24/06/2021 16:00],16.0,715.0,173.0,179.0,,62.0,494.6,388.3,287.3,120.0,1313.0,
[24/06/2021 16:30],16.0,715.0,173.0,179.0,,62.0,494.6,388.3,287.3,120.0,1313.0,
[24/06/2021 17:00],16.0,715.0,173.0,179.0,,62.0,494.6,388.3,287.3,120.0,1313.0,
[24/06/2021 17:30],16.0,715.0,173.0,179.0,,62.0,494.6,388.3,287.3,120.0,1313.0,
[24/06/2021 18:00],16.0,715.0,173.0,179.0,,62.0,494.6,388.3,287.3,120.0,1313.0,
[24/06/2021 18:30],16.0,715.0,173.0,179.0,,62.0,494.6,388.3,287.3,120.0,1313.0,
[24/06/2021 19:00],16.0,715.0,174.0,179.0,,62.0,494.6,388.3,287.3,122.0,1313.0,
[24/06/2021 19:30],16.0,715.0,174.0,179.0,,62.0,494.6,388.3,287.3,122.0,1313.0,
[24/06/2021 20:00],4.0,715.0,174.0,179.0,,43.0,494.6,388.3,287.3,122.0,1313.0,
[24/06/2021 20:30],4.0,715.0,174.0,179.0,,43.0,494.6,388.3,287.3,122.0,1313.0,
[24/06/2021 21:00],4.0,715.0,174.0,179.0,,43.0,494.6,388.3,287.3,122.0,1313.0,
[24/06/2021 21:30],4.0,715.0,174.0,179.0,,43.0,494.6,388.3,287.3,122.0,1313.0,
[24/06/2021 22:00],4.0,715.0,174.0,179.0,,43.0,494.6,388.3,287.3,122.0,0.0,
[24/06/2021 22:30],4.0,715.0,174.0,179.0,,43.0,494.6,388.3,287.3,122.0,0.0,
[24/06/2021 23:00],4.0,754.0,179.0,179.0,,43.0,494.6,388.3,287.3,0.0,0.0,
[24/06/2021 23:30],4.0,754.0,179.0,179.0,,43.0,494.6,388.3,287.3,0.0,0.0,
[25/06/2021 00:00],4.0,754.0,179.0,179.0,,64.0,551.0,390.1,238.5,0.0,0.0,
[25/06/2021 00:30],4.0,754.0,179.0,179.0,,64.0,551.0,390.1,238.5,0.0,0.0,
[25/06/2021 01:00],4.0,754.0,179.0,179.0,,64.0,546.7,396.4,242.3,0.0,0.0,
[25/06/2021 01:30],4.0,754.0,179.0,179.0,,64.0,546.7,396.4,242.3,0.0,0.0,
[25/06/2021 02:00],4.0,754.0,179.0,179.0,,64.0,546.7,396.4,242.3,0.0,0.0,
[25/06/2021 02:30],4.0,754.0,179.0,179.0,,64.0,546.7,396.4,242.3,0.0,0.0,
[25/06/2021 03:00],4.0,754.0,179.0,179.0,,64.0,546.7,396.4,242.3,0.0,0.0,
[25/06/2021 03:30],4.0,754.0,179.0,179.0,,64.0,546.7,396.4,242.3,0.0,0.0,
[25/06/2021 04:00],7.0,754.0,179.0,179.0,,70.0,546.7,396.4,242.3,0.0,0.0,
[25/06/2021 04:30],7.0,754.0,179.0,179.0,,70.0,546.7,396.4,242.3,0.0,0.0,
[25/06/2021 05:00],7.0,754.0,179.0,179.0,,70.0,546.7,396.4,242.3,0.0,0.0,
[25/06/2021 05:30],7.0,754.0,179.0,179.0,,70.0,546.7,396.4,242.3,0.0,0.0,
[25/06/2021 06:00],7.0,754.0,179.0,179.0,,70.0,546.7,396.4,242.3,0.0,0.0,
[25/06/2021 06:30],7.0,754.0,179.0,179.0,,70.0,546.7,396.4,242.3,0.0,1313.0,
[25/06/2021 07:00],7.0,754.0,190.0,179.0,,70.0,546.7,396.4,242.3,128.0,1313.0,
[25/06/2021 07:30],7.0,754.0,190.0,179.0,,70.0,546.7,396.4,242.3,128.0,1313.0,
[25/06/2021 08:00],5.0,754.0,190.0,179.0,,76.0,546.7,396.4,242.3,128.0,1313.0,
[25/06/2021 08:30],5.0,754.0,190.0,179.0,,76.0,546.7,396.4,242.3,128.0,1313.0,
[25/06/2021 09:00],5.0,754.0,190.0,179.0,,76.0,546.7,396.4,242.3,128.0,1313.0,
[25/06/2021 09:30],5.0,754.0,190.0,179.0,,76.0,546.7,396.4,242.3,128.0,1313.0,
[25/06/2021 10:00],5.0,754.0,190.0,179.0,,76.0,546.7,396.4,242.3,128.0,1313.0,
[25/06/2021 10:30],5.0,754.0,190.0,179.0,,76.0,546.7,396.4,242.3,128.0,1313.0,
[25/06/2021 11:00],5.0,754.0,188.0,179.0,,76.0,546.7,396.4,242.3,130.0,1313.0,
[25/06/2021 11:30],5.0,754.0,188.0,179.0,,76.0,546.7,396.4,242.3,130.0,1313.0,
[25/06/2021 12:00],4.0,754.0,188.0,179.0,,72.0,546.7,396.4,242.3,130.0,1313.0,
[25/06/2021 12:30],4.0,754.0,188.0,179.0,,72.0,546.7,396.4,242.3,130.0,1313.0,
[25/06/2021 13:00],4.0,754.0,188.0,179.0,,72.0,546.7,396.4,242.3,130.0,1313.0,
[25/06/2021 13:30],4.0,754.0,188.0,179.0,,72.0,546.7,396.4,242.3,130.0,1313.0,
[25/06/2021 14:00],4.0,754.0,188.0,179.0,,72.0,546.7,396.4,242.3,130.0,0.0,
[25/06/2021 14:30],4.0,754.0,188.0,179.0,,72.0,546.7,396.4,242.3,130.0,0.0,
[25/06/2021 15:00],4.0,754.0,173.0,179.0,,72.0,546.7,396.4,242.3,120.0,0.0,
[25/06/2021 15:30],4.0,754.0,173.0,179.0,,72.0,546.7,396.4,242.3,120.0,0.0,
[25/06/2021 16:00],16.0,754.0,173.0,179.0,,72.0,546.7,396.4,242.3,120.0,1313.0,
[25/06/2021 16:30],16.0,754.0,173.0,179.0,,72.0,546.7,396.4,242.3,120.0,1313.0,
[25/06/2021 17:00],16.0,754.0,173.0,179.0,,72.0,546.7,396.4,242.3,120.0,1313.0,
[25/06/2021 17:30],16.0,754.0,173.0,179.0,,72.0,546.7,396.4,242.3,120.0,1313.0,
[25/06/2021 18:00],16.0,754.0,173.0,179.0,,72.0,546.7,396.4,242.3,120.0,1313.0,
[25/06/2021 18:30],16.0,754.0,173.0,179.0,,72.0,546.7,396.4,242.3,120.0,1313.0,
[25/06/2021 19:00],16.0,754.0,174.0,179.0,,72.0,546.7,396.4,242.3,122.0,1313.0,
[25/06/2021 19:30],16.0,754.0,174.0,179.0,,72.0,546.7,396.4,242.3,122.0,1313.0,
[25/06/2021 20:00],16.0,754.0,174.0,179.0,,75.0,546.7,396.4,242.3,122.0,1313.0,
[25/06/2021 20:30],16.0,754.0,174.0,179.0,,75.0,546.7,396.4,242.3,122.0,1313.0,
[25/06/2021 21:00],16.0,754.0,174.0,179.0,,75.0,546.7,396.4,242.3,122.0,1313.0,
[25/06/2021 21:30],16.0,754.0,174.0,179.0,,75.0,546.7,396.4,242.3,122.0,1313.0,
[25/06/2021 22:00],16.0,754.0,174.0,179.0,,75.0,546.7,396.4,242.3,122.0,0.0,
[25/06/2021 22:30],16.0,754.0,174.0,179.0,,75.0,546.7,396.4,242.3,122.0,0.0,
[25/06/2021 23:00],16.0,802.0,179.0,179.0,,75.0,546.7,396.4,242.3,0.0,0.0,
[25/06/2021 23:30],16.0,802.0,179.0,179.0,,75.0,546.7,396.4,242.3,0.0,0.0,
[26/06/2021 00:00],8.0,802.0,186.0,179.0,,89.0,633.1,450.9,278.7,0.0,0.0,
[26/06/2021 00:30],8.0,802.0,186.0,179.0,,89.0,633.1,450.9,278.7,0.0,0.0,
[26/06/2021 01:00],8.0,802.0,186.0,179.0,,89.0,634.8,463.1,303.3,0.0,0.0,
[26/06/2021 01:30],8.0,802.0,186.0,179.0,,89.0,634.8,463.1,303.3,0.0,0.0,
[26/06/2021 02:00],8.0,802.0,186.0,179.0,,89.0,634.8,463.1,303.3,0.0,0.0,
[26/06/2021 02:30],8.0,802.0,186.0,179.0,,89.0,634.8,463.1,303.3,0.0,0.0,
[26/06/2021 03:00],8.0,802.0,186.0,179.0,,89.0,634.8,463.1,303.3,0.0,0.0,
[26/06/2021 03:30],8.0,802.0,186.0,179.0,,89.0,634.8,463.1,303.3,0.0,0.0,
[26/06/2021 04:00],8.0,802.0,186.0,179.0,,86.0,634.8,463.1,303.3,0.0,0.0,
[26/06/2021 04:30],8.0,802.0,186.0,179.0,,86.0,634.8,463.1,303.3,0.0,0.0,
[26/06/2021 05:00],8.0,802.0,186.0,179.0,,86.0,634.8,463.1,303.3,0.0,0.0,
[26/06/2021 05:30],8.0,802.0,186.0,179.0,,86.0,634.8,463.1,303.3,0.0,0.0,
[26/06/2021 06:00],8.0,802.0,186.0,179.0,,86.0,634.8,463.1,303.3,0.0,0.0,
[26/06/2021 06:30],8.0,802.0,186.0,179.0,,86.0,634.8,463.1,303.3,0.0,1292.0,
[26/06/2021 07:00],8.0,802.0,183.0,179.0,,86.0,634.8,463.1,303.3,128.0,1292.0,
[26/06/2021 07:30],8.0,802.0,183.0,179.0,,86.0,634.8,463.1,303.3,128.0,1292.0,
[26/06/2021 08:00],8.0,802.0,183.0,179.0,,62.0,634.8,463.1,303.3,128.0,1292.0,
[26/06/2021 08:30],8.0,802.0,183.0,179.0,,62.0,634.8,463.1,303.3,128.0,1292.0,
[26/06/2021 09:00],8.0,802.0,183.0,179.0,,62.0,634.8,463.1,303.3,128.0,1292.0,
[26/06/2021 09:30],8.0,802.0,183.0,179.0,,62.0,634.8,463.1,303.3,128.0,1292.0,
[26/06/2021 10:00],8.0,802.0,183.0,179.0,,62.0,634.8,463.1,303.3,128.0,1292.0,
[26/06/2021 10:30],8.0,802.0,183.0,179.0,,62.0,634.8,463.1,303.3,128.0,1292.0,
[26/06/2021 11:00],8.0,802.0,181.0,179.0,,62.0,634.8,463.1,303.3,130.0,1292.0,
[26/06/2021 11:30],8.0,802.0,181.0,179.0,,62.0,634.8,463.1,303.3,130.0,1292.0,
[26/06/2021 12:00],10.0,802.0,181.0,179.0,,61.0,634.8,463.1,303.3,130.0,1292.0,
[26/06/2021 12:30],10.0,802.0,181.0,179.0,,61.0,634.8,463.1,303.3,130.0,1292.0,
[26/06/2021 13:00],10.0,802.0,181.0,179.0,,61.0,634.8,463.1,303.3,130.0,1292.0,
[26/06/2021 13:30],10.0,802.0,181.0,179.0,,61.0,634.8,463.1,303.3,130.0,1292.0,
[26/06/2021 14:00],10.0,802.0,181.0,179.0,,61.0,634.8,463.1,303.3,130.0,0.0,
[26/06/2021 14:30],10.0,802.0,181.0,179.0,,61.0,634.8,463.1,303.3,130.0,0.0,
[26/06/2021 15:00],10.0,802.0,173.0,179.0,,61.0,634.8,463.1,303.3,122.0,0.0,
[26/06/2021 15:30],10.0,802.0,173.0,179.0,,61.0,634.8,463.1,303.3,122.0,0.0,
[26/06/2021 16:00],19.0,802.0,173.0,179.0,,63.0,634.8,463.1,303.3,122.0,1292.0,
[26/06/2021 16:30],19.0,802.0,173.0,179.0,,63.0,634.8,463.1,303.3,122.0,1292.0,
[26/06/2021 17:00],19.0,802.0,173.0,179.0,,63.0,634.8,463.1,303.3,122.0,1292.0,
[26/06/2021 17:30],19.0,802.0,173.0,179.0,,63.0,634.8,463.1,303.3,122.0,1292.0,
[26/06/2021 18:00],19.0,802.0,173.0,179.0,,63.0,634.8,463.1,303.3,122.0,1292.0,
[26/06/2021 18:30],19.0,802.0,173.0,179.0,,63.0,634.8,463.1,303.3,122.0,1292.0,
[26/06/2021 19:00],19.0,802.0,173.0,179.0,,63.0,634.8,463.1,303.3,122.0,1292.0,
[26/06/2021 19:30],19.0,802.0,173.0,179.0,,63.0,634.8,463.1,303.3,122.0,1292.0,
[26/06/2021 20:00],17.0,802.0,173.0,179.0,,65.0,634.8,463.1,303.3,122.0,1292.0,
[26/06/2021 20:30],17.0,802.0,173.0,179.0,,65.0,634.8,463.1,303.3,122.0,1292.0,
[26/06/2021 21:00],17.0,802.0,173.0,179.0,,65.0,634.8,463.1,303.3,122.0,1292.0,
[26/06/2021 21:30],17.0,802.0,173.0,179.0,,65.0,634.8,463.1,303.3,122.0,1292.0,
[26/06/2021 22:00],17.0,802.0,173.0,179.0,,65.0,634.8,463.1,303.3,122.0,0.0,
[26/06/2021 22:30],17.0,802.0,173.0,179.0,,65.0,634.8,463.1,303.3,122.0,0.0,
[26/06/2021 23:00],17.0,816.0,186.0,179.0,,65.0,634.8,463.1,303.3,0.0,0.0,
[26/06/2021 23:30],17.0,816.0,186.0,179.0,,65.0,634.8,463.1,303.3,0.0,0.0,
[27/06/2021 00:00],8.0,816.0,186.0,179.0,,85.0,695.0,508.6,329.8,0.0,0.0,
[27/06/2021 00:30],8.0,816.0,186.0,179.0,,85.0,695.0,508.6,329.8,0.0,0.0,
[27/06/2021 01:00],8.0,816.0,186.0,179.0,,85.0,569.2,428.3,281.3,0.0,0.0,
[27/06/2021 01:30],8.0,816.0,186.0,179.0,,85.0,569.2,428.3,281.3,0.0,0.0,
[27/06/2021 02:00],8.0,816.0,186.0,179.0,,85.0,569.2,428.3,281.3,0.0,0.0,
[27/06/2021 02:30],8.0,816.0,186.0,179.0,,85.0,569.2,428.3,281.3,0.0,0.0,
[27/06/2021 03:00],8.0,816.0,186.0,179.0,,85.0,569.2,428.3,281.3,0.0,0.0,
[27/06/2021 03:30],8.0,816.0,186.0,179.0,,85.0,569.2,428.3,281.3,0.0,0.0,
[27/06/2021 04:00],8.0,816.0,186.0,179.0,,85.0,569.2,428.3,281.3,0.0,0.0,
[27/06/2021 04:30],8.0,816.0,186.0,179.0,,85.0,569.2,428.3,281.3,0.0,0.0,
[27/06/2021 05:00],8.0,816.0,186.0,179.0,,85.0,569.2,428.3,281.3,0.0,0.0,
[27/06/2021 05:30],8.0,816.0,186.0,179.0,,85.0,569.2,428.3,281.3,0.0,0.0,
[27/06/2021 06:00],8.0,816.0,186.0,179.0,,85.0,569.2,428.3,281.3,0.0,0.0,
[27/06/2021 06:30],8.0,816.0,186.0,179.0,,85.0,569.2,428.3,281.3,0.0,0.0,
[27/06/2021 07:00],8.0,816.0,183.0,179.0,,85.0,569.2,428.3,281.3,128.0,0.0,
[27/06/2021 07:30],8.0,816.0,183.0,179.0,,85.0,569.2,428.3,281.3,128.0,0.0,
[27/06/2021 08:00],8.0,816.0,183.0,179.0,,62.0,569.2,428.3,281.3,128.0,0.0,
[27/06/2021 08:30],8.0,816.0,183.0,179.0,,62.0,569.2,428.3,281.3,128.0,0.0,
[27/06/2021 09:00],8.0,816.0,183.0,179.0,,62.0,569.2,428.3,281.3,128.0,0.0,
[27/06/2021 09:30],8.0,816.0,183.0,179.0,,62.0,569.2,428.3,281.3,128.0,0.0,
[27/06/2021 10:00],8.0,816.0,183.0,179.0,,62.0,569.2,428.3,281.3,128.0,0.0,
[27/06/2021 10:30],8.0,816.0,183.0,179.0,,62.0,569.2,428.3,281.3,128.0,1293.0,
[27/06/2021 11:00],8.0,816.0,181.0,179.0,,62.0,569.2,428.3,281.3,130.0,1293.0,
[27/06/2021 11:30],8.0,816.0,181.0,179.0,,62.0,569.2,428.3,281.3,130.0,1293.0,
[27/06/2021 12:00],10.0,816.0,181.0,179.0,,61.0,569.2,428.3,281.3,130.0,1293.0,
[27/06/2021 12:30],10.0,816.0,181.0,179.0,,61.0,569.2,428.3,281.3,130.0,1293.0,
[27/06/2021 13:00],10.0,816.0,181.0,179.0,,61.0,569.2,428.3,281.3,130.0,1293.0,
[27/06/2021 13:30],10.0,816.0,181.0,179.0,,61.0,569.2,428.3,281.3,130.0,0.0,
[27/06/2021 14:00],10.0,816.0,181.0,179.0,,61.0,569.2,428.3,281.3,130.0,0.0,
[27/06/2021 14:30],10.0,816.0,181.0,179.0,,61.0,569.2,428.3,281.3,130.0,0.0,
