Date (WET),DLH,Dynamic Containment,Dynamic FFR,EFR,Fast Reserve,LFS,MFR High,MFR Primary,MFR Secondary,Static FFR,STOR (DAY AHEAD),STOR (HISTORIC)
,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW
[16/10/2018 00:00],0.0,,338.0,201.0,0.0,0.0,407.3,118.7,89.2,192.0,,0.0
[16/10/2018 00:30],0.0,,338.0,201.0,0.0,0.0,407.3,118.7,89.2,192.0,,0.0
[16/10/2018 01:00],0.0,,338.0,201.0,0.0,0.0,407.3,118.7,89.2,192.0,,0.0
[16/10/2018 01:30],0.0,,338.0,201.0,0.0,0.0,407.3,118.7,89.2,192.0,,0.0
[16/10/2018 02:00],0.0,,338.0,201.0,0.0,0.0,407.3,118.7,89.2,192.0,,0.0
[16/10/2018 02:30],0.0,,338.0,201.0,0.0,0.0,407.3,118.7,89.2,192.0,,0.0
[16/10/2018 03:00],0.0,,338.0,201.0,0.0,0.0,407.3,118.7,89.2,191.0,,0.0
[16/10/2018 03:30],0.0,,338.0,201.0,0.0,0.0,407.3,118.7,89.2,191.0,,0.0
[16/10/2018 04:00],0.0,,338.0,201.0,0.0,0.0,407.3,118.7,89.2,191.0,,0.0
[16/10/2018 04:30],0.0,,338.0,201.0,0.0,0.0,407.3,118.7,89.2,191.0,,0.0
[16/10/2018 05:00],0.0,,338.0,201.0,0.0,0.0,407.3,118.7,89.2,191.0,,0.0
[16/10/2018 05:30],0.0,,338.0,201.0,0.0,0.0,407.3,118.7,89.2,191.0,,0.0
[16/10/2018 06:00],0.0,,338.0,201.0,300.0,0.0,407.3,118.7,89.2,181.0,,866.3
[16/10/2018 06:30],0.0,,498.0,201.0,300.0,0.0,407.3,118.7,89.2,181.0,,866.3
[16/10/2018 07:00],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,294.0,,866.3
[16/10/2018 07:30],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,294.0,,866.3
[16/10/2018 08:00],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,294.0,,866.3
[16/10/2018 08:30],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,294.0,,866.3
[16/10/2018 09:00],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,294.0,,866.3
[16/10/2018 09:30],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,294.0,,866.3
[16/10/2018 10:00],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,294.0,,866.3
[16/10/2018 10:30],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,294.0,,866.3
[16/10/2018 11:00],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,282.0,,866.3
[16/10/2018 11:30],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,282.0,,866.3
[16/10/2018 12:00],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,282.0,,866.3
[16/10/2018 12:30],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,282.0,,866.3
[16/10/2018 13:00],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,282.0,,0.0
[16/10/2018 13:30],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,282.0,,0.0
[16/10/2018 14:00],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,282.0,,0.0
[16/10/2018 14:30],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,282.0,,0.0
[16/10/2018 15:00],0.0,,431.0,201.0,300.0,0.0,407.3,118.7,89.2,190.0,,0.0
[16/10/2018 15:30],0.0,,431.0,201.0,300.0,0.0,407.3,118.7,89.2,190.0,,0.0
[16/10/2018 16:00],0.0,,431.0,201.0,300.0,0.0,407.3,118.7,89.2,190.0,,0.0
[16/10/2018 16:30],0.0,,431.0,201.0,300.0,0.0,407.3,118.7,89.2,190.0,,0.0
[16/10/2018 17:00],0.0,,431.0,201.0,300.0,0.0,407.3,118.7,89.2,190.0,,866.3
[16/10/2018 17:30],0.0,,431.0,201.0,300.0,0.0,407.3,118.7,89.2,190.0,,866.3
[16/10/2018 18:00],0.0,,431.0,201.0,300.0,0.0,407.3,118.7,89.2,190.0,,866.3
[16/10/2018 18:30],0.0,,431.0,201.0,300.0,0.0,407.3,118.7,89.2,190.0,,866.3
[16/10/2018 19:00],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,242.0,,866.3
[16/10/2018 19:30],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,242.0,,866.3
[16/10/2018 20:00],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,242.0,,866.3
[16/10/2018 20:30],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,252.0,,0.0
[16/10/2018 21:00],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,252.0,,0.0
[16/10/2018 21:30],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,252.0,,0.0
[16/10/2018 22:00],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,252.0,,0.0
[16/10/2018 22:30],0.0,,435.0,201.0,300.0,0.0,407.3,118.7,89.2,252.0,,0.0
[16/10/2018 23:00],0.0,,338.0,201.0,120.0,0.0,407.3,118.7,89.2,192.0,,0.0
[16/10/2018 23:30],0.0,,338.0,201.0,0.0,0.0,407.3,118.7,89.2,192.0,,0.0
[17/10/2018 00:00],0.0,,338.0,201.0,0.0,0.0,305.1,89.6,47.7,192.0,,0.0
[17/10/2018 00:30],0.0,,338.0,201.0,0.0,0.0,305.1,89.6,47.7,192.0,,0.0
[17/10/2018 01:00],0.0,,338.0,201.0,0.0,0.0,305.1,89.6,47.7,192.0,,0.0
[17/10/2018 01:30],0.0,,338.0,201.0,0.0,0.0,305.1,89.6,47.7,192.0,,0.0
[17/10/2018 02:00],0.0,,338.0,201.0,0.0,0.0,305.1,89.6,47.7,192.0,,0.0
[17/10/2018 02:30],0.0,,338.0,201.0,0.0,0.0,305.1,89.6,47.7,192.0,,0.0
[17/10/2018 03:00],0.0,,338.0,201.0,0.0,0.0,305.1,89.6,47.7,191.0,,0.0
[17/10/2018 03:30],0.0,,338.0,201.0,0.0,0.0,305.1,89.6,47.7,191.0,,0.0
[17/10/2018 04:00],0.0,,338.0,201.0,0.0,0.0,305.1,89.6,47.7,191.0,,0.0
[17/10/2018 04:30],0.0,,338.0,201.0,0.0,0.0,305.1,89.6,47.7,191.0,,0.0
[17/10/2018 05:00],0.0,,338.0,201.0,0.0,0.0,305.1,89.6,47.7,191.0,,0.0
[17/10/2018 05:30],0.0,,338.0,201.0,0.0,0.0,305.1,89.6,47.7,191.0,,0.0
[17/10/2018 06:00],0.0,,338.0,201.0,300.0,0.0,305.1,89.6,47.7,181.0,,866.3
[17/10/2018 06:30],0.0,,498.0,201.0,300.0,0.0,305.1,89.6,47.7,181.0,,866.3
[17/10/2018 07:00],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,294.0,,866.3
[17/10/2018 07:30],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,294.0,,866.3
[17/10/2018 08:00],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,294.0,,866.3
[17/10/2018 08:30],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,294.0,,866.3
[17/10/2018 09:00],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,294.0,,866.3
[17/10/2018 09:30],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,294.0,,866.3
[17/10/2018 10:00],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,294.0,,866.3
[17/10/2018 10:30],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,294.0,,866.3
[17/10/2018 11:00],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,282.0,,866.3
[17/10/2018 11:30],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,282.0,,866.3
[17/10/2018 12:00],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,282.0,,866.3
[17/10/2018 12:30],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,282.0,,866.3
[17/10/2018 13:00],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,282.0,,0.0
[17/10/2018 13:30],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,282.0,,0.0
[17/10/2018 14:00],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,282.0,,0.0
[17/10/2018 14:30],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,282.0,,0.0
[17/10/2018 15:00],0.0,,431.0,201.0,300.0,0.0,305.1,89.6,47.7,190.0,,0.0
[17/10/2018 15:30],0.0,,431.0,201.0,300.0,0.0,305.1,89.6,47.7,190.0,,0.0
[17/10/2018 16:00],0.0,,431.0,201.0,300.0,0.0,305.1,89.6,47.7,190.0,,0.0
[17/10/2018 16:30],0.0,,431.0,201.0,300.0,0.0,305.1,89.6,47.7,190.0,,0.0
[17/10/2018 17:00],0.0,,431.0,201.0,300.0,0.0,305.1,89.6,47.7,190.0,,866.3
[17/10/2018 17:30],0.0,,431.0,201.0,300.0,0.0,305.1,89.6,47.7,190.0,,866.3
[17/10/2018 18:00],0.0,,431.0,201.0,300.0,0.0,305.1,89.6,47.7,190.0,,866.3
[17/10/2018 18:30],0.0,,431.0,201.0,300.0,0.0,305.1,89.6,47.7,190.0,,866.3
[17/10/2018 19:00],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,242.0,,866.3
[17/10/2018 19:30],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,242.0,,866.3
[17/10/2018 20:00],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,242.0,,866.3
[17/10/2018 20:30],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,252.0,,0.0
[17/10/2018 21:00],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,252.0,,0.0
[17/10/2018 21:30],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,252.0,,0.0
[17/10/2018 22:00],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,252.0,,0.0
[17/10/2018 22:30],0.0,,435.0,201.0,300.0,0.0,305.1,89.6,47.7,252.0,,0.0
[17/10/2018 23:00],0.0,,338.0,201.0,120.0,0.0,305.1,89.6,47.7,192.0,,0.0
[17/10/2018 23:30],0.0,,338.0,201.0,0.0,0.0,305.1,89.6,47.7,192.0,,0.0
[18/10/2018 00:00],0.0,,338.0,201.0,0.0,0.0,466.9,136.3,81.0,192.0,,0.0
[18/10/2018 00:30],0.0,,338.0,201.0,0.0,0.0,466.9,136.3,81.0,192.0,,0.0
[18/10/2018 01:00],0.0,,338.0,201.0,0.0,0.0,466.9,136.3,81.0,192.0,,0.0
[18/10/2018 01:30],0.0,,338.0,201.0,0.0,0.0,466.9,136.3,81.0,192.0,,0.0
[18/10/2018 02:00],0.0,,338.0,201.0,0.0,0.0,466.9,136.3,81.0,192.0,,0.0
[18/10/2018 02:30],0.0,,338.0,201.0,0.0,0.0,466.9,136.3,81.0,192.0,,0.0
[18/10/2018 03:00],0.0,,338.0,201.0,0.0,0.0,466.9,136.3,81.0,191.0,,0.0
[18/10/2018 03:30],0.0,,338.0,201.0,0.0,0.0,466.9,136.3,81.0,191.0,,0.0
[18/10/2018 04:00],0.0,,338.0,201.0,0.0,0.0,466.9,136.3,81.0,191.0,,0.0
[18/10/2018 04:30],0.0,,338.0,201.0,0.0,0.0,466.9,136.3,81.0,191.0,,0.0
[18/10/2018 05:00],0.0,,338.0,201.0,0.0,0.0,466.9,136.3,81.0,191.0,,0.0
[18/10/2018 05:30],0.0,,338.0,201.0,0.0,0.0,466.9,136.3,81.0,191.0,,0.0
[18/10/2018 06:00],0.0,,338.0,201.0,300.0,0.0,466.9,136.3,81.0,181.0,,866.3
[18/10/2018 06:30],0.0,,498.0,201.0,300.0,0.0,466.9,136.3,81.0,181.0,,866.3
[18/10/2018 07:00],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,294.0,,866.3
[18/10/2018 07:30],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,294.0,,866.3
[18/10/2018 08:00],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,294.0,,866.3
[18/10/2018 08:30],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,294.0,,866.3
[18/10/2018 09:00],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,294.0,,866.3
[18/10/2018 09:30],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,294.0,,866.3
[18/10/2018 10:00],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,294.0,,866.3
[18/10/2018 10:30],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,294.0,,866.3
[18/10/2018 11:00],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,282.0,,866.3
[18/10/2018 11:30],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,282.0,,866.3
[18/10/2018 12:00],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,282.0,,866.3
[18/10/2018 12:30],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,282.0,,866.3
[18/10/2018 13:00],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,282.0,,0.0
[18/10/2018 13:30],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,282.0,,0.0
[18/10/2018 14:00],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,282.0,,0.0
[18/10/2018 14:30],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,282.0,,0.0
[18/10/2018 15:00],0.0,,431.0,201.0,300.0,0.0,466.9,136.3,81.0,190.0,,0.0
[18/10/2018 15:30],0.0,,431.0,201.0,300.0,0.0,466.9,136.3,81.0,190.0,,0.0
[18/10/2018 16:00],0.0,,431.0,201.0,300.0,0.0,466.9,136.3,81.0,190.0,,0.0
[18/10/2018 16:30],0.0,,431.0,201.0,300.0,0.0,466.9,136.3,81.0,190.0,,0.0
[18/10/2018 17:00],0.0,,431.0,201.0,300.0,0.0,466.9,136.3,81.0,190.0,,866.3
[18/10/2018 17:30],0.0,,431.0,201.0,300.0,0.0,466.9,136.3,81.0,190.0,,866.3
[18/10/2018 18:00],0.0,,431.0,201.0,300.0,0.0,466.9,136.3,81.0,190.0,,866.3
[18/10/2018 18:30],0.0,,431.0,201.0,300.0,0.0,466.9,136.3,81.0,190.0,,866.3
[18/10/2018 19:00],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,242.0,,866.3
[18/10/2018 19:30],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,242.0,,866.3
[18/10/2018 20:00],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,242.0,,866.3
[18/10/2018 20:30],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,252.0,,0.0
[18/10/2018 21:00],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,252.0,,0.0
[18/10/2018 21:30],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,252.0,,0.0
[18/10/2018 22:00],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,252.0,,0.0
[18/10/2018 22:30],0.0,,435.0,201.0,300.0,0.0,466.9,136.3,81.0,252.0,,0.0
[18/10/2018 23:00],0.0,,338.0,201.0,120.0,0.0,466.9,136.3,81.0,192.0,,0.0
[18/10/2018 23:30],0.0,,338.0,201.0,0.0,0.0,466.9,136.3,81.0,192.0,,0.0
[19/10/2018 00:00],0.0,,338.0,201.0,0.0,0.0,342.8,88.5,50.5,192.0,,0.0
[19/10/2018 00:30],0.0,,338.0,201.0,0.0,0.0,342.8,88.5,50.5,192.0,,0.0
[19/10/2018 01:00],0.0,,338.0,201.0,0.0,0.0,342.8,88.5,50.5,192.0,,0.0
[19/10/2018 01:30],0.0,,338.0,201.0,0.0,0.0,342.8,88.5,50.5,192.0,,0.0
[19/10/2018 02:00],0.0,,338.0,201.0,0.0,0.0,342.8,88.5,50.5,192.0,,0.0
[19/10/2018 02:30],0.0,,338.0,201.0,0.0,0.0,342.8,88.5,50.5,192.0,,0.0
[19/10/2018 03:00],0.0,,338.0,201.0,0.0,0.0,342.8,88.5,50.5,191.0,,0.0
[19/10/2018 03:30],0.0,,338.0,201.0,0.0,0.0,342.8,88.5,50.5,191.0,,0.0
[19/10/2018 04:00],0.0,,338.0,201.0,0.0,0.0,342.8,88.5,50.5,191.0,,0.0
[19/10/2018 04:30],0.0,,338.0,201.0,0.0,0.0,342.8,88.5,50.5,191.0,,0.0
[19/10/2018 05:00],0.0,,338.0,201.0,0.0,0.0,342.8,88.5,50.5,191.0,,0.0
[19/10/2018 05:30],0.0,,338.0,201.0,0.0,0.0,342.8,88.5,50.5,191.0,,0.0
[19/10/2018 06:00],0.0,,338.0,201.0,300.0,0.0,342.8,88.5,50.5,181.0,,866.3
[19/10/2018 06:30],0.0,,498.0,201.0,300.0,0.0,342.8,88.5,50.5,181.0,,866.3
[19/10/2018 07:00],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,294.0,,866.3
[19/10/2018 07:30],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,294.0,,866.3
[19/10/2018 08:00],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,294.0,,866.3
[19/10/2018 08:30],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,294.0,,866.3
[19/10/2018 09:00],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,294.0,,866.3
[19/10/2018 09:30],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,294.0,,866.3
[19/10/2018 10:00],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,294.0,,866.3
[19/10/2018 10:30],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,294.0,,866.3
[19/10/2018 11:00],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,282.0,,866.3
[19/10/2018 11:30],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,282.0,,866.3
[19/10/2018 12:00],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,282.0,,866.3
[19/10/2018 12:30],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,282.0,,866.3
[19/10/2018 13:00],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,282.0,,0.0
[19/10/2018 13:30],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,282.0,,0.0
[19/10/2018 14:00],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,282.0,,0.0
[19/10/2018 14:30],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,282.0,,0.0
[19/10/2018 15:00],0.0,,431.0,201.0,300.0,0.0,342.8,88.5,50.5,190.0,,0.0
[19/10/2018 15:30],0.0,,431.0,201.0,300.0,0.0,342.8,88.5,50.5,190.0,,0.0
[19/10/2018 16:00],0.0,,431.0,201.0,300.0,0.0,342.8,88.5,50.5,190.0,,0.0
[19/10/2018 16:30],0.0,,431.0,201.0,300.0,0.0,342.8,88.5,50.5,190.0,,0.0
[19/10/2018 17:00],0.0,,431.0,201.0,300.0,0.0,342.8,88.5,50.5,190.0,,866.3
[19/10/2018 17:30],0.0,,431.0,201.0,300.0,0.0,342.8,88.5,50.5,190.0,,866.3
[19/10/2018 18:00],0.0,,431.0,201.0,300.0,0.0,342.8,88.5,50.5,190.0,,866.3
[19/10/2018 18:30],0.0,,431.0,201.0,300.0,0.0,342.8,88.5,50.5,190.0,,866.3
[19/10/2018 19:00],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,242.0,,866.3
[19/10/2018 19:30],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,242.0,,866.3
[19/10/2018 20:00],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,242.0,,866.3
[19/10/2018 20:30],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,252.0,,0.0
[19/10/2018 21:00],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,252.0,,0.0
[19/10/2018 21:30],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,252.0,,0.0
[19/10/2018 22:00],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,252.0,,0.0
[19/10/2018 22:30],0.0,,435.0,201.0,300.0,0.0,342.8,88.5,50.5,252.0,,0.0
[19/10/2018 23:00],0.0,,338.0,201.0,120.0,0.0,342.8,88.5,50.5,192.0,,0.0
[19/10/2018 23:30],0.0,,338.0,201.0,0.0,0.0,342.8,88.5,50.5,192.0,,0.0
[20/10/2018 00:00],0.0,,337.0,201.0,0.0,0.0,362.1,159.6,105.8,192.0,,0.0
[20/10/2018 00:30],0.0,,337.0,201.0,0.0,0.0,362.1,159.6,105.8,192.0,,0.0
[20/10/2018 01:00],0.0,,337.0,201.0,0.0,0.0,381.4,160.5,106.7,192.0,,0.0
[20/10/2018 01:30],0.0,,337.0,201.0,0.0,0.0,381.4,160.5,106.7,192.0,,0.0
[20/10/2018 02:00],0.0,,337.0,201.0,0.0,0.0,381.4,160.5,106.7,192.0,,0.0
[20/10/2018 02:30],0.0,,337.0,201.0,0.0,0.0,381.4,160.5,106.7,192.0,,0.0
[20/10/2018 03:00],0.0,,337.0,201.0,0.0,0.0,381.4,160.5,106.7,191.0,,0.0
[20/10/2018 03:30],0.0,,337.0,201.0,0.0,0.0,381.4,160.5,106.7,191.0,,0.0
[20/10/2018 04:00],0.0,,337.0,201.0,0.0,0.0,381.4,160.5,106.7,191.0,,0.0
[20/10/2018 04:30],0.0,,337.0,201.0,0.0,0.0,381.4,160.5,106.7,191.0,,0.0
[20/10/2018 05:00],0.0,,337.0,201.0,0.0,0.0,381.4,160.5,106.7,191.0,,0.0
[20/10/2018 05:30],0.0,,337.0,201.0,0.0,0.0,381.4,160.5,106.7,191.0,,0.0
[20/10/2018 06:00],0.0,,337.0,201.0,300.0,0.0,381.4,160.5,106.7,181.0,,866.3
[20/10/2018 06:30],0.0,,327.0,201.0,300.0,0.0,381.4,160.5,106.7,181.0,,866.3
[20/10/2018 07:00],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,294.0,,866.3
[20/10/2018 07:30],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,294.0,,866.3
[20/10/2018 08:00],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,294.0,,866.3
[20/10/2018 08:30],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,294.0,,866.3
[20/10/2018 09:00],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,294.0,,866.3
[20/10/2018 09:30],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,294.0,,866.3
[20/10/2018 10:00],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,294.0,,866.3
[20/10/2018 10:30],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,294.0,,866.3
[20/10/2018 11:00],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,282.0,,866.3
[20/10/2018 11:30],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,282.0,,866.3
[20/10/2018 12:00],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,282.0,,866.3
[20/10/2018 12:30],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,282.0,,866.3
[20/10/2018 13:00],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,282.0,,0.0
[20/10/2018 13:30],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,282.0,,0.0
[20/10/2018 14:00],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,282.0,,0.0
[20/10/2018 14:30],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,282.0,,0.0
[20/10/2018 15:00],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,302.0,,0.0
[20/10/2018 15:30],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,302.0,,0.0
[20/10/2018 16:00],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,302.0,,0.0
[20/10/2018 16:30],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,302.0,,0.0
[20/10/2018 17:00],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,302.0,,866.3
[20/10/2018 17:30],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,302.0,,866.3
[20/10/2018 18:00],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,302.0,,866.3
[20/10/2018 18:30],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,302.0,,866.3
[20/10/2018 19:00],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,242.0,,866.3
[20/10/2018 19:30],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,242.0,,866.3
[20/10/2018 20:00],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,242.0,,866.3
[20/10/2018 20:30],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,252.0,,0.0
[20/10/2018 21:00],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,252.0,,0.0
[20/10/2018 21:30],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,252.0,,0.0
[20/10/2018 22:00],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,252.0,,0.0
[20/10/2018 22:30],0.0,,435.0,201.0,300.0,0.0,381.4,160.5,106.7,252.0,,0.0
[20/10/2018 23:00],0.0,,337.0,201.0,120.0,0.0,381.4,160.5,106.7,192.0,,0.0
[20/10/2018 23:30],0.0,,337.0,201.0,0.0,0.0,381.4,160.5,106.7,192.0,,0.0
[21/10/2018 00:00],0.0,,337.0,201.0,0.0,0.0,309.1,172.2,113.4,192.0,,0.0
[21/10/2018 00:30],0.0,,337.0,201.0,0.0,0.0,309.1,172.2,113.4,192.0,,0.0
[21/10/2018 01:00],0.0,,337.0,201.0,0.0,0.0,330.0,171.7,113.7,192.0,,0.0
[21/10/2018 01:30],0.0,,337.0,201.0,0.0,0.0,330.0,171.7,113.7,192.0,,0.0
[21/10/2018 02:00],0.0,,337.0,201.0,0.0,0.0,330.0,171.7,113.7,192.0,,0.0
[21/10/2018 02:30],0.0,,337.0,201.0,0.0,0.0,330.0,171.7,113.7,192.0,,0.0
[21/10/2018 03:00],0.0,,337.0,201.0,0.0,0.0,330.0,171.7,113.7,191.0,,0.0
[21/10/2018 03:30],0.0,,337.0,201.0,0.0,0.0,330.0,171.7,113.7,191.0,,0.0
[21/10/2018 04:00],0.0,,337.0,201.0,0.0,0.0,330.0,171.7,113.7,191.0,,0.0
[21/10/2018 04:30],0.0,,337.0,201.0,0.0,0.0,330.0,171.7,113.7,191.0,,0.0
[21/10/2018 05:00],0.0,,337.0,201.0,0.0,0.0,330.0,171.7,113.7,191.0,,0.0
[21/10/2018 05:30],0.0,,337.0,201.0,0.0,0.0,330.0,171.7,113.7,191.0,,0.0
[21/10/2018 06:00],0.0,,337.0,201.0,120.0,0.0,330.0,171.7,113.7,191.0,,0.0
[21/10/2018 06:30],0.0,,327.0,201.0,120.0,0.0,330.0,171.7,113.7,191.0,,0.0
[21/10/2018 07:00],0.0,,265.0,201.0,300.0,0.0,330.0,171.7,113.7,304.0,,0.0
[21/10/2018 07:30],0.0,,265.0,201.0,300.0,0.0,330.0,171.7,113.7,304.0,,0.0
